"sex","la","year","e50","e65","e80","e85"
"male","E07000007",2008,75.0774,78.3599,83.8404,86.5811
"male","E07000007",2009,75.3664,78.4714,84.9822,87.2188
"male","E07000007",2010,75.3863,78.7261,84.4362,86.6429
"male","E07000007",2011,75.8364,79.019,84.7317,87.0367
"male","E07000007",2012,76.1756,78.8895,84.6324,86.957
"male","E07000007",2013,75.8301,78.7866,84.4776,86.8137
"male","E07000008",2001,NA,NA,NA,NA
"male","E07000008",2002,75.4223,79.3321,84.026,86.8382
"male","E07000008",2003,75.9011,79.5,83.8944,87
"male","E07000008",2004,75.6774,79.1585,84.4615,87.0303
"male","E07000008",2005,75.9592,79.4382,84.7353,86.75
"male","E07000008",2006,76.2366,78.8351,84.1348,86.7541
"male","E07000008",2007,76.3861,79.4926,83.8428,86.3731
"male","E07000008",2008,75.6677,79.7625,84.7671,87
"male","E07000008",2009,77.0687,79.2923,84.6571,87.2059
"male","E07000008",2010,75.7869,79.2541,84.896,87.0563
"male","E07000008",2011,77.053,79.6739,84.458,86.9385
"male","E07000008",2012,76.3681,80.1333,84.8121,87.1519
"male","E07000008",2013,76.3195,79.8238,84.9933,86.7582
"male","E07000009",2001,NA,NA,NA,NA
"male","E07000009",2002,75.5056,78.1116,84.4906,86.9615
"male","E07000009",2003,75.9734,78.8363,84.2069,87.1373
"male","E07000009",2004,76.4355,79.3618,83.9774,86.8889
"male","E07000009",2005,77.4882,79.5789,84.1463,86.9074
"male","E07000009",2006,75.68,78.3502,84.0885,86.7333
"male","E07000009",2007,75.1765,77.9954,84.1515,86.7273
"male","E07000009",2008,77.1289,79.6637,84.2652,86.625
"male","E07000009",2009,76.6481,79.3024,84.4341,87.2167
"male","E07000009",2010,75.8386,78.9116,84.0275,87.122
"male","E07000009",2011,75.9531,79.1296,84.7345,87.0476
"male","E07000009",2012,76.875,80.2963,84.8644,87.1774
"male","E07000009",2013,76.2692,79.3939,84.7925,86.9123
"male","E07000010",2001,NA,NA,NA,NA
"male","E07000010",2002,75.2981,77.9051,83.821,86.7385
"male","E07000010",2003,74.7344,77.7408,83.9404,86.9333
"male","E07000010",2004,75.4531,78.1172,83.6163,86.9808
"male","E07000010",2005,75.4492,78.5934,84.0497,86.8676
"male","E07000010",2006,76.0096,78.5028,84.2235,86.6235
"male","E07000010",2007,74.7086,78.3213,84.1046,86.9254
"male","E07000010",2008,76.3657,78.7289,84.0681,86.7229
"male","E07000010",2009,75.9624,78.7486,83.962,86.7625
"male","E07000010",2010,75.7082,79,84.432,86.8452
"male","E07000010",2011,75.1548,78.1045,84.8054,87.0864
"male","E07000010",2012,76.536,79.1331,84.2973,86.9326
"male","E07000010",2013,76.4884,78.8655,84.3944,86.908
"male","E07000011",2001,NA,NA,NA,NA
"male","E07000011",2002,74.975,78.0941,84.2626,86.6593
"male","E07000011",2003,74.9132,78.3286,84.0725,87.0769
"male","E07000011",2004,74.6134,78,84.3476,87.1728
"male","E07000011",2005,74.5151,77.9582,83.8315,86.6533
"male","E07000011",2006,74.7624,78.3367,83.9275,86.5714
"male","E07000011",2007,74.7094,78.326,84.2539,86.7553
"male","E07000011",2008,74.8485,78.4683,84.1543,86.747
"male","E07000011",2009,75.8821,78.5327,84.3198,86.9583
"male","E07000011",2010,76.014,78.9319,84.3122,86.6952
"male","E07000011",2011,74.8097,78.1323,84.3622,87.1149
"male","E07000011",2012,75.0934,78.4988,84.285,86.7196
"male","E07000011",2013,75.6273,77.7908,84.4731,87.0769
"male","E07000012",2001,NA,NA,NA,NA
"male","E07000012",2002,76.7322,79.4659,84.2,86.9898
"male","E07000012",2003,75.4548,78.5158,84.4573,87.1429
"male","E07000012",2004,75.7962,78.8648,84.1852,87.0253
"male","E07000012",2005,75.638,78.449,84.3125,86.6774
"male","E07000012",2006,76.2407,78.9198,84.1685,86.7317
"male","E07000012",2007,75.3085,78.4909,83.7927,86.6
"male","E07000012",2008,75.6464,79.4676,84.2342,86.6883
"male","E07000012",2009,76.9224,79.7545,84.6089,87.1667
"male","E07000012",2010,76.3671,79.4574,84.4444,86.9063
"male","E07000012",2011,76.2691,79.1834,85.0694,87.0396
"male","E07000012",2012,77.2697,79.6635,84.5943,87.046
"male","E07000012",2013,76.0274,78.8841,84.4915,86.9432
"male","E07000026",2001,NA,NA,NA,NA
"male","E07000026",2002,75.6749,78.0152,84.2712,86.9518
"male","E07000026",2003,74.2288,77.8156,83.9245,86.9545
"male","E07000026",2004,74.9489,77.7585,84.0789,87.0667
"male","E07000026",2005,75.4483,78.0298,84.0543,87.125
"male","E07000026",2006,75.6526,78.0108,84.2595,86.6711
"male","E07000026",2007,75.322,78.7213,84.2825,86.5055
"male","E07000026",2008,74.5482,78.4269,84.3077,86.6707
"male","E07000026",2009,75.8402,78.9292,84.3073,87.2841
"male","E07000026",2010,75.1259,78.5099,84.3647,86.6548
"male","E07000026",2011,75.9049,78.7561,84.2872,86.8778
"male","E07000026",2012,75.4324,78.0429,84.1474,86.8451
"male","E07000026",2013,75.8163,78.6685,84.4475,86.967
"male","E07000027",2001,NA,NA,NA,NA
"male","E07000027",2002,74.7917,77.9671,83.8175,86.5085
"male","E07000027",2003,73.0112,77.1434,83.459,87.122
"male","E07000027",2004,73.3274,77.4924,83.7611,86.8333
"male","E07000027",2005,73.8063,78.4016,84.0726,86.8727
"male","E07000027",2006,74.9968,78.2604,84.4309,86.8167
"male","E07000027",2007,75.4277,77.8169,84.1061,86.9623
"male","E07000027",2008,74.1388,77.9059,84.4018,86.9649
"male","E07000027",2009,74.7545,78.1522,84.5688,87.2593
"male","E07000027",2010,74.4735,78.6986,84.4299,87.1042
"male","E07000027",2011,74.2907,77.6387,84.0194,86.6905
"male","E07000027",2012,74.0698,77.4476,84.3021,86.9348
"male","E07000027",2013,74.122,77.7915,84.4486,86.902
"male","E07000028",2001,NA,NA,NA,NA
"male","E07000028",2002,75.3466,78.0679,83.8011,86.9324
"male","E07000028",2003,74.2337,77.4988,83.9494,86.9242
"male","E07000028",2004,75.1135,78.1192,84.1818,87.2206
"male","E07000028",2005,74.58,77.932,84.1494,86.631
"male","E07000028",2006,75.1338,78.3717,84.35,86.6951
"male","E07000028",2007,74.3189,78.2171,83.9744,86.7206
"male","E07000028",2008,75.6991,78.6549,84.36,86.9625
"male","E07000028",2009,75.1373,78.5529,84.1243,86.8171
"male","E07000028",2010,74.2425,78.0714,84.3165,86.6076
"male","E07000028",2011,75.8941,78.7514,84.1148,86.8571
"male","E07000028",2012,75.1791,78.1906,84.3765,86.7
"male","E07000028",2013,76.1724,78.7493,84.1702,86.686
"male","E07000029",2001,NA,NA,NA,NA
"male","E07000029",2002,74.4427,77.1172,83.8396,86.7209
"male","E07000029",2003,74.314,78.0167,83.945,86.6957
"male","E07000029",2004,74.4355,77.6154,83.5495,87.0571
"male","E07000029",2005,74.0798,77.3955,83.735,86.7391
"male","E07000029",2006,74.7384,77.4291,83.7778,86.8158
"male","E07000029",2007,74.2721,77.8708,83.9273,86.5833
"male","E07000029",2008,73.6971,77.6435,84.234,86.7556
"male","E07000029",2009,74.759,78.2271,83.9189,86.48
"male","E07000029",2010,75.3608,78.1647,84.2768,86.6346
"male","E07000029",2011,73.9842,77.6434,84.2364,86.5091
"male","E07000029",2012,74.3893,77.5751,84.5258,87.0851
"male","E07000029",2013,75.3019,78.4419,84.1667,86.5238
"male","E07000030",2001,NA,NA,NA,NA
"male","E07000030",2002,74.8477,77.9222,84.3108,86.8056
"male","E07000030",2003,75.1867,78.4339,84.5455,86.9091
"male","E07000030",2004,74.7876,78.1164,83.5385,87.1852
"male","E07000030",2005,75.1184,77.3819,83.8133,86.7143
"male","E07000030",2006,75.4831,78.4034,83.963,86.7188
"male","E07000030",2007,75.4085,78.2692,84.2809,87.0278
"male","E07000030",2008,76.6393,78.5909,84.0098,86.6222
"male","E07000030",2009,75.951,78.618,83.8427,87
"male","E07000030",2010,75.9028,78.9076,83.9091,87.0714
"male","E07000030",2011,75.9651,78.7868,84.602,87.0408
"male","E07000030",2012,75.4566,78.7448,84.3784,86.55
"male","E07000030",2013,76.1493,78.9787,84.4,86.76
"male","E07000031",2001,NA,NA,NA,NA
"male","E07000031",2002,76.1446,78.5418,84.4037,86.8571
"male","E07000031",2003,76.0991,79.4893,84.0941,87.0114
"male","E07000031",2004,75.9766,78.9406,84.0049,86.8902
"male","E07000031",2005,75.6682,78.6923,84.1784,86.5341
"male","E07000031",2006,75.8578,78.8281,83.8187,86.7143
"male","E07000031",2007,76.2614,79.5943,84.3622,86.766
"male","E07000031",2008,76.9639,79.8374,84.3966,87.0085
"male","E07000031",2009,75.8534,78.9641,84.5097,86.934
"male","E07000031",2010,76.4439,79.3217,84.4627,86.9703
"male","E07000031",2011,77.1151,79.324,84.5991,86.9381
"male","E07000031",2012,76.392,79.5457,84.1389,86.8
"male","E07000031",2013,76.8116,79.3525,84.7374,86.8056
"male","E07000032",2001,NA,NA,NA,NA
"male","E07000032",2002,74.7535,77.5972,83.6778,86.5479
"male","E07000032",2003,75.5088,78.4351,84.2533,86.8505
"male","E07000032",2004,75.6654,78.4945,83.6516,86.6026
"male","E07000032",2005,74.8389,78.0476,83.8333,86.9153
"male","E07000032",2006,74.4675,78.6224,84.0653,86.5909
"male","E07000032",2007,75.4604,78.3488,84.0824,86.7375
"male","E07000032",2008,75.4989,78.8446,84.0286,86.8256
"male","E07000032",2009,75.0734,78.5531,84.0952,86.7604
"male","E07000032",2010,75.6059,78.7013,84.4516,86.9432
"male","E07000032",2011,75.8065,78.8737,84.4537,86.7129
"male","E07000032",2012,75.1398,78.081,84.5616,86.8505
"male","E07000032",2013,76.2349,78.7823,84.4771,86.7759
"male","E07000033",2001,NA,NA,NA,NA
"male","E07000033",2002,74.2487,77.6581,83.8281,86.7708
"male","E07000033",2003,74.9335,77.5728,83.9051,86.9608
"male","E07000033",2004,74.5183,77.5633,84.1278,87.44
"male","E07000033",2005,75.0593,77.6601,83.848,86.8298
"male","E07000033",2006,75.437,79.2734,83.9073,86.9464
"male","E07000033",2007,75.1547,78.0712,84.374,86.6923
"male","E07000033",2008,75.8529,78.9809,84.2695,86.6709
"male","E07000033",2009,74.9856,78.4667,84.3957,86.9844
"male","E07000033",2010,75.5015,78.9341,84.0204,86.9167
"male","E07000033",2011,75.4498,78.657,84.2308,86.5224
"male","E07000033",2012,75.6283,77.9164,84.6544,87.1389
"male","E07000033",2013,74.9361,77.917,84.2397,86.3729
"male","E07000034",2001,NA,NA,NA,NA
"male","E07000034",2002,75.807,78.7943,83.9716,87.0549
"male","E07000034",2003,75.5,78.2925,83.865,86.84
"male","E07000034",2004,75.6805,78.3241,83.7845,87.125
"male","E07000034",2005,75.1232,78.2528,84,86.8143
"male","E07000034",2006,75.1385,78.6622,84.1676,86.6395
"male","E07000034",2007,75.5402,79.1902,84.1642,86.7579
"male","E07000034",2008,76.5413,79.5057,84.1828,86.9048
"male","E07000034",2009,74.8239,78.0842,84.3706,86.7209
"male","E07000034",2010,74.813,78.5948,84.587,86.9659
"male","E07000034",2011,76.1891,78.9472,84.5707,86.7798
"male","E07000034",2012,75.1914,78.6875,84.7022,87.1183
"male","E07000034",2013,75.8643,79.3226,84.6812,86.7321
"male","E07000035",2001,NA,NA,NA,NA
"male","E07000035",2002,75.6771,78.2986,84,87.1538
"male","E07000035",2003,75.7985,78.9356,84,86.902
"male","E07000035",2004,75.4488,78.4235,84.291,86.7288
"male","E07000035",2005,75.2662,78.2838,84.297,86.7292
"male","E07000035",2006,76.1493,78.5274,84.6606,86.8621
"male","E07000035",2007,76.3192,79.1629,84.0073,86.5738
"male","E07000035",2008,76.1811,79.2533,84.3701,86.6364
"male","E07000035",2009,76.6338,79.9665,84.9343,87.0921
"male","E07000035",2010,77.0902,79.3689,84.512,87
"male","E07000035",2011,76.8191,79.7254,84.6111,87.0137
"male","E07000035",2012,76.4853,79.0466,84.6172,86.8182
"male","E07000035",2013,76.7491,79.0486,84.6977,87.4375
"male","E07000036",2001,NA,NA,NA,NA
"male","E07000036",2002,75.6202,78.3706,84.0106,87.012
"male","E07000036",2003,73.8273,78.0213,84.012,87.1515
"male","E07000036",2004,75.4849,78.4049,84.0667,86.7838
"male","E07000036",2005,75.3579,78.099,84.0055,86.4444
"male","E07000036",2006,74.4752,77.5188,83.7301,86.7937
"male","E07000036",2007,75.3256,77.856,83.8696,86.5362
"male","E07000036",2008,75.7204,78.7563,84.2732,86.7614
"male","E07000036",2009,75.6218,79.1636,84.3352,86.9647
"male","E07000036",2010,74.8479,77.7257,84.2,86.9538
"male","E07000036",2011,75.3185,78.4332,84.1697,86.7467
"male","E07000036",2012,75.5423,78.3179,84.3481,86.8701
"male","E07000036",2013,75.3389,78.7195,84.5114,86.7766
"male","E07000037",2001,NA,NA,NA,NA
"male","E07000037",2002,74.5511,77.7258,84.4127,86.8769
"male","E07000037",2003,74.1006,77.7818,84.0862,87.1489
"male","E07000037",2004,73.9279,77.2669,83.6602,86.75
"male","E07000037",2005,74.5751,78.4286,83.4333,86.6327
"male","E07000037",2006,74.5455,78.0034,84.0538,86.5333
"male","E07000037",2007,74.3426,78.0382,84.3719,86.9375
"male","E07000037",2008,74.8144,78.5803,84.6031,86.8116
"male","E07000037",2009,74.1496,78.1812,84.4851,86.9848
"male","E07000037",2010,73.9577,77.476,83.9238,86.6136
"male","E07000037",2011,74.3953,78.1502,84.584,87.0656
"male","E07000037",2012,75.041,78.6763,84.2689,87.102
"male","E07000037",2013,75.0546,78.5517,84.5797,86.8667
"male","E07000038",2001,NA,NA,NA,NA
"male","E07000038",2002,75.9339,78.6177,84.0426,87.0366
"male","E07000038",2003,75.2066,78.3765,83.8684,86.8947
"male","E07000038",2004,75.4634,78.9143,84.082,86.6538
"male","E07000038",2005,75.8443,78.648,83.8942,86.7632
"male","E07000038",2006,76.1271,79.0582,83.6583,86.3377
"male","E07000038",2007,75.5397,78.3624,84.1988,86.5875
"male","E07000038",2008,76,78.8088,84.492,87.0889
"male","E07000038",2009,76.4262,79.1405,84.4031,86.8247
"male","E07000038",2010,75.6658,78.2375,84.3642,86.7922
"male","E07000038",2011,75.5654,78.6889,84.6995,87.2796
"male","E07000038",2012,75.125,78.2919,84.5706,86.9277
"male","E07000038",2013,76.3037,78.8924,84.6433,86.8681
"male","E07000039",2001,NA,NA,NA,NA
"male","E07000039",2002,75.181,78.1655,84.0744,86.9444
"male","E07000039",2003,75.1193,78.3141,84.031,87.0962
"male","E07000039",2004,75.0991,78.2574,83.8583,86.66
"male","E07000039",2005,75.0694,78.2664,83.8496,86.5769
"male","E07000039",2006,75.7921,78.2254,83.8333,86.8333
"male","E07000039",2007,74.5091,78.3233,83.9758,86.6415
"male","E07000039",2008,73.5119,78.3784,83.8349,86.6667
"male","E07000039",2009,75.4109,79.1375,84.5725,87.1343
"male","E07000039",2010,75.0105,77.8655,84.2222,87.2174
"male","E07000039",2011,75.3406,78.4096,84.4851,86.9394
"male","E07000039",2012,76.4597,78.95,84.2296,86.8095
"male","E07000039",2013,74.6842,77.444,84.3182,86.8679
"male","E07000040",2001,NA,NA,NA,NA
"male","E07000040",2002,77.1653,79.4103,84.3538,86.8
"male","E07000040",2003,77.3982,79.6649,84.1733,87.1071
"male","E07000040",2004,77.6056,79.197,84.2682,87.093
"male","E07000040",2005,77.6906,79.6967,84.25,86.9012
"male","E07000040",2006,77.8238,80.0493,84.4958,86.9314
"male","E07000040",2007,76.9471,79.3176,84.3838,86.6849
"male","E07000040",2008,77.7524,79.7133,84.4693,86.8457
"male","E07000040",2009,78.4615,80.4539,84.8064,87.0741
"male","E07000040",2010,78.3531,80.375,84.7147,87.0394
"male","E07000040",2011,77.5679,79.8417,84.6319,86.9346
"male","E07000040",2012,78.1677,80.059,84.467,86.8398
"male","E07000040",2013,77.5338,80.227,84.8754,87.037
"male","E07000041",2001,NA,NA,NA,NA
"male","E07000041",2002,74.7191,77.9534,84.3709,87.1765
"male","E07000041",2003,74.6307,78.3787,83.7862,87.1
"male","E07000041",2004,75.971,78.5208,84.0988,87.1967
"male","E07000041",2005,75.6682,78.941,84.4208,86.8764
"male","E07000041",2006,76,78.9323,84.0819,86.6375
"male","E07000041",2007,75.8138,79.1672,84.4023,86.7528
"male","E07000041",2008,75.4859,78.7267,84.3312,87.0267
"male","E07000041",2009,76.3235,79.6571,84.4365,86.9783
"male","E07000041",2010,75.762,79.3418,84.5822,87.08
"male","E07000041",2011,75.9307,79.1697,84.4342,86.8077
"male","E07000041",2012,76.1198,79.5596,84.5741,86.9277
"male","E07000041",2013,76.7526,79.1379,84.75,87.0808
"male","E07000042",2001,NA,NA,NA,NA
"male","E07000042",2002,76.6708,79.4029,84.6259,86.8734
"male","E07000042",2003,74.9293,78.4068,83.8482,86.6136
"male","E07000042",2004,75.5972,78.1315,84.2193,87.2083
"male","E07000042",2005,75.2954,77.9012,84.2371,86.9773
"male","E07000042",2006,77,79.1299,83.9474,86.2745
"male","E07000042",2007,75.3295,79.1483,84.1504,86.4151
"male","E07000042",2008,75.3175,78.6872,84.3,86.6545
"male","E07000042",2009,75.9831,79.1486,84.6923,87.1143
"male","E07000042",2010,75.8872,78.9554,84.3083,86.8305
"male","E07000042",2011,76.0957,78.8479,84.5,86.9714
"male","E07000042",2012,76.155,78.5654,83.8211,86.5455
"male","E07000042",2013,76.4695,78.9913,84.0407,86.5962
"male","E07000043",2001,NA,NA,NA,NA
"male","E07000043",2002,75.0274,78.145,84.2933,86.9315
"male","E07000043",2003,75.293,78.3178,84.1657,87
"male","E07000043",2004,74.3205,77.9199,84.1132,87.1311
"male","E07000043",2005,75.6223,78.8484,84.3613,86.7733
"male","E07000043",2006,75.7092,78.5015,83.9125,86.3333
"male","E07000043",2007,75.7174,78.9971,84.4767,86.7711
"male","E07000043",2008,75.659,79.3571,84.6047,86.7158
"male","E07000043",2009,75.9077,78.8567,84.5771,86.9247
"male","E07000043",2010,75.9104,79.0324,84.6136,87.0682
"male","E07000043",2011,76.0587,78.6236,84.4944,86.9326
"male","E07000043",2012,75.4805,78.7685,84.6402,87.0732
"male","E07000043",2013,75.5131,78.827,84.0476,86.9155
"male","E07000044",2001,NA,NA,NA,NA
"male","E07000044",2002,76.6962,79.0424,84.1646,87.0411
"male","E07000044",2003,75.9868,78.75,84.1006,86.9545
"male","E07000044",2004,75.6535,79.4,83.9857,87
"male","E07000044",2005,75.5532,78.6317,84.1098,86.6216
"male","E07000044",2006,76.0598,79.0532,84.451,86.7105
"male","E07000044",2007,74.7065,78.0909,83.5506,86.431
"male","E07000044",2008,76.3106,79.2655,84.8414,87.0353
"male","E07000044",2009,78.0166,80.1631,84.6458,87.08
"male","E07000044",2010,75.9645,79.1111,84.3957,87.2419
"male","E07000044",2011,76.7326,80.0034,84.6798,86.6495
"male","E07000044",2012,76.8903,79.4245,84.6282,87.0513
"male","E07000044",2013,76.2405,78.7912,84.4671,86.8243
"male","E07000045",2001,NA,NA,NA,NA
"male","E07000045",2002,76.569,79.2569,84.1486,86.8769
"male","E07000045",2003,76.1893,78.7382,83.9346,86.8641
"male","E07000045",2004,75.9576,78.6341,84.209,87.1262
"male","E07000045",2005,77.1652,79.8191,84.1341,86.64
"male","E07000045",2006,75.9106,78.8686,84.2117,86.5385
"male","E07000045",2007,76.4726,79.1551,84.3372,86.6923
"male","E07000045",2008,76.8,79.5169,83.9636,86.7257
"male","E07000045",2009,76.3714,79.627,84.5483,86.763
"male","E07000045",2010,77.4212,79.7708,84.8727,86.9862
"male","E07000045",2011,76.6495,79.1681,84.5021,86.9008
"male","E07000045",2012,76.6866,79.1801,84.6926,86.8129
"male","E07000045",2013,76.2572,79.075,84.5388,87.0519
"male","E07000046",2001,NA,NA,NA,NA
"male","E07000046",2002,74.7233,77.8943,84,87.1176
"male","E07000046",2003,74.4389,78.254,84.2832,86.8077
"male","E07000046",2004,74.8239,78.438,84.1395,86.9455
"male","E07000046",2005,75.8881,78.4647,84.1092,86.7547
"male","E07000046",2006,76.2351,78.8069,84.0161,86.6226
"male","E07000046",2007,75.2952,78.5422,84.3458,86.6538
"male","E07000046",2008,77.2879,79.8398,84.3284,86.8281
"male","E07000046",2009,76.5693,78.7521,84.4959,87.2069
"male","E07000046",2010,76.9464,79.017,84.7967,87.2188
"male","E07000046",2011,77.1841,79.4531,84.3286,87.0746
"male","E07000046",2012,75.9347,78.7012,84.1654,87.2182
"male","E07000046",2013,77.1597,79.3643,84.8227,87.1081
"male","E07000047",2001,NA,NA,NA,NA
"male","E07000047",2002,76.3393,78.899,84.4848,86.9574
"male","E07000047",2003,75.8385,79.0926,84.25,87.0645
"male","E07000047",2004,75.7064,78.8703,84.1798,87.0833
"male","E07000047",2005,75.7186,79.1265,84.3176,87.125
"male","E07000047",2006,76.3651,78.8795,84.5976,86.8571
"male","E07000047",2007,75.4884,78.1935,83.8409,86.4444
"male","E07000047",2008,76.2391,79.5155,84.2778,86.5455
"male","E07000047",2009,76.6972,80.2391,84.8807,87.46
"male","E07000047",2010,76.4793,79.6294,84.881,87.125
"male","E07000047",2011,76.1463,79.1552,84.7241,86.9783
"male","E07000047",2012,76.897,79.4069,84.5133,86.7797
"male","E07000047",2013,76.2479,78.8116,84.4848,87
"male","E07000048",2001,NA,NA,NA,NA
"male","E07000048",2002,76.9658,79.4535,84.0071,86.4366
"male","E07000048",2003,76.9585,79.5408,84.1563,86.8947
"male","E07000048",2004,77.3676,79.2056,84.1163,87.1667
"male","E07000048",2005,78.3661,80.2732,84.6068,86.8226
"male","E07000048",2006,76.9181,79.6782,83.8362,86.617
"male","E07000048",2007,77.7637,79.8233,84.8083,87.0984
"male","E07000048",2008,79.3105,81.0219,84.6067,86.9375
"male","E07000048",2009,77.7355,80.3962,84.8,87.039
"male","E07000048",2010,78.2286,80.2851,84.6519,87.1143
"male","E07000048",2011,77.7561,79.8727,85.4553,87.2436
"male","E07000048",2012,78.607,80.6522,84.2681,87.0492
"male","E07000048",2013,78.107,79.9436,84.6549,87.15
"male","E07000049",2001,NA,NA,NA,NA
"male","E07000049",2002,76.2736,78.6648,84.1751,86.7674
"male","E07000049",2003,77.7455,79.7831,83.933,86.9048
"male","E07000049",2004,78.3663,79.9584,84.2051,87.1633
"male","E07000049",2005,77.9292,79.5487,84.1613,86.8312
"male","E07000049",2006,77.33,79.3178,84.3505,86.6907
"male","E07000049",2007,77.8982,79.6778,84.53,86.5045
"male","E07000049",2008,77.5362,79.3956,84.5208,86.6634
"male","E07000049",2009,78.4353,80.4904,84.968,87
"male","E07000049",2010,77.4709,80.103,84.712,86.9314
"male","E07000049",2011,77.6237,80.1791,84.7525,86.9091
"male","E07000049",2012,78.5651,80.3298,84.6582,86.8889
"male","E07000049",2013,78.4534,80.4609,84.9349,87.0909
"male","E07000050",2001,NA,NA,NA,NA
"male","E07000050",2002,76.8677,79.1435,84.3629,86.9219
"male","E07000050",2003,76.8388,79.07,83.9685,87.1961
"male","E07000050",2004,75.5683,79.0266,84.2549,86.8333
"male","E07000050",2005,75.8031,78.9682,84.5413,86.8214
"male","E07000050",2006,76.251,79.211,84.7373,86.6522
"male","E07000050",2007,76.9648,79.6816,84.4264,87.0317
"male","E07000050",2008,77.249,79.5463,84.7934,86.9403
"male","E07000050",2009,76.5217,79.7963,85.1148,86.9067
"male","E07000050",2010,77.326,79.2427,84.3514,86.6226
"male","E07000050",2011,76.6215,79.0955,84.5086,86.8475
"male","E07000050",2012,76.3828,79.4292,84.8145,87.0317
"male","E07000050",2013,77.2194,79.9467,84.8824,86.9
"male","E07000051",2001,NA,NA,NA,NA
"male","E07000051",2002,75.8207,78.8662,84.1892,86.5
"male","E07000051",2003,76.36,79.1871,84.236,86.9211
"male","E07000051",2004,77.1095,79,84.0594,87.2368
"male","E07000051",2005,75.75,78.7256,84.2533,86.7143
"male","E07000051",2006,75.9138,77.7962,84.0685,87.0625
"male","E07000051",2007,77.3433,80.0568,84.5143,87.1154
"male","E07000051",2008,76.5491,79.5973,83.9294,86.4054
"male","E07000051",2009,76.3279,79.0063,84.5316,87.0455
"male","E07000051",2010,76.8788,79.7018,84.4737,87.2391
"male","E07000051",2011,76.0565,78.7255,84.5513,86.7143
"male","E07000051",2012,76.9429,79.0897,84.375,87.375
"male","E07000051",2013,76.0663,78.0455,84.7403,87.025
"male","E07000052",2001,NA,NA,NA,NA
"male","E07000052",2002,76.2809,78.718,84.5266,87.0642
"male","E07000052",2003,76.8974,79.3083,84.3014,86.7727
"male","E07000052",2004,76.418,79.1693,84.1368,86.9259
"male","E07000052",2005,75.9488,78.7203,84.5377,86.6321
"male","E07000052",2006,76.6465,78.7032,84.1919,86.9885
"male","E07000052",2007,77.2548,79.5429,84.4397,86.7119
"male","E07000052",2008,76.8962,79.4923,84.7176,86.8051
"male","E07000052",2009,77.4898,79.6826,84.4219,86.9915
"male","E07000052",2010,77.6765,79.8505,84.6987,86.8473
"male","E07000052",2011,78.125,79.9064,84.2727,86.7353
"male","E07000052",2012,77.735,79.7931,84.5,86.8833
"male","E07000052",2013,77.7265,80.073,84.7532,86.8134
"male","E07000053",2001,NA,NA,NA,NA
"male","E07000053",2002,74.588,77.888,83.9259,86.9048
"male","E07000053",2003,74.3627,78.3008,83.8347,86.9348
"male","E07000053",2004,75.3297,78.6009,84.5,86.9464
"male","E07000053",2005,74.8203,78.2264,84.28,86.7333
"male","E07000053",2006,74.8092,78.3502,83.9417,86.6047
"male","E07000053",2007,74.55,78.4775,84,86.3455
"male","E07000053",2008,74.7472,78.4654,84.0541,86.8085
"male","E07000053",2009,76.4,79.458,84.5113,86.9375
"male","E07000053",2010,75.6393,78.9914,84.5,87.2373
"male","E07000053",2011,74.5344,78.5167,84.3077,86.7308
"male","E07000053",2012,75.1821,78.9258,84.4454,86.8333
"male","E07000053",2013,74.8723,78.7193,84.4554,86.8571
"male","E07000061",2001,NA,NA,NA,NA
"male","E07000061",2002,76.4549,79.3167,83.9453,87.0189
"male","E07000061",2003,77.3619,79.4051,84.4739,87.2019
"male","E07000061",2004,75.9932,79.0027,84.3807,87.4024
"male","E07000061",2005,77.167,79.3571,84.2895,86.7568
"male","E07000061",2006,75.4955,78.9544,84.202,86.596
"male","E07000061",2007,77.2564,79.4496,84.4689,86.7103
"male","E07000061",2008,75.2212,78.9446,84.4413,86.967
"male","E07000061",2009,77.5541,80.5167,84.7284,87.189
"male","E07000061",2010,76.7002,79.5463,84.674,86.9492
"male","E07000061",2011,76.6313,79.6394,84.8316,86.9279
"male","E07000061",2012,76.4101,79.7447,84.206,86.7473
"male","E07000061",2013,76.671,79.1266,84.4739,86.9697
"male","E07000062",2001,NA,NA,NA,NA
"male","E07000062",2002,74.8789,78.6709,84.2148,86.9857
"male","E07000062",2003,74.9765,78.2906,83.8497,87.1639
"male","E07000062",2004,75.4413,79.7803,84.3149,87.1728
"male","E07000062",2005,75.848,78.8817,84.5655,87.0141
"male","E07000062",2006,74.0723,78.3854,84.5347,86.9437
"male","E07000062",2007,74.1789,78.2577,84.1364,86.7586
"male","E07000062",2008,74.5994,78.6835,84.0759,86.6818
"male","E07000062",2009,75.585,79.2491,85.0612,87.2667
"male","E07000062",2010,73.5462,78.4059,84.6935,87.3115
"male","E07000062",2011,74.1705,78.5673,84.1286,86.7656
"male","E07000062",2012,74.3973,78.1672,84.6115,87.0685
"male","E07000062",2013,74.6575,78.1706,84.5105,86.9189
"male","E07000063",2001,NA,NA,NA,NA
"male","E07000063",2002,76.7119,79.6464,84.4899,87.0928
"male","E07000063",2003,76.405,78.8701,84.2822,87.3068
"male","E07000063",2004,76.0664,79.0582,84.0524,87.1447
"male","E07000063",2005,76.4107,79.4481,84.2416,86.5904
"male","E07000063",2006,77.0831,79.6899,84.1139,86.7717
"male","E07000063",2007,77.0293,79.5518,83.9476,86.631
