"sex","la","year","e50","e65","e80","e85"
"female","E07000139",2005,77.8711,80.449,84.7442,86.8793
"female","E07000139",2006,76.9012,79.219,84.0952,86.5714
"female","E07000139",2007,78.5849,81.0455,84.8104,86.813
"female","E07000139",2008,78.459,80.7561,84.9143,87.0855
"female","E07000139",2009,78.1137,80.0948,84.7379,86.9292
"female","E07000139",2010,77.6247,80.3375,84.8168,87.2212
"female","E07000139",2011,78.131,80.4627,84.8835,87.0932
"female","E07000139",2012,77.3929,79.8131,84.6632,87.1111
"female","E07000139",2013,78.1957,80.6503,85.1144,87.0083
"female","E07000140",2001,NA,NA,NA,NA
"female","E07000140",2002,76.8313,79.1882,84.558,86.7653
"female","E07000140",2003,77.7191,79.716,84.7401,87.1368
"female","E07000140",2004,77.7314,79.5563,84.4595,87.1136
"female","E07000140",2005,77.6379,79.6308,84.2419,87.1481
"female","E07000140",2006,76.8237,79.7,84.5517,87.0137
"female","E07000140",2007,77.4438,80.4052,84.5217,86.8021
"female","E07000140",2008,77.5098,80.1508,84.5071,87.1275
"female","E07000140",2009,79.3561,81.2336,84.9626,87.0887
"female","E07000140",2010,77.9306,80.7467,85.1967,87.1339
"female","E07000140",2011,77.7165,80.0594,84.7169,86.9535
"female","E07000140",2012,78.2874,80.4983,85.0054,87.1415
"female","E07000140",2013,77.3971,79.8454,85.017,86.9143
"female","E07000141",2001,NA,NA,NA,NA
"female","E07000141",2002,77.5667,80.2324,84.7489,87.1176
"female","E07000141",2003,77.1055,80.1853,84.7807,86.9213
"female","E07000141",2004,77.2544,80.1658,84.3868,87.2162
"female","E07000141",2005,77.3485,79.4405,84.4358,87.14
"female","E07000141",2006,78.1303,80.6407,84.6932,86.9028
"female","E07000141",2007,78.3653,80.8318,84.7439,86.7987
"female","E07000141",2008,77.919,80.3205,84.9211,87.013
"female","E07000141",2009,77.8083,80.8186,84.9881,87.0201
"female","E07000141",2010,78.0091,80.4731,85.0167,87.1014
"female","E07000141",2011,77.9279,79.821,84.807,87.0556
"female","E07000141",2012,78.7225,80.5163,84.9206,87.1449
"female","E07000141",2013,77.3348,80.1834,84.9672,87.2279
"female","E07000142",2001,NA,NA,NA,NA
"female","E07000142",2002,76.8263,79.6517,84.6442,87.4302
"female","E07000142",2003,76.5537,79.9003,84.4943,87.3205
"female","E07000142",2004,77.9425,80.0461,84.4765,87.012
"female","E07000142",2005,77.2635,79.8516,84.736,86.8438
"female","E07000142",2006,77.4488,80.3958,84.7345,86.88
"female","E07000142",2007,76.9917,80.2763,84.8478,86.7664
"female","E07000142",2008,76.7866,79.6092,84.673,87.075
"female","E07000142",2009,77.7318,80.8942,85.3243,87.2
"female","E07000142",2010,76.7574,80.1712,85.0533,87.3625
"female","E07000142",2011,77.1631,79.8657,84.6607,86.8132
"female","E07000142",2012,77.9379,80.0978,84.5893,86.9655
"female","E07000142",2013,77.2595,79.6559,84.7296,86.8953
"female","E07000143",2001,NA,NA,NA,NA
"female","E07000143",2002,78.4238,80.5061,84.5592,87.0779
"female","E07000143",2003,78.3397,80.5169,84.6,87.1192
"female","E07000143",2004,78.3023,80.3878,84.5791,87.0987
"female","E07000143",2005,78.2106,80.7613,84.8755,86.732
"female","E07000143",2006,78.5137,80.6732,84.5521,86.9286
"female","E07000143",2007,79.0094,81.2443,84.7394,86.7722
"female","E07000143",2008,79.3002,81.2196,84.9541,86.9605
"female","E07000143",2009,78.6519,80.8865,85.4592,87.1737
"female","E07000143",2010,78.5778,80.9186,85.1727,87.2216
"female","E07000143",2011,78.5154,80.9239,85.1877,87.3533
"female","E07000143",2012,79.194,80.789,85.0764,87.1377
"female","E07000143",2013,78.177,80.674,85.1986,87.1136
"female","E07000144",2001,NA,NA,NA,NA
"female","E07000144",2002,78.7343,80.8313,84.761,86.9669
"female","E07000144",2003,78.4802,80.8695,84.2076,87.0226
"female","E07000144",2004,78.7952,80.8393,84.6259,87.2481
"female","E07000144",2005,78.3497,81.2084,85.0071,86.9632
"female","E07000144",2006,79.3468,81.3869,84.9685,86.9329
"female","E07000144",2007,78.926,80.7721,84.6965,86.8824
"female","E07000144",2008,79.0343,81.0898,84.7314,86.75
"female","E07000144",2009,79.2937,81.6245,85.4185,87.1942
"female","E07000144",2010,78.687,81.7569,85.1352,87.354
"female","E07000144",2011,79.3131,80.7294,84.8179,86.9938
"female","E07000144",2012,78.5503,80.791,85.0356,87.2361
"female","E07000144",2013,78.6333,81.0585,85.0106,86.9222
"female","E07000145",2001,NA,NA,NA,NA
"female","E07000145",2002,77.8584,80.301,84.5854,87.121
"female","E07000145",2003,77.8444,80.5195,84.7316,87.2
"female","E07000145",2004,77.7667,80.237,84.7709,87.25
"female","E07000145",2005,78.5455,80.2456,84.6778,86.7328
"female","E07000145",2006,78.3031,80.7185,84.6807,86.811
"female","E07000145",2007,77.3227,80.342,84.4907,86.8056
"female","E07000145",2008,78.1489,80.576,85.0596,87.0667
"female","E07000145",2009,78.0437,80.4573,84.7556,87.0079
"female","E07000145",2010,77.662,80.5296,84.8017,87.0308
"female","E07000145",2011,77.6154,80.0417,84.6649,87.2553
"female","E07000145",2012,77.6553,80.3939,85.0505,87.0615
"female","E07000145",2013,77.0369,79.5052,84.5785,87.4135
"female","E07000146",2001,NA,NA,NA,NA
"female","E07000146",2002,77.5301,79.9725,84.6405,87.2112
"female","E07000146",2003,77.9325,80.1224,84.8,87.1186
"female","E07000146",2004,77.8121,80.094,84.4508,87.04
"female","E07000146",2005,77.8007,80.2718,84.7643,87.0316
"female","E07000146",2006,77.799,80.4344,84.694,86.807
"female","E07000146",2007,78.6694,80.5847,84.6794,86.7459
"female","E07000146",2008,78.017,80.6969,84.71,86.7688
"female","E07000146",2009,78.0288,80.8674,84.9969,87.0695
"female","E07000146",2010,78.2268,81.0496,84.8464,87.1221
"female","E07000146",2011,78.0516,80.5175,85.0828,87.0881
"female","E07000146",2012,78.062,80.2464,84.8433,87.1605
"female","E07000146",2013,78.3226,80.1565,84.7319,87.1198
"female","E07000147",2001,NA,NA,NA,NA
"female","E07000147",2002,79.2757,81.1488,84.6844,87.0402
"female","E07000147",2003,79.4927,81.2421,84.6087,87.1765
"female","E07000147",2004,78.9623,80.6667,84.8804,87.1962
"female","E07000147",2005,78.2455,80.4758,84.3175,86.7069
"female","E07000147",2006,78.0065,80.4593,84.64,86.7538
"female","E07000147",2007,79.1826,80.7338,84.6477,86.7692
"female","E07000147",2008,78.9903,80.8228,84.7967,87.0615
"female","E07000147",2009,79.576,81.358,85.1365,87.1813
"female","E07000147",2010,78.8939,81.3016,85.08,87.1096
"female","E07000147",2011,78.4589,80.218,84.6842,86.9916
"female","E07000147",2012,78.479,80.7759,84.9453,87.1702
"female","E07000147",2013,79.4358,81.0624,85.2279,87.2289
"female","E07000148",2001,NA,NA,NA,NA
"female","E07000148",2002,78.311,80.4938,84.4208,87.1092
"female","E07000148",2003,78.222,80.4433,84.4421,87.3486
"female","E07000148",2004,77.3365,80.125,84.6066,87.0481
"female","E07000148",2005,78.4141,81.0053,84.5697,86.9444
"female","E07000148",2006,78.8897,80.966,84.9321,87.0156
"female","E07000148",2007,78.4826,80.6796,84.6696,86.75
"female","E07000148",2008,78.7624,81.1409,84.9212,87.0985
"female","E07000148",2009,78.2035,81.0398,85.0913,86.9653
"female","E07000148",2010,79.0028,81.3375,85.0274,87.0484
"female","E07000148",2011,77.7697,80.6258,84.9585,87.2617
"female","E07000148",2012,77.3631,79.9869,84.8232,86.7619
"female","E07000148",2013,77.8405,81.0569,85.0989,87.2212
"female","E07000149",2001,NA,NA,NA,NA
"female","E07000149",2002,77.9975,80.5677,84.5915,87.1273
"female","E07000149",2003,77.3885,79.5984,84.2617,87.0632
"female","E07000149",2004,78.1256,80.9682,84.6667,87.1575
"female","E07000149",2005,77.6059,80.0182,84.6061,86.6667
"female","E07000149",2006,77.471,80.3402,84.7974,86.7385
"female","E07000149",2007,78.1961,80.4169,84.8565,86.6977
"female","E07000149",2008,77.7546,80.7772,84.8133,86.7292
"female","E07000149",2009,78.6866,80.6063,85.1717,87.2357
"female","E07000149",2010,77.8517,80.7143,84.9571,86.9692
"female","E07000149",2011,78.7425,81.0392,85.1048,86.9214
"female","E07000149",2012,79.4898,81.082,85.2343,87.0537
"female","E07000149",2013,78.5013,80.6657,85.1831,87.168
"female","E07000150",2001,NA,NA,NA,NA
"female","E07000150",2002,75.7717,78.5535,84.3506,87.2
"female","E07000150",2003,75.0619,77.5179,84.1,86.7
"female","E07000150",2004,75.7282,77.9653,83.4699,86.8214
"female","E07000150",2005,75.2114,77.8344,84.4844,87.2069
"female","E07000150",2006,75.8097,79.1551,84.4421,86.551
"female","E07000150",2007,75.8413,79.4268,84.6092,86.7347
"female","E07000150",2008,76.7637,79.35,84.5222,86.8043
"female","E07000150",2009,76.9899,80.0349,84.89,87.1053
"female","E07000150",2010,76.554,79.1667,84.2474,86.7083
"female","E07000150",2011,76.518,78.7727,84.6733,86.9623
"female","E07000150",2012,74.7886,77.7133,84.2941,87.2333
"female","E07000150",2013,74.6635,78.4451,84.7619,87.0465
"female","E07000151",2001,NA,NA,NA,NA
"female","E07000151",2002,76.3349,79.4637,84.61,87.102
"female","E07000151",2003,76.9145,79.7122,84.4248,86.9444
"female","E07000151",2004,77.2028,79.8677,84.3391,87.098
"female","E07000151",2005,77.0625,80.4802,84.6466,86.9153
"female","E07000151",2006,77.4868,79.8374,84.5085,86.8644
"female","E07000151",2007,77.2318,80.736,84.7016,86.9688
"female","E07000151",2008,76.3538,79.4,84.8333,87.0556
"female","E07000151",2009,78.1935,80.6963,84.744,87.5556
"female","E07000151",2010,77.0441,80.1149,84.9038,86.8525
"female","E07000151",2011,77.4045,80.5585,85.2328,87.1286
"female","E07000151",2012,77.9213,80.6243,85.547,87.1667
"female","E07000151",2013,77.468,80.4419,84.6014,87.0588
"female","E07000152",2001,NA,NA,NA,NA
"female","E07000152",2002,78.2803,80.1754,84.1744,87.1053
"female","E07000152",2003,77.3574,80.2605,84.4923,87.2131
"female","E07000152",2004,78.2055,80.8494,84.5928,87.125
"female","E07000152",2005,78.2138,80.7093,84.2738,86.5366
"female","E07000152",2006,78.0062,80.6784,84.92,87.0208
"female","E07000152",2007,76.4036,79.8312,84.9508,86.6316
"female","E07000152",2008,78.06,80.545,84.7744,86.9863
"female","E07000152",2009,78.3971,80.9878,84.9937,87.2273
"female","E07000152",2010,76.6029,80.1467,84.9926,87.1918
"female","E07000152",2011,78.1472,81.0173,84.9416,86.989
"female","E07000152",2012,78.4867,80.3264,85.6765,87.0313
"female","E07000152",2013,78.2471,80.3162,84.8472,86.8395
"female","E07000153",2001,NA,NA,NA,NA
"female","E07000153",2002,78.0548,80.3612,84.5153,87
"female","E07000153",2003,78.2143,80.0922,84.6687,87.2353
"female","E07000153",2004,78.6615,80.9138,84.6073,87.3152
"female","E07000153",2005,77.7201,80.5216,84.4124,86.8539
"female","E07000153",2006,77.6444,80.5568,84.5723,86.9888
"female","E07000153",2007,77.5669,80.3052,85.0467,86.8913
"female","E07000153",2008,77.9722,80.9007,85.0707,86.8673
"female","E07000153",2009,78.2032,80.9963,84.6776,87.1648
"female","E07000153",2010,77.1642,80.2641,84.6,86.8395
"female","E07000153",2011,77.7372,80.5607,84.9605,87.0222
"female","E07000153",2012,77.9049,80.3004,85.1104,87.2778
"female","E07000153",2013,78.9782,81.1847,85.2699,87.06
"female","E07000154",2001,NA,NA,NA,NA
"female","E07000154",2002,77.3726,80.1061,84.3719,87.1111
"female","E07000154",2003,77.8438,80.2869,84.6676,86.9385
"female","E07000154",2004,77.8353,80.2644,84.3735,87.0966
"female","E07000154",2005,76.8367,79.7874,84.3594,86.8224
"female","E07000154",2006,76.6645,80.3142,84.6097,86.7329
"female","E07000154",2007,77.2759,80.1825,84.6435,86.6919
"female","E07000154",2008,77.0826,80.312,84.8567,86.8563
"female","E07000154",2009,77.7815,80.8545,85.0429,86.9621
"female","E07000154",2010,77.9878,80.6088,85.0162,87.0272
"female","E07000154",2011,76.885,79.9691,84.871,87.2679
"female","E07000154",2012,77.22,80.6752,84.8654,86.9556
"female","E07000154",2013,77.4975,80.3774,84.9969,87.0806
"female","E07000155",2001,NA,NA,NA,NA
"female","E07000155",2002,78.6802,80.8348,85,86.8667
"female","E07000155",2003,77.3462,80.4158,84.7025,87.0615
"female","E07000155",2004,77.2056,80.3099,85.157,87.254
"female","E07000155",2005,77.3839,80.8245,85.1197,87.2273
"female","E07000155",2006,77.0356,80.1789,84.3309,87.1148
"female","E07000155",2007,77.6623,80.29,84.6612,86.6176
"female","E07000155",2008,76.8858,80.1444,84.7411,87.1167
"female","E07000155",2009,77.7534,80.6373,84.813,87.1143
"female","E07000155",2010,76.8489,80.2737,84.8205,87.2623
"female","E07000155",2011,77.8037,80.6811,85.2212,87.1471
"female","E07000155",2012,77.2091,79.6477,85.4563,87.2031
"female","E07000155",2013,77.4171,79.8556,84.8707,87.3333
"female","E07000156",2001,NA,NA,NA,NA
"female","E07000156",2002,77.4647,80.066,84.1364,86.8772
"female","E07000156",2003,77.4784,80.1956,84.8881,87.2933
"female","E07000156",2004,77.0916,80.5472,84.4667,87.0484
"female","E07000156",2005,78.0311,80.1478,84.569,86.9322
"female","E07000156",2006,75.9792,79.445,84.5413,86.5
"female","E07000156",2007,77.1116,79.5266,84.5546,86.7302
"female","E07000156",2008,76.9103,80.4011,85.3982,86.9583
"female","E07000156",2009,77.4921,80.2682,85.0916,87.1688
"female","E07000156",2010,77.3202,80.8324,84.5652,87.1186
"female","E07000156",2011,78.3927,79.8966,85,87.1791
"female","E07000156",2012,76.8026,79.6667,84.2895,87.3265
"female","E07000156",2013,76.6019,79.6452,84.717,86.9107
"female","E07000163",2001,NA,NA,NA,NA
"female","E07000163",2002,78.4504,80.7248,84.8984,87.1111
"female","E07000163",2003,78.3056,80.5641,84.6102,87.0185
"female","E07000163",2004,79.8636,81.2415,84.5827,87.1449
"female","E07000163",2005,78.7136,80.6738,85.2072,87.4194
"female","E07000163",2006,78.3182,80.6531,84.7295,87.0923
"female","E07000163",2007,78.6792,80.9686,84.8293,87.0725
"female","E07000163",2008,79.2188,80.8599,84.7794,87.0135
"female","E07000163",2009,78.7404,81.4396,85.1575,87.2619
"female","E07000163",2010,80.2906,81.9769,85.3333,87.0097
"female","E07000163",2011,78.3318,81.0968,84.8571,86.8784
"female","E07000163",2012,79.3802,81.6763,85.2623,86.8831
"female","E07000163",2013,78.6833,80.9398,85.1159,87.0741
"female","E07000164",2001,NA,NA,NA,NA
"female","E07000164",2002,77.2784,80.2345,84.897,87.2717
"female","E07000164",2003,78.6409,80.4635,84.5088,87.3086
"female","E07000164",2004,78.1331,80.2619,85,87.3158
"female","E07000164",2005,77.6533,80.2875,84.4056,86.7042
"female","E07000164",2006,78.3233,80.208,84.7151,86.9775
"female","E07000164",2007,77.7662,80.0069,85.0719,86.7778
"female","E07000164",2008,78.2786,80.621,84.5987,86.8953
"female","E07000164",2009,77.3292,80.1625,85.0778,86.9608
"female","E07000164",2010,77.6766,79.5984,84.7214,86.8701
"female","E07000164",2011,77.3682,79.4335,85.1901,86.9114
"female","E07000164",2012,78.7833,80.8856,85.2428,87.0571
"female","E07000164",2013,78.6246,80.4875,85.3614,87.2451
"female","E07000165",2001,NA,NA,NA,NA
"female","E07000165",2002,78.9966,81.0645,84.7521,87.1183
"female","E07000165",2003,79.2733,80.8139,85.0315,87.3711
"female","E07000165",2004,78.8689,81.0036,84.8283,87.1071
"female","E07000165",2005,78.1448,80.4136,84.7257,87.1469
"female","E07000165",2006,77.7459,80.6442,84.6635,86.7545
"female","E07000165",2007,77.8406,80.266,84.9256,87.0231
"female","E07000165",2008,78.2162,80.8944,84.9653,87.0765
"female","E07000165",2009,78.5009,80.8068,84.8805,87.044
"female","E07000165",2010,78.2214,80.9383,84.9674,86.9659
"female","E07000165",2011,78.1953,81.2824,84.7372,87.0914
"female","E07000165",2012,78.0975,80.7933,85.0069,87.103
"female","E07000165",2013,78.9938,81.4791,85.0746,86.95
"female","E07000166",2001,NA,NA,NA,NA
"female","E07000166",2002,77.6312,80.4964,85.1412,87.1273
"female","E07000166",2003,78.9933,80.9343,84.663,87
"female","E07000166",2004,77.9755,80.3103,84.2619,86.8919
"female","E07000166",2005,77.5741,79.9655,85.0128,87.1136
"female","E07000166",2006,76.4,79.8,84.9221,87.1163
"female","E07000166",2007,77.9259,80.3542,85.0805,86.7636
"female","E07000166",2008,76.7423,80.1377,84.4699,87.15
"female","E07000166",2009,76.8679,81.0615,85.0595,87.4286
"female","E07000166",2010,76.7055,80.1048,85.2899,87.093
"female","E07000166",2011,78.4629,81.1895,85.0816,87.1864
"female","E07000166",2012,78.3567,81.036,85.0769,86.9184
"female","E07000166",2013,77.9156,80.7852,85.2738,87.4583
"female","E07000167",2001,NA,NA,NA,NA
"female","E07000167",2002,78.6143,80.3026,84.614,86.9032
"female","E07000167",2003,78.4335,80.6868,84.945,87.4074
"female","E07000167",2004,77.9515,79.5837,84.7207,87.6154
"female","E07000167",2005,77.4691,80.5808,84.7925,86.8621
"female","E07000167",2006,77.8259,79.989,84.2661,86.875
"female","E07000167",2007,76.6173,79.9641,84.8081,86.8909
"female","E07000167",2008,77.9175,80.5746,84.9143,87.0667
"female","E07000167",2009,77.8412,80.9931,84.9158,86.8036
"female","E07000167",2010,78.3349,80.5914,84.424,86.9667
"female","E07000167",2011,78.443,80.4223,84.5984,86.9844
"female","E07000167",2012,78.0974,80.3678,85.1881,86.8308
"female","E07000167",2013,77.4609,80.3234,84.808,87.1077
"female","E07000168",2001,NA,NA,NA,NA
"female","E07000168",2002,78.1755,80.1365,84.7069,87.3553
"female","E07000168",2003,77.4603,79.9044,84.2,86.984
"female","E07000168",2004,77.9485,80.057,84.8034,87.0065
"female","E07000168",2005,78.1799,80.462,84.7276,86.7651
"female","E07000168",2006,77.16,80.0943,84.4164,86.7328
"female","E07000168",2007,77.4871,80.6125,84.496,86.8934
"female","E07000168",2008,78.0359,81.1551,84.7862,87.22
"female","E07000168",2009,78.2255,80.6859,85.1744,87.2387
"female","E07000168",2010,78.1594,80.75,84.9964,87.1635
"female","E07000168",2011,78.0968,80.6839,85.155,87.1317
"female","E07000168",2012,78.5196,80.843,85.0912,87.1392
"female","E07000168",2013,78.2196,80.8208,85.2953,87.0932
"female","E07000169",2001,NA,NA,NA,NA
"female","E07000169",2002,77.1103,80.1811,84.4375,87.1029
"female","E07000169",2003,77.5865,80.2747,84.1438,87.125
"female","E07000169",2004,78.1392,80.2465,84.1197,86.9839
"female","E07000169",2005,76.8462,80.6068,84.2047,87.0351
"female","E07000169",2006,77.7718,80.5905,84.3407,86.803
"female","E07000169",2007,77.325,80.5083,84.651,86.8158
"female","E07000169",2008,78.2963,80.893,84.8162,86.96
"female","E07000169",2009,78.1916,80.7668,85.019,87.1758
"female","E07000169",2010,79.0324,81.4054,85.2349,87.2258
"female","E07000169",2011,77.1107,80.3382,85.0806,87.3768
"female","E07000169",2012,77.8538,80.9554,84.7687,86.9518
"female","E07000169",2013,77.6729,80.5794,85.4255,87.2584
"female","E07000170",2001,NA,NA,NA,NA
"female","E07000170",2002,77.2934,79.8056,84.6287,87.1667
"female","E07000170",2003,77.6373,80.2009,84.5175,86.9922
"female","E07000170",2004,77.9683,80.3942,84.4601,87.0301
"female","E07000170",2005,77.0746,80.2853,84.4244,86.8376
"female","E07000170",2006,77.369,80.112,84.4204,86.8304
"female","E07000170",2007,77.724,80.5607,84.5904,86.9225
"female","E07000170",2008,77.7602,80.0843,84.7177,86.8333
"female","E07000170",2009,78.0319,80.8172,84.9673,87.1825
"female","E07000170",2010,77.6993,80.2758,84.7155,87.129
"female","E07000170",2011,76.2925,80.2036,84.9741,87.1215
"female","E07000170",2012,78.1788,80.606,84.8425,87.0612
"female","E07000170",2013,77.1606,79.533,84.91,87.0672
"female","E07000171",2001,NA,NA,NA,NA
"female","E07000171",2002,77.9252,80.3482,84.6325,86.938
"female","E07000171",2003,77.0343,79.8428,84.5982,87
"female","E07000171",2004,76.7096,79.0221,84.1727,87.2921
"female","E07000171",2005,76.8307,79.2157,84.5,86.8624
"female","E07000171",2006,77.3797,79.6312,84.3755,86.7
"female","E07000171",2007,78.0636,80.3333,84.5144,86.84
"female","E07000171",2008,78.154,80.1305,84.5478,86.725
"female","E07000171",2009,77.6937,80.1787,84.6833,87.04
"female","E07000171",2010,76.9483,80.2254,84.7277,87.0566
"female","E07000171",2011,77.217,80.2358,84.5375,87.0574
"female","E07000171",2012,77.1711,79.8419,84.8021,87.04
"female","E07000171",2013,78.2282,80.2761,85.0225,87.256
"female","E07000172",2001,NA,NA,NA,NA
"female","E07000172",2002,78.1659,80.6459,84.8112,87.2424
"female","E07000172",2003,78.363,80.5851,84.2845,86.9397
"female","E07000172",2004,78.1786,80.375,84.7929,87.18
"female","E07000172",2005,78.0648,80.1748,84.5278,86.6847
"female","E07000172",2006,77.378,79.7951,84.6895,86.6748
"female","E07000172",2007,77.888,80.0823,84.4322,86.8247
"female","E07000172",2008,77.1933,80.3223,84.9851,86.9732
"female","E07000172",2009,78.372,80.1326,84.8966,87.0259
"female","E07000172",2010,78.7366,80.6884,84.8685,87.0328
"female","E07000172",2011,78.3699,81.0516,84.7328,87
"female","E07000172",2012,77.5055,79.7368,84.7906,86.9615
"female","E07000172",2013,78.4114,80.6909,84.8598,86.872
"female","E07000173",2001,NA,NA,NA,NA
"female","E07000173",2002,78.0435,80.2857,84.7425,87.0763
"female","E07000173",2003,77.7797,79.9529,84.6582,87.3475
"female","E07000173",2004,78.8009,80.9173,84.879,86.9786
"female","E07000173",2005,77.824,80.0877,84.971,87.0085
"female","E07000173",2006,78.3953,80.7586,84.7727,86.9237
"female","E07000173",2007,78.1027,80.6103,84.6189,86.625
"female","E07000173",2008,77.7835,80.7409,84.6652,86.9915
"female","E07000173",2009,79.0488,81.0694,84.938,86.974
"female","E07000173",2010,78.0051,81.2202,85.0441,87.1111
"female","E07000173",2011,78.0316,80.6388,84.8241,87.0342
"female","E07000173",2012,77.3779,79.5379,84.8864,87.0678
"female","E07000173",2013,77.4011,80.3049,84.7323,86.885
"female","E07000174",2001,NA,NA,NA,NA
"female","E07000174",2002,76.6537,79.1917,84.6611,87.2
"female","E07000174",2003,76.5764,79.6608,84.3388,86.7826
"female","E07000174",2004,77.2267,80.0202,84.6341,86.8857
"female","E07000174",2005,77.0607,79.8121,84.1701,86.7093
"female","E07000174",2006,76.5312,79.1838,84.5029,86.7816
"female","E07000174",2007,77.2507,79.8448,84.847,86.9703
"female","E07000174",2008,77.2657,80.2378,85.0748,87.2016
"female","E07000174",2009,77.3784,79.9723,85.1087,87.3558
"female","E07000174",2010,77.3835,79.7261,84.954,87.1053
"female","E07000174",2011,77.3619,80.1003,84.8763,86.8532
"female","E07000174",2012,77.0678,80.2184,84.6769,87.1048
"female","E07000174",2013,77.6634,80.0907,84.6532,86.75
"female","E07000175",2001,NA,NA,NA,NA
"female","E07000175",2002,76.7951,79.648,84.8444,87.1154
"female","E07000175",2003,77.1175,80.3292,84.2408,86.9292
"female","E07000175",2004,77.375,79.5282,84.4428,87.1064
"female","E07000175",2005,77.1167,79.9497,84.7558,86.8522
"female","E07000175",2006,77.4703,79.7628,84.4136,87.0196
"female","E07000175",2007,77.4342,80.063,84.6844,86.8319
"female","E07000175",2008,77.941,80.8156,84.6548,87.0451
"female","E07000175",2009,78.1872,80.5026,85,87.0719
"female","E07000175",2010,78.2228,80.1603,85.0138,87.0794
"female","E07000175",2011,77.8235,80.44,84.6552,87.0656
"female","E07000175",2012,76.8911,80.4123,84.8303,87.0609
"female","E07000175",2013,77.5162,80.0932,84.6587,86.6903
"female","E07000176",2001,NA,NA,NA,NA
"female","E07000176",2002,77.8958,80.1953,84.4545,86.9722
"female","E07000176",2003,78.2487,81.1793,84.6636,87.0614
"female","E07000176",2004,78.4194,80.6943,84.5,87.0734
"female","E07000176",2005,78.6376,80.4053,84.5467,87.0374
"female","E07000176",2006,78.7193,80.6763,84.6414,86.9619
"female","E07000176",2007,78.0876,80.9288,84.855,87.1765
"female","E07000176",2008,79.2994,81.3388,84.8517,87.0614
"female","E07000176",2009,78.7161,81.1837,85.35,87.306
"female","E07000176",2010,78.739,80.9642,84.8776,86.9652
"female","E07000176",2011,77.9673,81.0484,84.9588,87.0354
"female","E07000176",2012,78.4367,80.8729,84.8408,87.0901
"female","E07000176",2013,79.4538,81.0972,84.8302,87.1441
"female","E07000177",2001,NA,NA,NA,NA
"female","E07000177",2002,77.8995,80.0736,84.7808,87.339
"female","E07000177",2003,77.7909,80.2153,84.2143,87.1553
"female","E07000177",2004,77.4794,80.0522,84.5117,87.23
"female","E07000177",2005,77.3188,80.6096,84.6465,86.8716
"female","E07000177",2006,76.9612,79.8903,84.933,86.7196
"female","E07000177",2007,77.4577,80.5556,84.65,86.8286
"female","E07000177",2008,78.0133,80.6353,85.0531,86.9512
"female","E07000177",2009,78.9216,81.0595,85.2457,87.1418
"female","E07000177",2010,77.6783,81.1101,84.9202,87.1405
"female","E07000177",2011,76.9811,79.9156,84.6878,87.0792
"female","E07000177",2012,77.6723,80.6482,84.6842,87.1224
"female","E07000177",2013,77.9811,80.5952,84.9658,86.8768
"female","E07000178",2001,NA,NA,NA,NA
"female","E07000178",2002,77.6841,80.3234,84.7548,87.1622
"female","E07000178",2003,78.3211,80.4174,84.867,87.2124
"female","E07000178",2004,77.6595,80.4908,84.9167,87.0917
"female","E07000178",2005,77.6011,80.3491,84.5026,87.0532
"female","E07000178",2006,77.5452,80.2947,84.9316,86.955
"female","E07000178",2007,78.1743,80.8997,84.7234,86.7315
"female","E07000178",2008,78.701,80.9107,84.7348,86.8081
"female","E07000178",2009,79.0346,81.4109,85.3713,87.2736
"female","E07000178",2010,76.7957,80.4725,85.1779,87.3333
"female","E07000178",2011,76.6395,80.1165,85.2958,87.1818
"female","E07000178",2012,77.5033,80.6938,85.2346,87.3299
"female","E07000178",2013,77.4116,80.2583,84.5491,87.0732
"female","E07000179",2001,NA,NA,NA,NA
"female","E07000179",2002,78.1913,81.0525,84.8991,87.1
"female","E07000179",2003,79.0096,80.6571,84.7427,87.062
"female","E07000179",2004,78.2931,80.882,84.7661,87.063
"female","E07000179",2005,78.0593,80.5569,84.3163,86.8037
"female","E07000179",2006,77.8277,80.3304,84.9565,86.9658
"female","E07000179",2007,78.3021,80.6209,84.7773,86.6949
"female","E07000179",2008,78.715,81.1364,85.2252,86.9577
"female","E07000179",2009,78.4,80.8473,85.3607,87.1985
"female","E07000179",2010,78.7092,80.8769,85.2754,87.3307
"female","E07000179",2011,79.0376,81.2468,84.8365,87.2857
"female","E07000179",2012,78.1593,80.5029,85.1127,87.16
"female","E07000179",2013,78.1425,80.728,85.1489,87
"female","E07000180",2001,NA,NA,NA,NA
"female","E07000180",2002,77.5809,79.9513,84.3421,86.9674
"female","E07000180",2003,77.0081,80.1164,84.5907,87.2043
"female","E07000180",2004,78.2062,80.8344,84.3175,86.9579
"female","E07000180",2005,78.2819,80.2597,84.5873,86.9697
"female","E07000180",2006,78.3713,80.5479,84.5905,86.746
"female","E07000180",2007,79.2448,81.0518,84.4951,86.7736
"female","E07000180",2008,78.6686,80.8471,84.6212,86.8713
"female","E07000180",2009,79.2104,81.0495,85.4637,87.4953
"female","E07000180",2010,77.8923,80.9857,84.8883,87.2371
"female","E07000180",2011,78.3654,80.4874,85.1582,87.1271
"female","E07000180",2012,77.8672,80.5064,85.2097,87.0957
"female","E07000180",2013,78.4777,80.1239,85.0821,87.2281
"female","E07000181",2001,NA,NA,NA,NA
"female","E07000181",2002,77.5194,80.2517,84.8122,87.099
"female","E07000181",2003,77.9448,80.75,84.9787,87.0991
