"ons_code","year","region","class","adults_65_pc","adults_us6_learning_pc","adults_u65_mental_pc","adults_u65_other_pc","adults_u65_physical_pc","adults_u65_social_care_pc"
"E08000007",2009,"NW","MD",1370.85,194.562,38.7586,3.33387,52.5919,5.38839
"E08000007",2010,"NW","MD",1337.56,173.043,39.9781,2.57425,51.2258,7.95734
"E08000007",2011,"NW","MD",1249.22,153.854,37.3238,2.87527,49.4693,4.69283
"E08000007",2012,"NW","MD",1174.09,165.012,37.7241,4.2371,46.4755,3.83328
"E08000007",2013,"NW","MD",1193.7,171.636,38.3456,2.68013,47.2396,2.2026
"E08000008",2009,"NW","MD",1638.59,190.151,50.8767,6.72183,56.0099,6.53821
"E08000008",2010,"NW","MD",1491.23,183.57,48.4834,9.22864,68.7678,12.6107
"E08000008",2011,"NW","MD",1510.72,210.293,51.1835,22.7245,55.7299,7.79061
"E08000008",2012,"NW","MD",1265.86,145.042,42.1865,4.89032,53.9972,23.7648
"E08000008",2013,"NW","MD",1072.37,145.957,48.0372,8.00995,53.2797,25.7623
"E08000009",2009,"NW","MD",1168.19,166.705,39.6145,12.3825,59.145,3.54238
"E08000009",2010,"NW","MD",1131.91,168.952,34.9815,10.4837,56.3787,3.26944
"E08000009",2011,"NW","MD",1064.31,161.006,30.0751,7.38186,56.0091,2.72319
"E08000009",2012,"NW","MD",992.301,166.015,31.5597,4.95822,49.4936,4.43358
"E08000009",2013,"NW","MD",925.659,173.871,29.9225,9.5198,45.4195,0.50296
"E08000010",2009,"NW","MD",1105.32,207.814,44.7845,36.6754,93.8629,3.99124
"E08000010",2010,"NW","MD",1009.05,210.54,47.7463,36.0511,76.0024,5.3111
"E08000010",2011,"NW","MD",947.957,196.376,43.0895,37.2034,58.9505,2.63824
"E08000010",2012,"NW","MD",907.826,196.685,39.0899,39.2359,51.7098,1.36051
"E08000010",2013,"NW","MD",925.708,173.93,37.596,7.58644,52.2207,2.09441
"E08000011",2009,"NW","MD",1672.49,286.04,98.8356,8.2872,96.2728,5.93996
"E08000011",2010,"NW","MD",1787.74,279.724,93.0183,8.1523,84.0449,5.93534
"E08000011",2011,"NW","MD",1579.41,287.976,75.3416,5.02585,80.8643,4.95653
"E08000011",2012,"NW","MD",1774.07,260.924,53.4008,8.23658,66.0181,28.771
"E08000011",2013,"NW","MD",1556.51,255.458,50.1798,4.34433,56.8374,3.24978
"E08000012",2009,"NW","MD",1494.42,159.642,101.876,54.0271,62.3404,70.231
"E08000012",2010,"NW","MD",1453.95,176.449,81.7293,37.7932,54.6242,79.034
"E08000012",2011,"NW","MD",1315.08,220.708,96.6972,19.6025,66.8232,2.57373
"E08000012",2012,"NW","MD",1200.46,190.919,98.121,23.1202,64.1952,1.8233
"E08000012",2013,"NW","MD",1099.93,163.941,96.5575,23.9035,63.5605,0.98561
"E08000013",2009,"NW","MD",1346.46,194.561,42.7007,4.74564,82.4052,1.90027
"E08000013",2010,"NW","MD",1362.69,205.322,40.2429,8.81698,82.1703,1.63533
"E08000013",2011,"NW","MD",1203.04,204.143,36.9494,25.9906,78.3307,2.57967
"E08000013",2012,"NW","MD",1213.81,211.068,33.6971,12.4395,68.9215,3.77508
"E08000013",2013,"NW","MD",1145.45,212.663,35.7541,10.9315,68.3004,4.13392
"E08000014",2009,"NW","MD",1232.32,164.93,55.3866,6.54696,70.2751,1.0967
"E08000014",2010,"NW","MD",1189.96,176.572,54.7815,6.93156,70.156,0.990223
"E08000014",2011,"NW","MD",1190.72,175.642,49.8958,5.48841,64.6619,1.01946
"E08000014",2012,"NW","MD",1060.4,174.191,56.0241,4.8567,61.1294,0.917801
"E08000014",2013,"NW","MD",1045.81,178.377,51.079,6.28176,63.376,1.07234
"E08000015",2009,"NW","MD",1141.93,205.638,53.0377,4.83458,60.5264,1.57538
"E08000015",2010,"NW","MD",1128.66,222.181,55.9303,4.88744,63.4533,1.53462
"E08000015",2011,"NW","MD",960.359,211.962,39.1904,27.3165,52.3029,1.64794
"E08000015",2012,"NW","MD",956.081,204.396,58.6286,5.13697,57.3727,1.45069
"E08000015",2013,"NW","MD",908.205,218.534,58.7757,2.83315,45.8948,1.57517
"E08000016",2009,"YH","MD",1348.63,143.416,50.9058,75.3834,39.5007,10.0052
"E08000016",2010,"YH","MD",1291.05,137.687,57.5558,90.5419,37.1532,17.1017
"E08000016",2011,"YH","MD",1129.78,152.011,54.0962,85.4699,34.8751,5.95233
"E08000016",2012,"YH","MD",955.239,158.777,49.638,90.3606,35.2599,4.51516
"E08000016",2013,"YH","MD",996.751,172.934,52.7423,88.929,40.9622,3.16722
"E08000017",2009,"YH","MD",1369.66,174.916,21.517,4.03297,46.6396,10.4834
"E08000017",2010,"YH","MD",1422.42,175.747,20.0718,3.14068,46.9046,7.78889
"E08000017",2011,"YH","MD",1306.2,174.496,23.2083,2.26422,43.491,4.20898
"E08000017",2012,"YH","MD",1202.5,174.435,21.0339,2.80452,48.1369,7.2441
"E08000017",2013,"YH","MD",1188.4,174.265,20.525,3.28729,58.7926,6.04225
"E08000018",2009,"YH","MD",1418.11,222.979,49.1085,2.48169,71.3124,4.4311
"E08000018",2010,"YH","MD",1378.01,196.4,49.3134,2.18794,72.7779,1.47669
"E08000018",2011,"YH","MD",1273.01,196.068,50.2911,1.75643,75.2137,5.47553
"E08000018",2012,"YH","MD",1204.11,209.922,46.6734,3.27221,63.7719,3.74625
"E08000018",2013,"YH","MD",1208.91,219.292,43.7603,1.66675,69.8531,1.22228
"E08000019",2009,"YH","MD",1339.1,136.517,39.6029,14.7105,44.0237,10.2897
"E08000019",2010,"YH","MD",1285.1,153.069,39.9226,6.6334,41.0495,7.37859
"E08000019",2011,"YH","MD",1243.62,206.798,37.2224,3.76184,38.0823,4.92023
"E08000019",2012,"YH","MD",1121.88,200.449,37.5888,7.00172,53.2084,4.21373
"E08000019",2013,"YH","MD",1206.47,212.857,41.5429,5.00575,18.1249,5.14235
"E08000021",2009,"NE","MD",1736.74,209.452,54.5227,24.4744,71.1423,75.2912
"E08000021",2010,"NE","MD",1732.42,232.958,50.3334,19.6879,67.6388,50.5752
"E08000021",2011,"NE","MD",1896.51,246.335,51.9579,24.1531,76.2284,7.393
"E08000021",2012,"NE","MD",1772.17,235.535,48.8215,24.0427,72.5315,3.10826
"E08000021",2013,"NE","MD",1843.62,231.553,50.4355,6.92606,74.4352,2.69612
"E08000022",2009,"NE","MD",1695.58,242.174,45.1509,24.2061,65.5203,2.45897
"E08000022",2010,"NE","MD",1531.14,267.985,45.5511,15.7778,58.6469,1.75686
"E08000022",2011,"NE","MD",1466.81,280.136,44.4315,29.5711,81.3331,0.241024
"E08000022",2012,"NE","MD",1328.52,265.997,41.7581,13.6994,58.0803,2.66401
"E08000022",2013,"NE","MD",1166.78,241.873,38.3173,10.5638,43.8647,2.97388
"E08000023",2009,"NE","MD",1904.95,251.976,61.8454,16.5181,80.6014,22.6636
"E08000023",2010,"NE","MD",1749.89,251.921,56.161,10.4919,78.209,20.0121
"E08000023",2011,"NE","MD",1642.64,246.822,51.2944,18.481,68.8775,11.059
"E08000023",2012,"NE","MD",1418.2,227.315,41.1595,15.6103,44.0906,10.0737
"E08000023",2013,"NE","MD",1488.93,238.755,31.4799,9.98849,35.9675,9.16447
"E08000024",2009,"NE","MD",1348.52,168.917,45.1832,4.11719,54.6259,11.1619
"E08000024",2010,"NE","MD",1320.45,177.541,42.758,2.95933,55.8923,6.91727
"E08000024",2011,"NE","MD",1339.01,190.497,34.9169,2.52795,53.4832,2.60601
"E08000024",2012,"NE","MD",1254.77,213.291,35.4901,1.89074,50.2474,2.17614
"E08000024",2013,"NE","MD",1263.35,212.741,38.1632,0.978092,49.7943,1.61444
"E08000025",2009,"WM","MD",1818.98,182.903,40.6864,68.3824,46.205,3.22905
"E08000025",2010,"WM","MD",1689.87,185.836,34.1469,24.2008,41.1799,2.36819
"E08000025",2011,"WM","MD",1487.96,176.006,33.8042,17.9087,39.2482,0.984512
"E08000025",2012,"WM","MD",1472.2,170.808,27.9283,12.8104,38.1763,0.89814
"E08000025",2013,"WM","MD",1416.06,171.389,28.0971,12.5824,37.6294,1.34903
"E08000026",2009,"WM","MD",1360.45,175.74,36.1548,29.1057,64.3738,10.1864
"E08000026",2010,"WM","MD",1316.25,156.503,34.567,30.4354,57.307,2.57414
"E08000026",2011,"WM","MD",1422.47,164.24,36.2292,21.7719,45.3465,2.87583
"E08000026",2012,"WM","MD",1310.91,155.195,35.0551,41.4421,40.9546,1.71356
"E08000026",2013,"WM","MD",1269.41,152.495,32.881,0.0776526,34.667,-0.116479
"E08000027",2009,"WM","MD",980.034,199.568,39.6437,78.1581,61.7619,1.11778
"E08000027",2010,"WM","MD",1113.24,194.861,36.9908,23.4855,61.3888,1.00879
"E08000027",2011,"WM","MD",1160.54,175.358,32.2611,67.491,47.2888,0.95803
"E08000027",2012,"WM","MD",1001.46,168.395,34.129,58.7937,58.7606,0.932095
"E08000027",2013,"WM","MD",984.974,184.456,31.8068,53.2443,72.7934,0.922333
"E08000028",2009,"WM","MD",1711.41,364.88,92.5376,41.6055,44.8269,2.67066
"E08000028",2010,"WM","MD",1682.64,361.96,93.184,41.8777,58.2621,2.20439
"E08000028",2011,"WM","MD",1613.99,348.221,73.1429,31.5923,46.2686,34.8432
"E08000028",2012,"WM","MD",1526.9,350.149,71.0914,26.6525,40.1667,39.9923
"E08000028",2013,"WM","MD",1356.14,201.443,62.8175,19.4916,42.3003,1.3995
"E08000029",2009,"WM","MD",958.6,181.523,39.9141,18.8269,49.6732,3.95329
"E08000029",2010,"WM","MD",972.641,207.148,39.0012,16.8832,47.5468,5.00948
"E08000029",2011,"WM","MD",716.549,219.637,32.0668,52.4831,44.4941,7.93775
"E08000029",2012,"WM","MD",706.929,223.472,35.4379,54.6214,44.0645,6.84037
"E08000029",2013,"WM","MD",850.872,217.532,42.552,13.7141,46.3142,2.66106
"E08000030",2009,"WM","MD",1350.53,278.233,55.8268,5.9301,93.9528,0.0963125
"E08000030",2010,"WM","MD",1409.57,237.711,42.4882,1.69712,92.6736,1.27618
"E08000030",2011,"WM","MD",1365.75,168.678,48.9612,17.4304,54.3919,2.41294
"E08000030",2012,"WM","MD",1324.87,243.496,28.1292,2.41016,47.8707,0
"E08000030",2013,"WM","MD",1180.12,226.084,20.8496,2.4232,56.5099,0
"E08000031",2009,"WM","MD",1691.17,224.776,189.372,76.2803,59.8747,9.53865
"E08000031",2010,"WM","MD",1492.68,208.037,169.938,13.7598,71.9378,11.2166
"E08000031",2011,"WM","MD",1399.23,215.936,164.878,17.2621,57.1113,4.11975
"E08000031",2012,"WM","MD",1384.89,204.695,158.609,6.84167,62.9394,3.21686
"E08000031",2013,"WM","MD",1383.76,232.353,57.8135,0.887604,65.5369,2.70918
"E08000032",2009,"YH","MD",1452.4,144.702,30.4944,5.8635,66.5974,2.67158
"E08000032",2010,"YH","MD",1490.81,149.84,44.6353,66.9733,51.5088,1.51467
"E08000032",2011,"YH","MD",1390.19,165.138,35.6246,45.457,46.2755,2.75806
"E08000032",2012,"YH","MD",1179.79,166.909,35.341,11.424,45.2347,2.03397
"E08000032",2013,"YH","MD",1156.33,181.724,36.8661,5.53039,43.96,1.80808
"E08000033",2009,"YH","MD",1254.36,135.752,42.6826,12.0031,71.1001,5.7979
"E08000033",2010,"YH","MD",1308.34,139.924,41.1805,9.11648,73.2783,4.30055
"E08000033",2011,"YH","MD",1195.8,166.664,40.1738,4.14452,62.9851,4.07847
"E08000033",2012,"YH","MD",1116.2,173.637,38.9286,6.37934,59.3474,2.87968
"E08000033",2013,"YH","MD",1018.48,179.269,43.3128,5.29208,53.8082,2.25075
"E08000034",2009,"YH","MD",1338.53,129.765,36.2595,7.36303,56.0289,7.69982
"E08000034",2010,"YH","MD",1256.95,128.927,35.0162,5.8449,66.4454,4.22109
"E08000034",2011,"YH","MD",1219.18,129.597,33.3593,6.84478,62.352,3.18334
"E08000034",2012,"YH","MD",1075.08,138.599,37.1477,5.65428,60.5468,1.69353
"E08000034",2013,"YH","MD",1090.04,135.701,36.16,2.30561,58.2961,1.05577
"E08000035",2009,"YH","MD",1336.87,174.334,44.0212,43.8282,48.8444,1.85835
"E08000035",2010,"YH","MD",1401.21,157.119,40.5425,9.61536,53.0924,1.48366
"E08000035",2011,"YH","MD",1301.95,173.481,45.8867,8.48769,49.2964,2.71272
"E08000035",2012,"YH","MD",1145.49,177.248,48.7462,10.705,49.9839,2.37889
"E08000035",2013,"YH","MD",1126.21,194.531,47.2052,18.134,53.6193,1.52985
"E08000036",2009,"YH","MD",1207.64,258.509,35.564,23.745,47.078,17.9987
"E08000036",2010,"YH","MD",1191.51,204.773,35.1231,23.2811,47.8494,20.3454
"E08000036",2011,"YH","MD",1187.2,183.339,34.2597,23.3095,39.4853,17.5902
"E08000036",2012,"YH","MD",1085.34,188.864,31.0892,26.4271,53.749,15.7556
"E08000036",2013,"YH","MD",1010.15,197.987,31.712,2.69537,45.5653,14.8873
"E08000037",2009,"NE","MD",1735.32,255.855,40.0015,8.08121,88.7702,6.10268
"E08000037",2010,"NE","MD",1714.31,272.44,43.0421,4.28199,80.7766,11.5554
"E08000037",2011,"NE","MD",1561.47,245.873,40.933,6.04682,72.5869,2.99835
"E08000037",2012,"NE","MD",1511.86,230.26,37.3011,5.58976,70.2749,2.14288
"E08000037",2013,"NE","MD",1422.02,239.951,36.5282,3.98625,66.2641,3.04539
"E09000001",2009,"L","L",2764.32,127.753,241.331,213.729,96.7936,36.3676
"E09000001",2010,"L","L",2716.58,149.473,268.976,251.07,87.8366,41.2794
"E09000001",2011,"L","L",2619.65,145.092,264.687,241.025,89.8799,28.4314
"E09000001",2012,"L","L",1647.81,136.652,192.677,335.075,37.1707,76.137
"E09000001",2013,"L","L",1451.18,134.917,190.397,350.893,40.3491,55.1197
"E09000002",2009,"L","L",2143.31,135.576,48.5697,35.9156,48.7008,4.52725
"E09000002",2010,"L","L",2002.59,135.186,45.5041,70.098,49.4265,0
"E09000002",2011,"L","L",1710.57,120.385,39.3207,61.4318,56.9968,4.56303
"E09000002",2012,"L","L",1543.82,123.647,39.8337,61.9656,61.4507,6.96003
"E09000002",2013,"L","L",1603.88,119.568,28.487,22.5565,44.1203,4.368
"E09000003",2009,"L","L",1336.68,174.779,48.999,2.41108,67.4905,3.85773
"E09000003",2010,"L","L",1237.76,208.629,44.4183,6.38686,63.4269,4.85781
"E09000003",2011,"L","L",1284.45,182.368,42.743,24.7672,53.307,5.44052
"E09000003",2012,"L","L",1261.81,177.555,41.098,4.00662,50.8532,8.08023
"E09000003",2013,"L","L",1133.13,202.696,36.2225,6.98802,57.4222,4.20066
"E09000004",2009,"L","L",1018.99,128.701,31.5904,7.48688,52.9089,4.30281
"E09000004",2010,"L","L",904.799,131.329,28.069,5.55627,48.3108,4.08772
"E09000004",2011,"L","L",932.015,176.018,30.8115,7.55154,48.5203,0.280507
"E09000004",2012,"L","L",894.868,175.438,29.0727,7.09587,47.5162,3.41008
"E09000004",2013,"L","L",909.236,160.622,31.1381,1.44053,46.9058,4.39964
"E09000005",2009,"L","L",1592.5,144.722,109.246,0.572197,104.08,2.87189
"E09000005",2010,"L","L",1562.84,157.147,85.3521,36.7752,83.3834,21.8276
"E09000005",2011,"L","L",1489.98,149.463,65.3948,10.1765,54.4558,3.70281
"E09000005",2012,"L","L",1239.22,151.7,61.372,33.5816,48.4534,2.89311
"E09000005",2013,"L","L",1377.18,162.182,53.2969,5.07841,58.8855,5.45869
"E09000006",2009,"L","L",1139.79,159.179,34.2794,1.85092,46.6708,2.94071
"E09000006",2010,"L","L",1084.25,174.063,32.2257,6.61587,44.7274,2.65646
"E09000006",2011,"L","L",1057.1,186.68,32.032,5.85797,40.0386,2.75863
"E09000006",2012,"L","L",966.368,176.663,31.2392,3.3484,39.3841,1.41042
"E09000006",2013,"L","L",911.904,171.946,32.3809,0.943081,39.6515,1.13275
"E09000007",2009,"L","L",2537.82,182.519,103.117,25.6045,93.8192,0.891275
"E09000007",2010,"L","L",2430.87,190.243,118.355,26.3512,89.5551,4.85544
"E09000007",2011,"L","L",2503.11,172.349,136.872,15.7411,76.2435,4.08791
"E09000007",2012,"L","L",2268.69,163.662,139.864,11.4094,75.3885,3.82676
"E09000007",2013,"L","L",1550.4,151.338,118.569,13.1478,87.7083,111.938
"E09000008",2009,"L","L",1381.73,229.841,62.9289,17.6764,46.8533,6.29193
"E09000008",2010,"L","L",1085.83,204.557,58.8498,81.3884,46.7492,5.80979
"E09000008",2011,"L","L",1321.66,208.447,54.7077,13.2474,47.827,6.06461
"E09000008",2012,"L","L",1214.7,194.453,49.87,8.68861,55.8156,7.73891
"E09000008",2013,"L","L",1278.76,189.572,45.0275,9.94692,52.1336,8.28838
"E09000009",2009,"L","L",1789.78,145.136,76.1713,3.836,63.0417,3.09134
"E09000009",2010,"L","L",1428.05,150.016,55.1687,4.78344,70.2268,3.21113
"E09000009",2011,"L","L",1514.37,144.924,56.0295,11.7089,52.6946,1.63519
"E09000009",2012,"L","L",1370.08,142.549,48.9498,2.2525,48.199,1.19223
"E09000009",2013,"L","L",1434.56,155.985,50.0676,3.05994,49.5809,1.12663
"E09000010",2009,"L","L",1602.25,190.17,74.3541,13.698,72.1256,11.4523
"E09000010",2010,"L","L",1431.27,184.819,76.465,8.39008,87.4146,30.532
"E09000010",2011,"L","L",1393.79,188.567,74.5768,13.145,113.061,36.9802
"E09000010",2012,"L","L",1463.2,197.336,72.7,36.2356,76.3339,11.297
"E09000010",2013,"L","L",1404.62,156.743,44.1821,12.9741,69.6312,41.127
"E09000011",2009,"L","L",2113.73,173.978,62.3434,29.4098,73.6848,7.88579
"E09000011",2010,"L","L",2029.31,185.747,66.6603,21.6763,72.4515,6.66213
"E09000011",2011,"L","L",1819.76,163.657,55.1213,22.8938,67.8994,7.09962
"E09000011",2012,"L","L",1639.16,161.197,60.7516,22.3012,64.2842,8.30889
"E09000011",2013,"L","L",1697.44,169.701,63.1991,34.6901,70.2004,7.27079
"E09000012",2009,"L","L",2907.08,200.362,100.019,58.9491,50.3531,14.5424
"E09000012",2010,"L","L",2752.95,182.851,86.4571,59.6981,51.6993,9.76718
"E09000012",2011,"L","L",2751.28,162.241,81.4117,36.2952,52.2073,7.54747
"E09000012",2012,"L","L",2671.82,149.61,65.569,51.5322,51.7934,2.47299
"E09000012",2013,"L","L",2461.91,148.056,58.619,10.4169,49.6236,0
"E09000013",2009,"L","L",2724.58,199.02,90.2118,41.4409,70.7856,13.6
"E09000013",2010,"L","L",2693.34,202.574,87.713,44.9827,92.0173,13.0812
"E09000013",2011,"L","L",2475.63,191.44,89.9146,20.466,53.8863,19.2791
"E09000013",2012,"L","L",2364.1,200.281,86.1757,16.8805,55.4409,44.1636
"E09000013",2013,"L","L",2550.2,187.9,74.7565,0,54.9734,5.39684
"E09000014",2009,"L","L",2075.01,209.355,105.831,19.0076,72.4665,6.28742
"E09000014",2010,"L","L",2045.02,189.393,93.6818,17.2692,67.9399,5.25718
"E09000014",2011,"L","L",1907.75,165.562,72.082,24.3656,69.0378,6.97855
"E09000014",2012,"L","L",1825.2,164.682,72.753,25.3029,71.1319,3.41526
"E09000014",2013,"L","L",1830.37,167.342,70.3696,10.1784,71.5012,2.64404
"E09000015",2009,"L","L",1231.34,151.636,57.0391,22.7395,61.1975,2.44527
"E09000015",2010,"L","L",1243.68,180.083,44.0552,5.93145,56.1299,2.28785
"E09000015",2011,"L","L",1244.11,146.024,40.2811,7.3307,55.5665,2.33156
"E09000015",2012,"L","L",1138.15,141.528,41.1883,4.684,53.7349,2.9233
"E09000015",2013,"L","L",1029.39,152.909,38.6064,10.4498,52.0628,2.26823
"E09000016",2009,"L","L",1108.14,165.516,28.5735,15.3734,59.1831,5.41426
"E09000016",2010,"L","L",1043.71,165.108,32.3358,16.9772,61.2274,3.97638
"E09000016",2011,"L","L",1028.4,160.821,26.0547,12.1728,49.434,6.02871
"E09000016",2012,"L","L",951.724,158.873,24.3017,11.9131,39.7909,6.40003
"E09000016",2013,"L","L",940.964,149.177,22.9412,1.23385,40.0477,14.36
"E09000017",2009,"L","L",1383.57,197.749,39.4714,8.33477,63.0502,4.73246
"E09000017",2010,"L","L",1437.07,198.99,46.7071,96.3075,59.1413,2.97999
"E09000017",2011,"L","L",1249.32,182.914,36.6207,3.85357,52.2899,2.56114
"E09000017",2012,"L","L",1186.31,185.421,36.0342,3.48847,51.2405,2.46481
"E09000017",2013,"L","L",1159.04,166.478,44.2242,17.4179,82.0893,5.19531
"E09000018",2009,"L","L",1620,176.373,39.5459,27.9828,55.4134,1.38384
"E09000018",2010,"L","L",1453.24,171.455,47.6802,37.5193,63.9616,2.23958
"E09000018",2011,"L","L",1115.95,142.436,36.5569,31.2367,47.3381,1.67558
"E09000018",2012,"L","L",1086.47,131.148,34.7455,54.6741,32.6305,0.917491
"E09000018",2013,"L","L",999.821,117.39,29.6876,45.8129,33.6109,5.73317
"E09000019",2009,"L","L",3137.08,152.977,90.3968,16.3815,68.1091,12.2125
"E09000019",2010,"L","L",2797,143.34,69.4485,26.8604,63.2154,4.16749
"E09000019",2011,"L","L",2353.49,177.308,77.9129,11.4164,56.3211,2.97581
"E09000019",2012,"L","L",2275.89,174.234,68.3135,10.4889,58.2278,2.22072
"E09000019",2013,"L","L",2279.48,171.723,64.5234,7.23538,57.013,10.4404
"E09000020",2009,"L","L",1969.69,145.158,94.3335,26.0133,61.6431,2.82672
"E09000020",2010,"L","L",1954.11,146.146,87.8381,18.8935,52.6638,3.05904
"E09000020",2011,"L","L",1812.09,143.774,84.1002,23.8881,48.3145,2.60783
"E09000020",2012,"L","L",1684.54,149.081,77.7706,23.1862,43.321,1.77051
"E09000020",2013,"L","L",1666.33,146.414,79.2942,9.03172,43.1012,2.18951
"E09000021",2009,"L","L",1752.47,173.591,59.6364,20.8392,49.1755,2.38545
"E09000021",2010,"L","L",1638.46,173.134,53.2982,21.8706,50.4311,2.02207
"E09000021",2011,"L","L",1518.69,184.184,50.0491,18.2407,48.6551,2.47399
"E09000021",2012,"L","L",1344.55,185.869,48.7257,18.5241,45.426,10.5839
"E09000021",2013,"L","L",1213.33,178.229,41.1966,3.22167,41.6317,10.3778
"E09000022",2009,"L","L",2595.68,222.388,108.018,81.6569,73.3345,18.0541
"E09000022",2010,"L","L",2203.19,212.52,80.7314,15.5452,79.6999,17.302
"E09000022",2011,"L","L",1856.99,186.83,75.9909,15.1039,75.8164,1.58442
"E09000022",2012,"L","L",1760.15,176.979,66.4764,8.47396,78.5502,1.16961
"E09000022",2013,"L","L",1751.84,170.048,67.7794,4.6899,84.2229,1.0915
"E09000023",2009,"L","L",2129.53,200.852,70.7441,38.072,100.506,7.71754
"E09000023",2010,"L","L",2088.9,213.288,73.4928,34.04,109.87,5.77048
"E09000023",2011,"L","L",2106.55,213.606,60.045,24.7762,107.56,6.15647
"E09000023",2012,"L","L",1825.01,210.092,60.9764,29.1338,91.2303,5.96139
"E09000023",2013,"L","L",1862.32,208.472,63.3339,2.21334,84.7818,0.183137
"E09000024",2009,"L","L",1451.06,214.504,14.1323,34.4296,39.6813,0
"E09000024",2010,"L","L",1366.97,206.213,14.3949,23.2852,40.5321,0
"E09000024",2011,"L","L",1453.24,190.066,8.80447,46.0912,35.8012,0
"E09000024",2012,"L","L",1368.17,190.542,8.20266,38.8805,37.3057,0
"E09000024",2013,"L","L",1346.73,190.904,7.40604,27.3971,38.2306,0
"E09000025",2009,"L","L",2401.94,168.818,70.1373,29.6299,62.9558,2.87714
"E09000025",2010,"L","L",2303.28,152.009,59.3097,16.162,59.1942,2.89226
"E09000025",2011,"L","L",2217.92,138.541,52.183,8.26091,53.9099,3.13413
"E09000025",2012,"L","L",1705.24,127.376,46.1334,7.68729,46.691,3.0528
"E09000025",2013,"L","L",1792.25,136.466,52.2329,7.04999,53.1736,3.08525
"E09000026",2009,"L","L",1454.61,136.284,51.7412,10.1301,58.6881,3.91041
"E09000026",2010,"L","L",1353.04,184.558,47.5231,8.80808,57.7009,2.38322
"E09000026",2011,"L","L",1265.73,147.741,47.3355,8.31315,53.5292,5.49304
"E09000026",2012,"L","L",1227.18,146.378,43.1033,6.87654,57.9135,4.2684
"E09000026",2013,"L","L",1236.16,150.636,41.3185,6.01894,56.8094,3.2902
"E09000027",2009,"L","L",1833.07,208.903,59.4008,9.68638,61.8852,6.12574
"E09000027",2010,"L","L",1617.92,218.506,61.0058,15.0026,58.255,6.07787
"E09000027",2011,"L","L",1455.4,199.515,61.6118,14.6282,50.7437,6.11225
"E09000027",2012,"L","L",1326.08,199.305,53.6391,22.6948,46.5098,6.98496
"E09000027",2013,"L","L",1307.61,196.876,54.9845,23.5051,46.1826,8.92725
"E09000028",2009,"L","L",2211.29,224.414,84.2147,11.1741,79.8815,6.03932
"E09000028",2010,"L","L",2179.07,215.467,80.8597,10.7297,76.6975,5.79885
"E09000028",2011,"L","L",2020.42,182.485,72.1149,11.3752,56.2931,2.79355
"E09000028",2012,"L","L",1998.47,176.933,59.2017,13.4791,77.9175,1.79266
"E09000028",2013,"L","L",1676.67,185.714,61.0026,17.8807,68.6326,0.387889
"E09000029",2009,"L","L",1410.57,318.182,50.2363,13.6876,45.7679,3.41279
"E09000029",2010,"L","L",1370.6,287.111,45.8977,10.4124,49.7735,2.82925
"E09000029",2011,"L","L",1177.36,250.554,39.5038,2.7599,54.4194,1.63518
"E09000029",2012,"L","L",981.476,233.533,30.5768,2.89756,51.9018,3.30423
"E09000029",2013,"L","L",820.051,261.64,24.7444,3.35574,54.2982,2.1181
"E09000030",2009,"L","L",3369.53,179.899,108.65,27.8365,80.6495,6.11153
"E09000030",2010,"L","L",2753.74,176.04,111.126,61.033,68.1637,4.10016
"E09000030",2011,"L","L",3062.98,151.682,87.866,45.9677,81.2582,7.30575
"E09000030",2012,"L","L",2901.49,143.214,81.7992,39.7903,69.7155,8.55548
"E09000030",2013,"L","L",2767.77,153.049,90.3781,30.1105,76.2687,7.55089
"E09000031",2009,"L","L",1723,165.52,46.6922,5.23941,48.0731,2.63622
"E09000031",2010,"L","L",1618,143.431,48.7893,3.67448,47.1506,2.85513
"E09000031",2011,"L","L",1495.39,182.85,40.4682,2.53153,51.6094,3.16592
"E09000031",2012,"L","L",1392.37,171.433,38.0641,2.65426,51.0339,1.94488
"E09000031",2013,"L","L",1347.6,177.977,44.7963,2.25514,48.7804,1.28948
"E09000032",2009,"L","L",1847.27,217.359,66.82,5.00198,41.1527,7.10756
"E09000032",2010,"L","L",1766.85,218.993,71.2535,5.68303,42.3352,4.418
"E09000032",2011,"L","L",1651.8,205.927,61.4793,-0.704103,40.4211,4.31263
"E09000032",2012,"L","L",1508,199.562,56.0757,1.2556,39.8537,45.678
"E09000032",2013,"L","L",1365.53,183.895,45.2263,-0.4155,33.8136,36.3472
"E09000033",2009,"L","L",2592.13,170.67,126.953,59.6184,73.7099,9.80485
"E09000033",2010,"L","L",2471.24,167.418,120.424,55.2883,77.7196,8.49659
"E09000033",2011,"L","L",2310.38,133.135,95.1489,162.385,31.0718,17.5643
"E09000033",2012,"L","L",1776.09,196.911,130.429,71.8429,87.1501,37.1408
"E09000033",2013,"L","L",1865.3,153.458,108.028,5.20451,40.6893,5.33619
"E10000002",2009,"SE","SC",1013.69,187.855,34.6246,16.5675,56.0957,1.60365
"E10000002",2010,"SE","SC",963.508,182.917,36.2173,17.8743,52.383,2.01072
"E10000002",2011,"SE","SC",873.398,173.928,30.1611,16.4923,42.4215,0.806246
"E10000002",2012,"SE","SC",905.34,168.076,25.7654,15.1283,44.7988,2.46836
"E10000002",2013,"SE","SC",865.069,165.915,28.5045,2.50636,61.2194,0.462307
"E10000003",2009,"EE","SC",1078.56,192.49,27.9249,2.51969,46.092,0.960015
