"ons_code","year","region","class","adults_65_pc","adults_us6_learning_pc","adults_u65_mental_pc","adults_u65_other_pc","adults_u65_physical_pc","adults_u65_social_care_pc"
"E10000003",2010,"EE","SC",1042.53,193.466,29.3359,1.33295,46.6561,0.720884
"E10000003",2011,"EE","SC",979.45,190.528,28.2141,24.5278,47.305,2.02853
"E10000003",2012,"EE","SC",1077.74,207.259,48.8199,18.8138,42.5903,0.497843
"E10000003",2013,"EE","SC",892.841,166.615,25.5129,32.1865,40.1447,0.495296
"E10000006",2009,"NW","SC",1354.91,95.3352,40.6889,2.68781,65.2545,1.53334
"E10000006",2010,"NW","SC",1302.65,102.962,30.4626,2.40319,62.1988,1.23492
"E10000006",2011,"NW","SC",1220.52,140.319,29.7645,6.71399,55.6129,1.66551
"E10000006",2012,"NW","SC",1148.69,152.975,34.4077,7.59134,56.2367,0.969181
"E10000006",2013,"NW","SC",1100.69,156.823,35.0605,6.95007,55.6213,0.878666
"E10000007",2009,"EM","SC",1247.68,189.099,35.7332,22.9608,78.0546,0
"E10000007",2010,"EM","SC",1130.51,160.809,31.2229,48.2153,65.1829,0
"E10000007",2011,"EM","SC",1226.83,153.025,31.8374,12.9463,56.9126,1.32231
"E10000007",2012,"EM","SC",1154.25,154.974,33.8875,11.6992,59.5459,1.30868
"E10000007",2013,"EM","SC",899.18,171.02,34.1398,4.16439,77.0488,1.37583
"E10000008",2009,"SW","SC",1017.06,157.075,33.2229,3.27539,66.5352,0.910659
"E10000008",2010,"SW","SC",947.123,148.299,37.1111,1.4531,69.3778,0.931538
"E10000008",2011,"SW","SC",1018.07,158.193,40.3155,1.71444,64.6558,0.983422
"E10000008",2012,"SW","SC",993.17,151.424,35.6682,2.13064,56.4432,1.14528
"E10000008",2013,"SW","SC",1005.24,162.093,41.3363,1.61688,54.1737,1.06551
"E10000009",2009,"SW","SC",894.527,160.326,30.5656,18.4878,59.1703,8.98713
"E10000009",2010,"SW","SC",894.752,176.36,31.056,16.2976,56.4551,15.1799
"E10000009",2011,"SW","SC",1050.8,219.666,30.5891,12.5391,60.0482,113.248
"E10000009",2012,"SW","SC",1010.08,231.254,29.1078,13.0154,59.5816,83.5925
"E10000009",2013,"SW","SC",976.222,217.638,26.08,17.6346,52.5075,113.5
"E10000011",2009,"SE","SC",1189.08,198.763,66.3376,37.1045,68.3732,1.81147
"E10000011",2010,"SE","SC",1091.31,212.276,76.9969,11.5177,93.2223,2.01762
"E10000011",2011,"SE","SC",1139.19,183.671,53.5854,39.5645,70.866,2.14328
"E10000011",2012,"SE","SC",1020.1,202.245,77.239,39.0486,85.5997,2.08763
"E10000011",2013,"SE","SC",1077.21,182.168,54.889,45.3194,79.9496,2.29969
"E10000012",2009,"EE","SC",1198.25,224.157,36.8729,16.5657,52.1082,0.448629
"E10000012",2010,"EE","SC",1045.12,239.516,40.4377,15.7807,59.2725,0.286006
"E10000012",2011,"EE","SC",1065.68,217.453,33.3686,11.5804,52.8846,0.75613
"E10000012",2012,"EE","SC",947.075,216.584,33.456,16.3461,51.0307,1.33229
"E10000012",2013,"EE","SC",940.566,214.866,31.4888,11.7955,52.1662,0.932207
"E10000013",2009,"SW","SC",1003.89,234.715,46.0641,0.246171,62.9058,2.05643
"E10000013",2010,"SW","SC",942.544,223.483,45.4701,18.4683,75.959,1.79622
"E10000013",2011,"SW","SC",917.779,218.569,42.4358,25.2462,66.8287,1.5718
"E10000013",2012,"SW","SC",964.317,209.356,41.8807,23.6026,66.3053,1.81906
"E10000013",2013,"SW","SC",972.084,198.761,45.6466,28.0349,59.0138,4.07714
"E10000014",2009,"SE","SC",1032.85,132.376,22.4527,13.9695,50.8172,1.00398
"E10000014",2010,"SE","SC",982.516,136.451,22.5117,12.5633,52.6292,0.944547
"E10000014",2011,"SE","SC",925.865,145.105,22.9366,13.4195,53.869,0.915738
"E10000014",2012,"SE","SC",899.86,151.443,21.8324,14.9325,46.3264,0.916535
"E10000014",2013,"SE","SC",865.083,156.188,21.1192,5.75898,49.7643,0.879595
"E10000015",2009,"EE","SC",1411.33,217.705,51.1661,5.57389,75.0312,0.41879
"E10000015",2010,"EE","SC",1375.29,181.322,50.8398,4.70789,70.0386,0.278299
"E10000015",2011,"EE","SC",1395.56,261.804,49.4564,11.3706,65.795,0.367096
"E10000015",2012,"EE","SC",1347.88,251.308,50.4851,7.64723,58.4861,0.372358
"E10000015",2013,"EE","SC",1301.11,248.14,41.0312,4.95276,59.8877,0.37273
"E10000016",2009,"SE","SC",1122.32,159.156,37.8554,17.1759,52.3068,2.19834
"E10000016",2010,"SE","SC",1082.78,174.166,30.5325,0,49.9148,2.35621
"E10000016",2011,"SE","SC",932.093,172.993,28.1449,0.154043,47.9134,0.636317
"E10000016",2012,"SE","SC",901.898,165.249,27.6484,21.6797,50.2666,0.536251
"E10000016",2013,"SE","SC",895.679,169.856,28.5062,0,52.0681,1.59031
"E10000017",2009,"NW","SC",1152.51,164.894,58.4649,23.4582,64.2414,0.652798
"E10000017",2010,"NW","SC",1148.47,164.732,56.7959,26.1512,65.9827,0.569085
"E10000017",2011,"NW","SC",1071.84,207.777,53.8274,20.0437,62.7379,0.698641
"E10000017",2012,"NW","SC",962.703,199.539,54.0918,34.1784,61.4892,0.834884
"E10000017",2013,"NW","SC",944.634,200.476,54.4135,24.574,63.8101,0.786492
"E10000018",2009,"EM","SC",996.583,149.432,27.5393,7.74714,38.1917,0.709973
"E10000018",2010,"EM","SC",878.92,144.457,27.783,8.91118,57.2691,0.680162
"E10000018",2011,"EM","SC",821.342,158.014,28.7798,8.04463,46.0592,0.665189
"E10000018",2012,"EM","SC",812.787,166.277,28.4695,9.11535,48.9547,0.685827
"E10000018",2013,"EM","SC",807.595,173.197,31.1863,6.30036,54.5047,0.810263
"E10000019",2009,"EM","SC",1043.95,160.904,43.2209,26.3114,49.83,11.3139
"E10000019",2010,"EM","SC",1042.84,160.723,43.6033,25.6458,51.4953,2.4369
"E10000019",2011,"EM","SC",941.08,142.509,35.3396,19.8486,44.7852,3.52712
"E10000019",2012,"EM","SC",868.761,143.677,32.8012,24.1201,47.5927,3.50095
"E10000019",2013,"EM","SC",807.164,141.792,30.4605,6.37717,47.5411,0.69478
"E10000020",2009,"EE","SC",982.192,305.147,67.1509,71.9049,75.6867,0.587269
"E10000020",2010,"EE","SC",972.06,310.868,67.4709,29.5377,67.473,0.580526
"E10000020",2011,"EE","SC",785.316,230.627,83.8574,59.2863,72.404,0.576671
"E10000020",2012,"EE","SC",942.037,227.845,51.345,35.729,69.1547,0.647368
"E10000020",2013,"EE","SC",1015.41,207.245,43.2171,36.9956,64.3744,1.39708
"E10000021",2009,"EM","SC",1058.71,127.24,56.9535,28.1719,49.7682,0.0531307
"E10000021",2010,"EM","SC",1148.38,136.011,57.6585,24.2982,55.3164,0.103765
"E10000021",2011,"EM","SC",1103.25,126.417,50.9937,20.6282,53.8131,0.0749588
"E10000021",2012,"EM","SC",1085.6,115.302,44.3653,14.8981,60.4454,0.293147
"E10000021",2013,"EM","SC",1020.9,112.005,39.5171,11.104,58.7463,0.0141183
"E10000023",2009,"YH","SC",995.694,160.584,23.5933,3.99943,51.1375,0.946036
"E10000023",2010,"YH","SC",936.056,161.642,22.5994,3.49369,45.1752,0.870462
"E10000023",2011,"YH","SC",876.624,169.919,21.3624,2.43626,44.2365,0.96811
"E10000023",2012,"YH","SC",796.824,164.606,22.9882,6.06002,44.0161,1.03506
"E10000023",2013,"YH","SC",799.083,165.103,24.4346,10.3805,45.1035,1.83101
"E10000024",2009,"EM","SC",1152.88,194.819,39.2341,43.181,62.2101,1.50935
"E10000024",2010,"EM","SC",1110.31,220.534,35.6359,46.4584,66.7293,1.3718
"E10000024",2011,"EM","SC",1111.22,209.757,28.8929,26.704,59.0892,0.701484
"E10000024",2012,"EM","SC",1113.71,201.544,45.8869,5.43673,60.9984,2.77402
"E10000024",2013,"EM","SC",1095.44,224.469,26.5667,11.5446,61.6078,0.462121
"E10000025",2009,"SE","SC",1263.3,121.295,37.4173,4.12029,44.845,1.07058
"E10000025",2010,"SE","SC",1221.8,130.333,30.9265,3.77399,40.8414,0.905344
"E10000025",2011,"SE","SC",1135.1,171.345,28.4602,3.2518,42.4199,0.922226
"E10000025",2012,"SE","SC",1079.15,174.815,26.929,1.7166,41.74,0.894322
"E10000025",2013,"SE","SC",1115.9,192.024,26.8688,1.36314,44.5285,0.548193
"E10000027",2009,"SW","SC",1122.15,219.419,37.7257,17.8287,54.5622,0.436721
"E10000027",2010,"SW","SC",1077.3,220.419,36.7604,18.0586,54.3434,0.431107
"E10000027",2011,"SW","SC",982.431,212.701,38.5095,18.4807,49.3165,0.41307
"E10000027",2012,"SW","SC",944.544,233.577,39.4071,16.4083,49.3774,0.388067
"E10000027",2013,"SW","SC",834.123,243.622,36.4867,32.9742,43.8497,0.597442
"E10000028",2009,"WM","SC",1067.24,167.758,31.6718,27.0319,44.8133,4.06199
"E10000028",2010,"WM","SC",1095.08,170.709,30.69,27.9862,41.7049,5.28504
"E10000028",2011,"WM","SC",1048.88,187.807,33.4291,35.6701,40.777,3.30245
"E10000028",2012,"WM","SC",1078,178.511,31.4975,39.5976,42.6662,6.97076
"E10000028",2013,"WM","SC",1016.79,188.903,30.3402,26.3628,47.446,1.23949
"E10000029",2009,"EE","SC",1145.03,150.586,39.5998,17.3333,63.7305,1.12154
"E10000029",2010,"EE","SC",1001.01,161.61,40.5201,21.116,58.4336,1.06256
"E10000029",2011,"EE","SC",922.103,175.816,40.9763,4.05622,63.0099,0.861797
"E10000029",2012,"EE","SC",909.251,180.046,36.4137,3.51117,59.8838,0.911899
"E10000029",2013,"EE","SC",960.228,181.349,37.7038,0.161239,59.0917,0.860731
"E10000030",2009,"SE","SC",1060.02,205.049,31.7589,1.7081,65.4364,0.322939
"E10000030",2010,"SE","SC",1072.94,202.994,28.7541,2.01532,60.9393,0.275166
"E10000030",2011,"SE","SC",1065.73,195.321,28.2722,1.78253,62.5043,0.460298
"E10000030",2012,"SE","SC",1073.08,204.101,30.9194,1.87701,65.0483,0.298244
"E10000030",2013,"SE","SC",1066.16,207.905,36.0842,0.974971,68.2977,0.374764
"E10000031",2009,"WM","SC",1098.63,132.502,27.0948,11.2497,58.0492,1.25534
"E10000031",2010,"WM","SC",1062.32,165.973,25.7155,11.4333,56.0948,1.16989
"E10000031",2011,"WM","SC",941.935,162.401,26.4009,30.4238,43.8967,0
"E10000031",2012,"WM","SC",877.476,161.416,22.9086,17.7327,46.3237,0
"E10000031",2013,"WM","SC",852.684,169.131,22.031,1.0137,50.35,0
"E10000032",2009,"SE","SC",1033.03,191.344,24.07,15.5535,51.1838,0.600948
"E10000032",2010,"SE","SC",1008.76,185.503,23.1511,16.2296,49.0949,0.771778
"E10000032",2011,"SE","SC",880.15,205.48,25.4976,28.398,44.6635,0.131138
"E10000032",2012,"SE","SC",966.689,131.341,44.7888,19.8824,43.4421,1.15026
"E10000032",2013,"SE","SC",1020.12,114.855,44.8993,0.0895469,41.0743,0.194018
"E10000034",2009,"WM","SC",1099.75,175.996,34.212,1.70649,46.0878,0.93081
"E10000034",2010,"WM","SC",1044.92,166.525,34.785,5.29094,44.9482,2.40666
"E10000034",2011,"WM","SC",875.875,169.968,37.3857,4.78709,46.454,1.42303
"E10000034",2012,"WM","SC",865.927,168.363,34.4197,0.102502,42.8942,3.0811
"E10000034",2013,"WM","SC",947.417,164.576,36.867,3.26333,41.9785,1.41819
