"ecode","ons_code","ons_region_name","start_year","children","adult","older"
"E1634","E07000081","South West",2009,0,0,0
"E1634","E07000081","South West",2010,0,0,0
"E1634","E07000081","South West",2011,0,0,0
"E1634","E07000081","South West",2012,0,0,0
"E1634","E07000081","South West",2013,0,0,0
"E1635","E07000082","South West",2008,0,0,0
"E1635","E07000082","South West",2009,0,0,0
"E1635","E07000082","South West",2010,0,0,0
"E1635","E07000082","South West",2011,0,0,0
"E1635","E07000082","South West",2012,0,0,0
"E1635","E07000082","South West",2013,0,0,0
"E1636","E07000083","South West",2008,0,0,0
"E1636","E07000083","South West",2009,0,0,0
"E1636","E07000083","South West",2010,0,0,0
"E1636","E07000083","South West",2011,0,0,0
"E1636","E07000083","South West",2012,0,0,0
"E1636","E07000083","South West",2013,0,0,0
"E1701","E06000044","South East",2008,34,56036,32058
"E1701","E06000044","South East",2009,0,48,30314
"E1701","E06000044","South East",2010,6053,38,32812
"E1701","E06000044","South East",2011,6165,44,30677
"E1701","E06000044","South East",2012,2,86,30666
"E1701","E06000044","South East",2013,0,139,32711
"E1702","E06000045","South East",2008,48,69962,44099
"E1702","E06000045","South East",2009,287,885,46456
"E1702","E06000045","South East",2010,275,1180,46593
"E1702","E06000045","South East",2011,9042,304,44286
"E1702","E06000045","South East",2012,178,293,45785
"E1702","E06000045","South East",2013,266,0,27309
"E1721","E10000014","South East",2008,95,251876,193432
"E1721","E10000014","South East",2009,97,734,221392
"E1721","E10000014","South East",2010,97,708,221772
"E1721","E10000014","South East",2011,32081,700,218697
"E1721","E10000014","South East",2012,777,708,226074
"E1721","E10000014","South East",2013,158,687,227383
"E1731","E07000084","South East",2008,0,0,0
"E1731","E07000084","South East",2009,0,0,0
"E1731","E07000084","South East",2010,0,0,0
"E1731","E07000084","South East",2011,0,0,0
"E1731","E07000084","South East",2012,0,0,0
"E1731","E07000084","South East",2013,0,0,0
"E1732","E07000085","South East",2008,0,0,0
"E1732","E07000085","South East",2009,0,0,0
"E1732","E07000085","South East",2010,0,0,0
"E1732","E07000085","South East",2011,0,0,0
"E1732","E07000085","South East",2012,0,0,0
"E1732","E07000085","South East",2013,0,0,0
"E1733","E07000086","South East",2008,0,0,164
"E1733","E07000086","South East",2009,0,0,149
"E1733","E07000086","South East",2010,0,0,142
"E1733","E07000086","South East",2011,0,138,0
"E1733","E07000086","South East",2012,0,0,0
"E1733","E07000086","South East",2013,0,0,0
"E1734","E07000087","South East",2008,0,0,10
"E1734","E07000087","South East",2009,0,0,7
"E1734","E07000087","South East",2010,0,0,14
"E1734","E07000087","South East",2011,0,0,15
"E1734","E07000087","South East",2012,0,0,0
"E1734","E07000087","South East",2013,0,0,0
"E1735","E07000088","South East",2008,0,0,7
"E1735","E07000088","South East",2009,0,0,10
"E1735","E07000088","South East",2010,0,0,9
"E1735","E07000088","South East",2011,0,0,10
"E1735","E07000088","South East",2012,0,0,11
"E1735","E07000088","South East",2013,0,0,5
"E1736","E07000089","South East",2008,0,0,56
"E1736","E07000089","South East",2009,0,0,43
"E1736","E07000089","South East",2010,0,0,44
"E1736","E07000089","South East",2011,0,0,42
"E1736","E07000089","South East",2012,0,0,10
"E1736","E07000089","South East",2013,0,0,18
"E1737","E07000090","South East",2008,0,0,130
"E1737","E07000090","South East",2009,0,0,122
"E1737","E07000090","South East",2010,0,0,122
"E1737","E07000090","South East",2011,0,0,111
"E1737","E07000090","South East",2012,0,0,119
"E1737","E07000090","South East",2013,0,0,0
"E1738","E07000091","South East",2008,0,273,171
"E1738","E07000091","South East",2009,0,0,155
"E1738","E07000091","South East",2010,0,0,194
"E1738","E07000091","South East",2011,0,0,260
"E1738","E07000091","South East",2012,0,0,117
"E1738","E07000091","South East",2013,0,0,20
"E1740","E07000092","South East",2008,0,0,94
"E1740","E07000092","South East",2009,0,0,89
"E1740","E07000092","South East",2010,0,0,108
"E1740","E07000092","South East",2011,0,0,96
"E1740","E07000092","South East",2012,0,0,89
"E1740","E07000092","South East",2013,0,0,14
"E1742","E07000093","South East",2008,0,0,0
"E1742","E07000093","South East",2009,0,0,0
"E1742","E07000093","South East",2010,0,0,0
"E1742","E07000093","South East",2011,0,0,0
"E1742","E07000093","South East",2012,0,0,0
"E1742","E07000093","South East",2013,0,0,0
"E1743","E07000094","South East",2008,0,0,0
"E1743","E07000094","South East",2009,0,0,0
"E1743","E07000094","South East",2010,0,0,0
"E1743","E07000094","South East",2011,0,0,0
"E1743","E07000094","South East",2012,0,0,0
"E1743","E07000094","South East",2013,0,0,0
"E1801","E06000019","West Midlands",2008,0,39022,31499
"E1801","E06000019","West Midlands",2009,0,308,32634
"E1801","E06000019","West Midlands",2010,0,302,35575
"E1801","E06000019","West Midlands",2011,93,479,35438
"E1801","E06000019","West Midlands",2012,1243,212,39420
"E1801","E06000019","West Midlands",2013,1317,2169,23380
"E1821","E10000034","West Midlands",2008,18,114415,88018
"E1821","E10000034","West Midlands",2009,88,294,105704
"E1821","E10000034","West Midlands",2010,654,776,105799
"E1821","E10000034","West Midlands",2011,37780,442,92666
"E1821","E10000034","West Midlands",2012,6815,1022,96917
"E1821","E10000034","West Midlands",2013,4351,435,110796
"E1831","E07000234","West Midlands",2008,0,0,0
"E1831","E07000234","West Midlands",2009,0,0,0
"E1831","E07000234","West Midlands",2010,0,0,0
"E1831","E07000234","West Midlands",2011,0,0,0
"E1831","E07000234","West Midlands",2012,0,0,0
"E1831","E07000234","West Midlands",2013,0,0,0
"E1835","E07000236","West Midlands",2008,0,0,0
"E1835","E07000236","West Midlands",2009,0,0,0
"E1835","E07000236","West Midlands",2010,0,0,0
"E1835","E07000236","West Midlands",2011,0,0,0
"E1835","E07000236","West Midlands",2012,0,0,0
"E1835","E07000236","West Midlands",2013,0,0,0
"E1837","E07000237","West Midlands",2008,0,0,0
"E1837","E07000237","West Midlands",2009,0,0,0
"E1837","E07000237","West Midlands",2010,0,0,0
"E1837","E07000237","West Midlands",2011,0,0,0
"E1837","E07000237","West Midlands",2012,0,0,0
"E1837","E07000237","West Midlands",2013,0,0,0
"E1838","E07000238","West Midlands",2008,0,0,0
"E1838","E07000238","West Midlands",2009,0,0,0
"E1838","E07000238","West Midlands",2010,0,0,0
"E1838","E07000238","West Midlands",2011,0,0,0
"E1838","E07000238","West Midlands",2012,0,0,0
"E1838","E07000238","West Midlands",2013,0,0,0
"E1839","E07000239","West Midlands",2008,0,0,25
"E1839","E07000239","West Midlands",2009,0,0,25
"E1839","E07000239","West Midlands",2010,0,0,26
"E1839","E07000239","West Midlands",2011,0,0,26
"E1839","E07000239","West Midlands",2012,0,0,25
"E1839","E07000239","West Midlands",2013,0,0,24
"E1851","E07000235","West Midlands",2008,0,0,0
"E1851","E07000235","West Midlands",2009,0,0,0
"E1851","E07000235","West Midlands",2010,0,0,0
"E1851","E07000235","West Midlands",2011,0,0,0
"E1851","E07000235","West Midlands",2012,0,0,0
"E1851","E07000235","West Midlands",2013,0,0,0
"E1920","E10000015","East of England",2008,119,312039,173570
"E1920","E10000015","East of England",2009,117,210,177996
"E1920","E10000015","East of England",2010,121,144,180574
"E1920","E10000015","East of England",2011,1002,195,190168
"E1920","E10000015","East of England",2012,1426,201,193339
"E1920","E10000015","East of England",2013,1892,205,193600
"E1931","E07000095","East of England",2008,0,0,991
"E1931","E07000095","East of England",2009,0,0,923
"E1931","E07000095","East of England",2010,0,0,854
"E1931","E07000095","East of England",2011,0,0,1035
"E1931","E07000095","East of England",2012,0,0,802
"E1931","E07000095","East of England",2013,0,0,930
"E1932","E07000096","East of England",2008,0,0,1102
"E1932","E07000096","East of England",2009,0,0,1003
"E1932","E07000096","East of England",2010,0,0,1
"E1932","E07000096","East of England",2011,0,0,-6
"E1932","E07000096","East of England",2012,0,0,0
"E1932","E07000096","East of England",2013,0,0,0
"E1933","E07000242","East of England",2008,0,0,428
"E1933","E07000242","East of England",2009,0,0,241
"E1933","E07000242","East of England",2010,0,0,143
"E1933","E07000242","East of England",2011,0,0,73
"E1933","E07000242","East of England",2012,0,0,26
"E1933","E07000242","East of England",2013,0,0,0
"E1934","E07000098","East of England",2008,0,177,0
"E1934","E07000098","East of England",2009,0,0,0
"E1934","E07000098","East of England",2010,0,0,0
"E1934","E07000098","East of England",2011,0,0,0
"E1934","E07000098","East of England",2012,0,0,0
"E1934","E07000098","East of England",2013,0,0,0
"E1935","E07000099","East of England",2008,0,1,1234
"E1935","E07000099","East of England",2009,0,0,1164
"E1935","E07000099","East of England",2010,0,0,1160
"E1935","E07000099","East of England",2011,0,0,1051
"E1935","E07000099","East of England",2012,0,0,1056
"E1935","E07000099","East of England",2013,0,0,994
"E1936","E07000240","East of England",2008,0,0,335
"E1936","E07000240","East of England",2009,0,0,224
"E1936","E07000240","East of England",2010,0,0,176
"E1936","E07000240","East of England",2011,0,0,68
"E1936","E07000240","East of England",2012,0,9,0
"E1936","E07000240","East of England",2013,0,0,0
"E1937","E07000243","East of England",2008,0,96,352
"E1937","E07000243","East of England",2009,0,0,238
"E1937","E07000243","East of England",2010,0,0,169
"E1937","E07000243","East of England",2011,0,0,81
"E1937","E07000243","East of England",2012,0,0,84
"E1937","E07000243","East of England",2013,0,0,19
"E1938","E07000102","East of England",2008,0,0,0
"E1938","E07000102","East of England",2009,0,0,0
"E1938","E07000102","East of England",2010,0,0,0
"E1938","E07000102","East of England",2011,0,0,0
"E1938","E07000102","East of England",2012,0,0,0
"E1938","E07000102","East of England",2013,0,0,0
"E1939","E07000103","East of England",2008,0,0,0
"E1939","E07000103","East of England",2009,0,0,0
"E1939","E07000103","East of England",2010,0,0,0
"E1939","E07000103","East of England",2011,0,0,0
"E1939","E07000103","East of England",2012,0,0,0
"E1939","E07000103","East of England",2013,0,0,0
"E1940","E07000241","East of England",2008,0,88,1784
"E1940","E07000241","East of England",2009,0,0,1666
"E1940","E07000241","East of England",2010,0,0,1784
"E1940","E07000241","East of England",2011,0,0,1083
"E1940","E07000241","East of England",2012,0,0,921
"E1940","E07000241","East of England",2013,0,0,845
"E2001","E06000011","Yorkshire and The Humber",2008,0,62668,56185
"E2001","E06000011","Yorkshire and The Humber",2009,0,115,66092
"E2001","E06000011","Yorkshire and The Humber",2010,0,93,70090
"E2001","E06000011","Yorkshire and The Humber",2011,1227,90,70049
"E2001","E06000011","Yorkshire and The Humber",2012,0,0,74919
"E2001","E06000011","Yorkshire and The Humber",2013,0,0,76607
"E2002","E06000010","Yorkshire and The Humber",2008,0,88680,53777
"E2002","E06000010","Yorkshire and The Humber",2009,150,918,55360
"E2002","E06000010","Yorkshire and The Humber",2010,179,917,55824
"E2002","E06000010","Yorkshire and The Humber",2011,1791,365,59931
"E2002","E06000010","Yorkshire and The Humber",2012,2218,609,59529
"E2002","E06000010","Yorkshire and The Humber",2013,3857,248,57110
"E2003","E06000012","Yorkshire and The Humber",2008,0,43380,29884
"E2003","E06000012","Yorkshire and The Humber",2009,22,641,31829
"E2003","E06000012","Yorkshire and The Humber",2010,33,229,39631
"E2003","E06000012","Yorkshire and The Humber",2011,2442,421,31869
"E2003","E06000012","Yorkshire and The Humber",2012,475,79,31657
"E2003","E06000012","Yorkshire and The Humber",2013,482,327,28301
"E2004","E06000013","Yorkshire and The Humber",2008,25,51350,30228
"E2004","E06000013","Yorkshire and The Humber",2009,196,141,30897
"E2004","E06000013","Yorkshire and The Humber",2010,5319,0,27052
"E2004","E06000013","Yorkshire and The Humber",2011,6871,231,35231
"E2004","E06000013","Yorkshire and The Humber",2012,1419,176,40421
"E2004","E06000013","Yorkshire and The Humber",2013,1398,0,32613
"E2101","E06000046","South East",2008,1011,38568,33208
"E2101","E06000046","South East",2009,1789,182,33136
"E2101","E06000046","South East",2010,570,495,35966
"E2101","E06000046","South East",2011,7578,230,32669
"E2101","E06000046","South East",2012,888,478,33133
"E2101","E06000046","South East",2013,1518,480,34750
"E2201","E06000035","South East",2008,141,67246,38819
"E2201","E06000035","South East",2009,163,145,41211
"E2201","E06000035","South East",2010,160,145,41986
"E2201","E06000035","South East",2011,9625,119,43010
"E2201","E06000035","South East",2012,0,21,41247
"E2201","E06000035","South East",2013,107,155,39912
"E2221","E10000016","South East",2008,356,351476,232403
"E2221","E10000016","South East",2009,278,1633,261368
"E2221","E10000016","South East",2010,320,1818,263706
"E2221","E10000016","South East",2011,2508,537,237141
"E2221","E10000016","South East",2012,2511,402,243978
"E2221","E10000016","South East",2013,3837,1364,253454
"E2231","E07000105","South East",2008,0,0,0
"E2231","E07000105","South East",2009,0,0,0
"E2231","E07000105","South East",2010,0,0,0
"E2231","E07000105","South East",2011,0,0,0
"E2231","E07000105","South East",2012,0,0,0
"E2231","E07000105","South East",2013,0,0,0
"E2232","E07000106","South East",2008,0,0,0
"E2232","E07000106","South East",2009,0,0,0
"E2232","E07000106","South East",2010,0,0,0
"E2232","E07000106","South East",2011,0,0,0
"E2232","E07000106","South East",2012,0,0,0
"E2232","E07000106","South East",2013,0,0,0
"E2233","E07000107","South East",2008,0,0,0
"E2233","E07000107","South East",2009,0,0,0
"E2233","E07000107","South East",2010,0,0,0
"E2233","E07000107","South East",2011,0,0,0
"E2233","E07000107","South East",2012,0,0,0
"E2233","E07000107","South East",2013,0,0,0
"E2234","E07000108","South East",2008,0,0,0
"E2234","E07000108","South East",2009,0,0,0
"E2234","E07000108","South East",2010,0,0,0
"E2234","E07000108","South East",2011,0,0,0
"E2234","E07000108","South East",2012,0,0,0
"E2234","E07000108","South East",2013,0,0,0
"E2236","E07000109","South East",2008,0,0,0
"E2236","E07000109","South East",2009,0,0,0
"E2236","E07000109","South East",2010,0,0,0
"E2236","E07000109","South East",2011,0,0,0
"E2236","E07000109","South East",2012,0,0,0
"E2236","E07000109","South East",2013,0,0,0
"E2237","E07000110","South East",2008,0,0,0
"E2237","E07000110","South East",2009,0,0,0
"E2237","E07000110","South East",2010,0,0,0
"E2237","E07000110","South East",2011,0,0,0
"E2237","E07000110","South East",2012,0,0,0
"E2237","E07000110","South East",2013,0,0,0
"E2239","E07000111","South East",2008,0,0,0
"E2239","E07000111","South East",2009,0,0,0
"E2239","E07000111","South East",2010,0,0,0
"E2239","E07000111","South East",2011,0,0,0
"E2239","E07000111","South East",2012,0,0,0
"E2239","E07000111","South East",2013,0,0,0
"E2240","E07000112","South East",2008,0,0,0
"E2240","E07000112","South East",2009,0,0,0
"E2240","E07000112","South East",2010,0,0,0
"E2240","E07000112","South East",2011,0,0,0
"E2240","E07000112","South East",2012,0,0,0
"E2240","E07000112","South East",2013,0,0,0
"E2241","E07000113","South East",2008,0,0,0
"E2241","E07000113","South East",2009,0,0,0
"E2241","E07000113","South East",2010,0,0,0
"E2241","E07000113","South East",2011,0,0,0
"E2241","E07000113","South East",2012,0,0,0
"E2241","E07000113","South East",2013,0,0,0
"E2242","E07000114","South East",2008,0,0,0
"E2242","E07000114","South East",2009,0,0,0
"E2242","E07000114","South East",2010,0,0,0
"E2242","E07000114","South East",2011,0,0,0
"E2242","E07000114","South East",2012,0,0,0
"E2242","E07000114","South East",2013,0,0,0
"E2243","E07000115","South East",2008,0,0,0
"E2243","E07000115","South East",2009,0,0,0
"E2243","E07000115","South East",2010,0,0,0
"E2243","E07000115","South East",2011,0,0,0
"E2243","E07000115","South East",2012,0,0,0
"E2243","E07000115","South East",2013,0,0,0
"E2244","E07000116","South East",2008,0,0,0
"E2244","E07000116","South East",2009,0,0,0
"E2244","E07000116","South East",2010,0,0,0
"E2244","E07000116","South East",2011,0,0,0
"E2244","E07000116","South East",2012,0,0,0
"E2244","E07000116","South East",2013,0,0,0
"E2301","E06000008","North West",2008,180,45202,27939
"E2301","E06000008","North West",2009,0,1574,27735
"E2301","E06000008","North West",2010,0,2286,24872
"E2301","E06000008","North West",2011,4513,1749,25694
"E2301","E06000008","North West",2012,214,1349,22750
"E2301","E06000008","North West",2013,294,1738,20215
"E2302","E06000009","North West",2008,110,69258,22362
"E2302","E06000009","North West",2009,107,215,32119
"E2302","E06000009","North West",2010,1461,22,32902
"E2302","E06000009","North West",2011,7965,163,32116
"E2302","E06000009","North West",2012,3161,106,31922
"E2302","E06000009","North West",2013,3864,61,32944
"E2321","E10000017","North West",2008,2,286638,203350
"E2321","E10000017","North West",2009,169,430,218133
"E2321","E10000017","North West",2010,3554,384,226438
"E2321","E10000017","North West",2011,17742,480,219173
"E2321","E10000017","North West",2012,2927,580,207714
"E2321","E10000017","North West",2013,3089,551,212179
"E2333","E07000117","North West",2008,0,0,38
"E2333","E07000117","North West",2009,0,0,19
"E2333","E07000117","North West",2010,0,0,15
"E2333","E07000117","North West",2011,0,0,15
"E2333","E07000117","North West",2012,0,0,15
"E2333","E07000117","North West",2013,0,0,19
"E2334","E07000118","North West",2008,0,0,0
"E2334","E07000118","North West",2009,0,0,0
"E2334","E07000118","North West",2010,0,0,0
"E2334","E07000118","North West",2011,0,0,0
"E2334","E07000118","North West",2012,0,0,0
"E2334","E07000118","North West",2013,0,0,0
"E2335","E07000119","North West",2008,0,0,0
"E2335","E07000119","North West",2009,0,0,4
"E2335","E07000119","North West",2010,0,0,0
"E2335","E07000119","North West",2011,0,0,0
"E2335","E07000119","North West",2012,0,0,0
"E2335","E07000119","North West",2013,0,0,0
"E2336","E07000120","North West",2008,0,0,31
"E2336","E07000120","North West",2009,0,0,37
"E2336","E07000120","North West",2010,0,0,32
"E2336","E07000120","North West",2011,0,0,35
"E2336","E07000120","North West",2012,0,0,37
"E2336","E07000120","North West",2013,0,0,0
"E2337","E07000121","North West",2008,0,0,0
"E2337","E07000121","North West",2009,0,0,0
"E2337","E07000121","North West",2010,0,0,0
"E2337","E07000121","North West",2011,0,0,0
"E2337","E07000121","North West",2012,0,0,0
"E2337","E07000121","North West",2013,0,0,0
"E2338","E07000122","North West",2008,0,0,414
"E2338","E07000122","North West",2009,0,0,406
"E2338","E07000122","North West",2010,0,0,396
"E2338","E07000122","North West",2011,0,0,340
"E2338","E07000122","North West",2012,0,0,312
"E2338","E07000122","North West",2013,0,0,234
"E2339","E07000123","North West",2008,0,0,0
"E2339","E07000123","North West",2009,0,0,0
"E2339","E07000123","North West",2010,0,0,0
"E2339","E07000123","North West",2011,0,0,0
"E2339","E07000123","North West",2012,0,0,0
"E2339","E07000123","North West",2013,0,0,0
"E2340","E07000124","North West",2008,0,0,59
"E2340","E07000124","North West",2009,0,0,58
"E2340","E07000124","North West",2010,0,0,60
"E2340","E07000124","North West",2011,0,0,48
"E2340","E07000124","North West",2012,0,0,38
"E2340","E07000124","North West",2013,0,0,33
"E2341","E07000125","North West",2008,0,43,0
"E2341","E07000125","North West",2009,0,0,0
"E2341","E07000125","North West",2010,0,0,0
"E2341","E07000125","North West",2011,0,0,0
"E2341","E07000125","North West",2012,0,0,0
"E2341","E07000125","North West",2013,0,0,0
"E2342","E07000126","North West",2008,0,0,0
"E2342","E07000126","North West",2009,0,0,0
"E2342","E07000126","North West",2010,0,0,0
"E2342","E07000126","North West",2011,0,0,0
"E2342","E07000126","North West",2012,0,0,0
"E2342","E07000126","North West",2013,0,0,0
"E2343","E07000127","North West",2008,0,0,0
"E2343","E07000127","North West",2009,0,0,0
"E2343","E07000127","North West",2010,0,0,0
"E2343","E07000127","North West",2011,0,0,0
"E2343","E07000127","North West",2012,0,0,0
"E2343","E07000127","North West",2013,0,0,0
"E2344","E07000128","North West",2008,0,0,0
"E2344","E07000128","North West",2009,0,0,0
"E2344","E07000128","North West",2010,0,0,0
"E2344","E07000128","North West",2011,0,0,0
"E2344","E07000128","North West",2012,0,0,0
"E2344","E07000128","North West",2013,0,0,0
"E2401","E06000016","East Midlands",2008,223,100737,48178
"E2401","E06000016","East Midlands",2009,381,285,49535
"E2401","E06000016","East Midlands",2010,404,313,49018
"E2401","E06000016","East Midlands",2011,18323,550,52292
"E2401","E06000016","East Midlands",2012,219,290,51846
"E2401","E06000016","East Midlands",2013,100,310,55075
"E2402","E06000017","East Midlands",2008,61,6609,5374
"E2402","E06000017","East Midlands",2009,60,474,5827
"E2402","E06000017","East Midlands",2010,65,280,6002
"E2402","E06000017","East Midlands",2011,802,174,5779
"E2402","E06000017","East Midlands",2012,509,216,5999
"E2402","E06000017","East Midlands",2013,420,172,6352
"E2421","E10000018","East Midlands",2008,19,112769,99150
"E2421","E10000018","East Midlands",2009,15,261,101764
"E2421","E10000018","East Midlands",2010,15,256,94382
"E2421","E10000018","East Midlands",2011,11139,256,91909
"E2421","E10000018","East Midlands",2012,1482,268,96739
"E2421","E10000018","East Midlands",2013,1716,321,100636
"E2431","E07000129","East Midlands",2008,0,0,0
"E2431","E07000129","East Midlands",2009,0,0,0
"E2431","E07000129","East Midlands",2010,0,0,0
"E2431","E07000129","East Midlands",2011,0,0,0
"E2431","E07000129","East Midlands",2012,0,0,0
"E2431","E07000129","East Midlands",2013,0,0,0
"E2432","E07000130","East Midlands",2008,0,0,0
"E2432","E07000130","East Midlands",2009,0,0,0
"E2432","E07000130","East Midlands",2010,0,0,0
"E2432","E07000130","East Midlands",2011,0,0,0
"E2432","E07000130","East Midlands",2012,0,0,0
"E2432","E07000130","East Midlands",2013,0,0,0
"E2433","E07000131","East Midlands",2008,0,0,0
"E2433","E07000131","East Midlands",2009,0,0,0
"E2433","E07000131","East Midlands",2010,0,0,0
"E2433","E07000131","East Midlands",2011,0,0,0
"E2433","E07000131","East Midlands",2012,0,0,0
"E2433","E07000131","East Midlands",2013,0,0,0
"E2434","E07000132","East Midlands",2008,0,0,0
"E2434","E07000132","East Midlands",2009,0,0,0
"E2434","E07000132","East Midlands",2010,0,0,0
"E2434","E07000132","East Midlands",2011,0,0,0
"E2434","E07000132","East Midlands",2012,0,0,0
"E2434","E07000132","East Midlands",2013,0,0,0
"E2436","E07000133","East Midlands",2008,0,0,0
"E2436","E07000133","East Midlands",2009,0,0,0
"E2436","E07000133","East Midlands",2010,0,0,0
"E2436","E07000133","East Midlands",2011,0,0,0
"E2436","E07000133","East Midlands",2012,0,0,0
"E2436","E07000133","East Midlands",2013,0,0,0
"E2437","E07000134","East Midlands",2008,0,0,0
"E2437","E07000134","East Midlands",2009,0,0,0
"E2437","E07000134","East Midlands",2010,0,0,0
"E2437","E07000134","East Midlands",2011,0,0,0
"E2437","E07000134","East Midlands",2012,0,0,0
"E2437","E07000134","East Midlands",2013,0,0,0
"E2438","E07000135","East Midlands",2008,0,0,0
"E2438","E07000135","East Midlands",2009,0,0,0
"E2438","E07000135","East Midlands",2010,0,0,0
"E2438","E07000135","East Midlands",2011,0,0,0
"E2438","E07000135","East Midlands",2012,0,0,0
"E2438","E07000135","East Midlands",2013,0,0,0
"E2520","E10000019","East Midlands",2008,116,162826,130429
"E2520","E10000019","East Midlands",2009,824,4432,136756
"E2520","E10000019","East Midlands",2010,42,981,143295
"E2520","E10000019","East Midlands",2011,1235,1444,134793
"E2520","E10000019","East Midlands",2012,1597,1449,131544
"E2520","E10000019","East Midlands",2013,2367,291,127604
"E2531","E07000136","East Midlands",2008,0,0,0
"E2531","E07000136","East Midlands",2009,0,0,0
"E2531","E07000136","East Midlands",2010,0,0,0
"E2531","E07000136","East Midlands",2011,0,0,0
"E2531","E07000136","East Midlands",2012,0,0,0
"E2531","E07000136","East Midlands",2013,0,0,0
"E2532","E07000137","East Midlands",2008,0,0,0
"E2532","E07000137","East Midlands",2009,0,0,0
"E2532","E07000137","East Midlands",2010,0,0,0
"E2532","E07000137","East Midlands",2011,0,0,0
"E2532","E07000137","East Midlands",2012,0,0,0
"E2532","E07000137","East Midlands",2013,0,0,0
"E2533","E07000138","East Midlands",2008,0,0,0
"E2533","E07000138","East Midlands",2009,0,0,0
"E2533","E07000138","East Midlands",2010,0,0,0
"E2533","E07000138","East Midlands",2011,0,0,0
"E2533","E07000138","East Midlands",2012,0,0,0
"E2533","E07000138","East Midlands",2013,0,0,0
"E2534","E07000139","East Midlands",2008,0,8,0
"E2534","E07000139","East Midlands",2009,0,0,0
"E2534","E07000139","East Midlands",2010,0,0,0
"E2534","E07000139","East Midlands",2011,0,0,0
"E2534","E07000139","East Midlands",2012,0,0,0
"E2534","E07000139","East Midlands",2013,0,0,0
"E2535","E07000140","East Midlands",2008,0,0,0
"E2535","E07000140","East Midlands",2009,0,0,0
"E2535","E07000140","East Midlands",2010,0,0,0
"E2535","E07000140","East Midlands",2011,0,0,0
"E2535","E07000140","East Midlands",2012,0,0,0
"E2535","E07000140","East Midlands",2013,0,0,0
"E2536","E07000141","East Midlands",2008,0,0,0
"E2536","E07000141","East Midlands",2009,0,0,0
"E2536","E07000141","East Midlands",2010,0,0,0
"E2536","E07000141","East Midlands",2011,0,0,0
"E2536","E07000141","East Midlands",2012,0,0,0
"E2536","E07000141","East Midlands",2013,0,0,0
"E2537","E07000142","East Midlands",2008,0,0,0
"E2537","E07000142","East Midlands",2009,0,0,0
"E2537","E07000142","East Midlands",2010,0,0,0
"E2537","E07000142","East Midlands",2011,0,0,0
"E2537","E07000142","East Midlands",2012,0,0,0
"E2537","E07000142","East Midlands",2013,0,0,0
"E2620","E10000020","East of England",2008,102,302087,153691
"E2620","E10000020","East of England",2009,103,273,162269
"E2620","E10000020","East of England",2010,120,277,167831
"E2620","E10000020","East of England",2011,6615,281,140973
"E2620","E10000020","East of England",2012,7313,319,179019
"E2620","E10000020","East of England",2013,9408,695,201027
"E2631","E07000143","East of England",2008,0,0,0
"E2631","E07000143","East of England",2009,0,0,0
"E2631","E07000143","East of England",2010,0,0,0
"E2631","E07000143","East of England",2011,0,0,0
"E2631","E07000143","East of England",2012,0,0,0
"E2631","E07000143","East of England",2013,0,0,0
"E2632","E07000144","East of England",2008,0,0,0
"E2632","E07000144","East of England",2009,0,0,0
"E2632","E07000144","East of England",2010,0,0,0
"E2632","E07000144","East of England",2011,0,0,0
"E2632","E07000144","East of England",2012,0,0,0
"E2632","E07000144","East of England",2013,0,0,0
"E2633","E07000145","East of England",2008,0,0,101
"E2633","E07000145","East of England",2009,0,0,106
"E2633","E07000145","East of England",2010,0,0,101
"E2633","E07000145","East of England",2011,0,0,0
"E2633","E07000145","East of England",2012,0,0,0
"E2633","E07000145","East of England",2013,0,0,0
"E2634","E07000146","East of England",2008,0,0,0
"E2634","E07000146","East of England",2009,0,0,0
"E2634","E07000146","East of England",2010,0,0,0
"E2634","E07000146","East of England",2011,0,0,0
"E2634","E07000146","East of England",2012,0,0,0
"E2634","E07000146","East of England",2013,0,0,0
"E2635","E07000147","East of England",2008,0,0,0
"E2635","E07000147","East of England",2009,0,0,0
"E2635","E07000147","East of England",2010,0,0,0
"E2635","E07000147","East of England",2011,0,0,0
"E2635","E07000147","East of England",2012,0,0,0
"E2635","E07000147","East of England",2013,0,0,0
"E2636","E07000148","East of England",2008,0,0,0
"E2636","E07000148","East of England",2009,0,0,0
"E2636","E07000148","East of England",2010,0,0,0
"E2636","E07000148","East of England",2011,0,0,0
"E2636","E07000148","East of England",2012,0,0,0
"E2636","E07000148","East of England",2013,0,0,0
"E2637","E07000149","East of England",2008,0,0,0
"E2637","E07000149","East of England",2009,0,0,0
"E2637","E07000149","East of England",2010,0,0,0
"E2637","E07000149","East of England",2011,0,0,0
"E2637","E07000149","East of England",2012,0,0,0
"E2637","E07000149","East of England",2013,0,0,0
"E2701","E06000014","Yorkshire and The Humber",2008,29,43385,35297
"E2701","E06000014","Yorkshire and The Humber",2009,69,363,38101
"E2701","E06000014","Yorkshire and The Humber",2010,1168,172,37845
"E2701","E06000014","Yorkshire and The Humber",2011,6878,1280,32318
"E2701","E06000014","Yorkshire and The Humber",2012,947,9,32144
"E2701","E06000014","Yorkshire and The Humber",2013,2020,154,31135
"E2721","E10000023","Yorkshire and The Humber",2008,203,117885,107221
"E2721","E10000023","Yorkshire and The Humber",2009,222,312,108910
"E2721","E10000023","Yorkshire and The Humber",2010,231,294,107474
