"la","year","sex","s_35","s_50","s_65","s_80","s_85"
"E08000024",2007,"female",0.00329173,0.00324786,0.00403481,0.0197902,0.036805
"E08000024",2007,"male",0.00307466,0.00287667,0.0039332,0.0135348,0.040112
"E08000024",2008,"female",0.00422408,0.00330093,0.00495108,0.0216373,0.0494701
"E08000024",2008,"male",0.00250587,0.00290464,0.00484222,0.0204065,0.0492032
"E08000024",2009,"female",0.00278119,0.00312583,0.00436508,0.0135382,0.0422081
"E08000024",2009,"male",0.00317196,0.00398307,0.00557602,0.020977,0.0519763
"E08000024",2010,"female",0.00348573,0.00336533,0.00478068,0.0132579,0.0293824
"E08000024",2010,"male",0.00284369,0.00330789,0.00539496,0.0178695,0.039174
"E08000024",2011,"female",0.00288398,0.003611,0.00629278,0.0217776,0.0674302
"E08000024",2011,"male",0.00272309,0.00291254,0.00435257,0.016392,0.037664
"E08000024",2012,"female",0.00326889,0.00362653,0.0055705,0.017201,0.0381871
"E08000024",2012,"male",0.00301564,0.00321245,0.00448729,0.0110669,0.023502
"E08000024",2013,"female",0.00387504,0.00311155,0.00485965,0.0131431,0.0331151
"E08000024",2013,"male",0.00330534,0.00354737,0.00547555,0.0160918,0.0357022
"E08000025",2002,"female",0.00165363,0.00177568,0.00311358,0.0108655,0.0274569
"E08000025",2002,"male",0.00143591,0.00189303,0.00322918,0.0156321,0.0219775
"E08000025",2003,"female",0.0022048,0.0024534,0.00309167,0.0129361,0.0432885
"E08000025",2003,"male",0.00129252,0.00161281,0.00308915,0.00984444,0.0241406
"E08000025",2004,"female",0.00182038,0.00242185,0.00346357,0.0132295,0.0405187
"E08000025",2004,"male",0.00139359,0.00189166,0.00328836,0.0129609,0.0435965
"E08000025",2005,"female",0.00186081,0.00219826,0.00337901,0.0102455,0.0291377
"E08000025",2005,"male",0.00133271,0.00154126,0.00281695,0.00959007,0.0192131
"E08000025",2006,"female",0.00205121,0.00224365,0.0038469,0.0137967,0.0453979
"E08000025",2006,"male",0.0016513,0.00222027,0.00470813,0.0162837,0.0421716
"E08000025",2007,"female",0.00212204,0.00282987,0.00391049,0.017072,0.0558177
"E08000025",2007,"male",0.00152195,0.00204516,0.00273214,0.0119798,0.0391758
"E08000025",2008,"female",0.00200432,0.00241695,0.00408874,0.0121593,0.0330268
"E08000025",2008,"male",0.00150987,0.00185719,0.00313772,0.0128388,0.0369244
"E08000025",2009,"female",0.00212481,0.00211273,0.00312301,0.0113469,0.0269821
"E08000025",2009,"male",0.00160801,0.00162977,0.0030879,0.00993258,0.0266465
"E08000025",2010,"female",0.00193903,0.00235673,0.00357821,0.00933734,0.0221175
"E08000025",2010,"male",0.00194256,0.0022057,0.00290851,0.00928896,0.0292033
"E08000025",2011,"female",0.00250469,0.00337812,0.00434997,0.0127972,0.0196051
"E08000025",2011,"male",0.00169921,0.00211269,0.0034146,0.0115588,0.0230728
"E08000025",2012,"female",0.00233271,0.00245917,0.0045863,0.0133752,0.0398677
"E08000025",2012,"male",0.00184247,0.0017974,0.00308103,0.00915381,0.0313312
"E08000025",2013,"female",0.00197263,0.00263238,0.00390317,0.0131534,0.0382975
"E08000025",2013,"male",0.00203156,0.00160593,0.00272603,0.00564893,0.0158699
"E08000026",2002,"female",0.00400888,0.00396889,0.00555615,0.0176008,0.0588322
"E08000026",2002,"male",0.00367648,0.00327408,0.00511881,0.0196347,0.0535812
"E08000026",2003,"female",0.00376624,0.00317619,0.00518388,0.0225433,0.0350044
"E08000026",2003,"male",0.003416,0.00305082,0.00429509,0.0157063,0.0361861
"E08000026",2004,"female",0.0028629,0.00335583,0.0047155,0.0192673,0.0563503
"E08000026",2004,"male",0.00296141,0.00289875,0.00417074,0.0135607,0.0480203
"E08000026",2005,"female",0.00236923,0.00341197,0.00495665,0.0110705,0.0334087
"E08000026",2005,"male",0.00209893,0.00240844,0.00529727,0.0127511,0.0338067
"E08000026",2006,"female",0.00392945,0.00480511,0.00792783,0.0181216,0.0425844
"E08000026",2006,"male",0.00216098,0.00289614,0.00559386,0.0215039,0.0452421
"E08000026",2007,"female",0.00343115,0.00344507,0.00512206,0.023941,0.0832528
"E08000026",2007,"male",0.00289834,0.00316164,0.00697596,0.0255328,0.0923125
"E08000026",2008,"female",0.0034449,0.00360337,0.00607764,0.016193,0.0469676
"E08000026",2008,"male",0.00319517,0.00354621,0.0058776,0.0270375,0.0862379
"E08000026",2009,"female",0.00352314,0.00437586,0.00528664,0.0139768,0.0345537
"E08000026",2009,"male",0.00303981,0.00328941,0.0042387,0.0116896,0.037508
"E08000026",2010,"female",0.00284465,0.00349738,0.00608431,0.0127379,0.0236176
"E08000026",2010,"male",0.00241555,0.00385595,0.00590511,0.0170078,0.043541
"E08000026",2011,"female",0.00377718,0.00502942,0.00716381,0.0177727,0.0541318
"E08000026",2011,"male",0.00250074,0.00329163,0.00575249,0.0177754,0.0319538
"E08000026",2012,"female",0.00333456,0.00345933,0.00429829,0.0131971,0.0238586
"E08000026",2012,"male",0.00208966,0.00270996,0.00387616,0.0105095,0.0263062
"E08000026",2013,"female",0.00366429,0.00484235,0.00821533,0.0147081,0.0330884
"E08000026",2013,"male",0.00292502,0.00295038,0.00601047,0.0108843,0.0311428
"E08000027",2002,"female",0.00336388,0.0034426,0.00439233,0.0137287,0.0416448
"E08000027",2002,"male",0.00282276,0.00256408,0.00395455,0.0153623,0.0303786
"E08000027",2003,"female",0.00295566,0.00287581,0.00515054,0.0133606,0.0467343
"E08000027",2003,"male",0.00292911,0.00291559,0.0050405,0.0103126,0.0339904
"E08000027",2004,"female",0.00306418,0.00363197,0.0047291,0.0178085,0.0412847
"E08000027",2004,"male",0.00292722,0.00280448,0.0047379,0.0164891,0.0600692
"E08000027",2005,"female",0.00379303,0.00473377,0.0054244,0.0156522,0.0474225
"E08000027",2005,"male",0.00276844,0.00283897,0.00437689,0.0194695,0.0487665
"E08000027",2006,"female",0.00321747,0.00384062,0.00476085,0.0174609,0.0480666
"E08000027",2006,"male",0.00301263,0.00346608,0.00453314,0.0141181,0.0294461
"E08000027",2007,"female",0.00457642,0.00437356,0.00639071,0.0129711,0.045372
"E08000027",2007,"male",0.00375672,0.00345287,0.00534787,0.0189853,0.0451084
"E08000027",2008,"female",0.00394086,0.00383322,0.00502469,0.018632,0.0451908
"E08000027",2008,"male",0.00316982,0.00307069,0.00493875,0.0229292,0.0833277
"E08000027",2009,"female",0.00492948,0.00629825,0.00583454,0.00915161,0.0120859
"E08000027",2009,"male",0.00311336,0.00342498,0.00549734,0.0195293,0.0492858
"E08000027",2010,"female",0.00318672,0.00431324,0.00531394,0.0153773,0.0465495
"E08000027",2010,"male",0.00352794,0.00333464,0.00472581,0.0109577,0.0368209
"E08000027",2011,"female",0.00375767,0.00482472,0.00444441,0.0186469,0.0453604
"E08000027",2011,"male",0.00294605,0.0038144,0.00647879,0.0110164,0.0318469
"E08000027",2012,"female",0.003788,0.00364401,0.00497126,0.0134244,0.0429033
"E08000027",2012,"male",0.00302184,0.00363149,0.00513658,0.0131913,0.0378505
"E08000027",2013,"female",0.00440481,0.00500445,0.00673999,0.0197414,0.0539367
"E08000027",2013,"male",0.00317583,0.00320263,0.00507665,0.0167455,0.034409
"E08000028",2002,"female",0.00303406,0.0034037,0.00610154,0.0189221,0.0374736
"E08000028",2002,"male",0.00263611,0.00262434,0.00292586,0.0122588,0.0278823
"E08000028",2003,"female",0.00323847,0.00351209,0.00512756,0.0183872,0.0584962
"E08000028",2003,"male",0.00284557,0.00328431,0.00501149,0.0230236,0.0756602
"E08000028",2004,"female",0.00299074,0.00279203,0.00488199,0.0140247,0.0285586
"E08000028",2004,"male",0.00231424,0.00256223,0.00407329,0.0153752,0.0358022
"E08000028",2005,"female",0.00412945,0.00463051,0.00620646,0.0151109,0.0177429
"E08000028",2005,"male",0.00195198,0.00258567,0.00434061,0.0136224,0.03733
"E08000028",2006,"female",0.00397832,0.00419961,0.00634692,0.0185115,0.0575103
"E08000028",2006,"male",0.00301631,0.00275551,0.00475668,0.0203634,0.0403056
"E08000028",2007,"female",0.00363772,0.00438608,0.0068654,0.0214587,0.0694879
"E08000028",2007,"male",0.00288845,0.00327191,0.00462544,0.0149323,0.0389687
"E08000028",2008,"female",0.00377823,0.00365855,0.00663251,0.020483,0.0626298
"E08000028",2008,"male",0.00231195,0.00331568,0.00490374,0.0180091,0.0673374
"E08000028",2009,"female",0.00278821,0.0035637,0.00509783,0.0134688,0.0456954
"E08000028",2009,"male",0.00327464,0.00474405,0.00520144,0.0125831,0.026243
"E08000028",2010,"female",0.00270346,0.00340167,0.00485122,0.0160531,0.0360884
"E08000028",2010,"male",0.00281095,0.00259871,0.00413154,0.0193442,0.0429262
"E08000028",2011,"female",0.00325674,0.00346868,0.00498554,0.0143609,0.0220165
"E08000028",2011,"male",0.00265701,0.00272486,0.00476115,0.0167939,0.0411254
"E08000028",2012,"female",0.00435668,0.00655583,0.00475589,0.0166702,0.0483508
"E08000028",2012,"male",0.00232055,0.00334576,0.00428087,0.0134815,0.047259
"E08000028",2013,"female",0.0030969,0.00337171,0.00570999,0.0164669,0.0403036
"E08000028",2013,"male",0.00309827,0.00281499,0.00498356,0.0239825,0.0784859
"E08000029",2002,"female",0.00427695,0.00549867,0.00535417,0.0222208,0.0256029
"E08000029",2002,"male",0.00366241,0.00405665,0.00620543,0.0279265,0.0825038
"E08000029",2003,"female",0.00417113,0.00474593,0.00593687,0.0137736,0.0386902
"E08000029",2003,"male",0.00395075,0.00335846,0.00550075,0.0198245,0.0196372
"E08000029",2004,"female",0.0035127,0.00328544,0.00531399,0.0237614,0.0530772
"E08000029",2004,"male",0.00343827,0.0038845,0.00643536,0.016881,0.0436945
"E08000029",2005,"female",0.00466581,0.00540903,0.00554637,0.0212426,0.0352584
"E08000029",2005,"male",0.00391481,0.00406528,0.00670004,0.0203768,0.0549737
"E08000029",2006,"female",0.00441411,0.00635638,0.00844812,0.0184251,0.0554612
"E08000029",2006,"male",0.00372423,0.00430303,0.00582249,0.0183209,0.0449619
"E08000029",2007,"female",0.00366901,0.00336646,0.0054664,0.0243471,0.0713155
"E08000029",2007,"male",0.00382937,0.00368298,0.00551421,0.0208078,0.066705
"E08000029",2008,"female",0.00452346,0.00625619,0.00926023,0.021981,0.0675289
"E08000029",2008,"male",0.00348163,0.0042416,0.00770457,0.0366829,0.131643
"E08000029",2009,"female",0.00513155,0.00671174,0.00756187,0.0198104,0.0491242
"E08000029",2009,"male",0.00460442,0.00537016,0.00541824,0.0185493,0.0628787
"E08000029",2010,"female",0.00445254,0.00586671,0.00801065,0.0181796,0.059701
"E08000029",2010,"male",0.00387607,0.00524524,0.00423806,0.0167338,0.0273256
"E08000029",2011,"female",0.00346689,0.00442816,0.00581816,0.0122006,0.0363732
"E08000029",2011,"male",0.00414521,0.00363945,0.00548236,0.0176213,0.0360613
"E08000029",2012,"female",0.00312284,0.00352459,0.00590078,0.0183208,0.0541575
"E08000029",2012,"male",0.00376823,0.0037507,0.00481012,0.0159165,0.0350487
"E08000029",2013,"female",0.0048331,0.00557082,0.00608087,0.0113974,0.0409134
"E08000029",2013,"male",0.00357881,0.00319689,0.0039442,0.018118,0.0543175
"E08000030",2002,"female",0.00359937,0.00410584,0.00534962,0.0121948,0.0389396
"E08000030",2002,"male",0.00217989,0.00286376,0.00498341,0.0205407,0.066459
"E08000030",2003,"female",0.00312936,0.00366436,0.00403262,0.0175828,0.0348424
"E08000030",2003,"male",0.00346034,0.00355081,0.00434176,0.0185945,0.0655426
"E08000030",2004,"female",0.00427192,0.00353286,0.00526801,0.0156535,0.0141218
"E08000030",2004,"male",0.00313791,0.0030186,0.00343124,0.0157586,0.0405514
"E08000030",2005,"female",0.00403152,0.00302627,0.00532062,0.0262866,0.0673458
"E08000030",2005,"male",0.00223457,0.00321707,0.0047016,0.0168829,0.0608633
"E08000030",2006,"female",0.00382942,0.003887,0.0064541,0.00918019,0.0202774
"E08000030",2006,"male",0.00293154,0.00375972,0.00586769,0.0211757,0.0690635
"E08000030",2007,"female",0.00363434,0.00518633,0.00422786,0.0143491,0.0313125
"E08000030",2007,"male",0.00343068,0.00351474,0.00527063,0.0239268,0.0728817
"E08000030",2008,"female",0.0033191,0.00328966,0.00517291,0.0236774,0.0406846
"E08000030",2008,"male",0.00386793,0.00249022,0.00444691,0.0202655,0.0704806
"E08000030",2009,"female",0.00379549,0.00390658,0.00475793,0.018351,0.038595
"E08000030",2009,"male",0.0024737,0.00300628,0.00428048,0.0169607,0.0378939
"E08000030",2010,"female",0.00249793,0.00331536,0.00448385,0.016448,0.0390642
"E08000030",2010,"male",0.00272328,0.00373307,0.0051846,0.0214233,0.0600382
"E08000030",2011,"female",0.00361984,0.00389995,0.00689096,0.0221889,0.059983
"E08000030",2011,"male",0.00292344,0.00369732,0.00536551,0.00980078,0.0286856
"E08000030",2012,"female",0.00358645,0.00370028,0.00537493,0.0126264,0.033896
"E08000030",2012,"male",0.00353667,0.00392085,0.00453589,0.0173456,0.0552308
"E08000030",2013,"female",0.00373923,0.00456062,0.00723591,0.0185566,0.0628682
"E08000030",2013,"male",0.00328058,0.0032716,0.00330751,0.0103898,0.0294501
"E08000031",2002,"female",0.00459412,0.00473327,0.00515104,0.0116586,0.0221031
"E08000031",2002,"male",0.0026715,0.00373476,0.00540248,0.0154424,0.0322654
"E08000031",2003,"female",0.00415232,0.00458107,0.00668257,0.0194478,0.0577867
"E08000031",2003,"male",0.00223243,0.00260747,0.0053573,0.0181581,0.00880966
"E08000031",2004,"female",0.00396193,0.00437229,0.00522627,0.01029,0.0274125
"E08000031",2004,"male",0.00336386,0.00486135,0.0031029,0.0100738,0.0267904
"E08000031",2005,"female",0.00359276,0.00379647,0.00546015,0.0169013,0.0480567
"E08000031",2005,"male",0.00252037,0.00258036,0.00422701,0.0141278,0.0151767
"E08000031",2006,"female",0.00346994,0.00442356,0.00458869,0.00829007,0.0262119
"E08000031",2006,"male",0.0035397,0.00359592,0.00705243,0.0261977,0.0726839
"E08000031",2007,"female",0.00358113,0.0048206,0.00553082,0.0171602,0.0541367
"E08000031",2007,"male",0.00275832,0.00374976,0.0065568,0.0189529,0.0581073
"E08000031",2008,"female",0.00486685,0.00721154,0.00740804,0.0221931,0.0629048
"E08000031",2008,"male",0.00377525,0.00349842,0.00480726,0.01185,0.0319711
"E08000031",2009,"female",0.00372534,0.00523965,0.00660002,0.0161664,0.0419263
"E08000031",2009,"male",0.00356361,0.00345742,0.00566906,0.0188433,0.0365388
"E08000031",2010,"female",0.00360886,0.0033897,0.00535375,0.0199914,0.0575798
"E08000031",2010,"male",0.00302279,0.00294577,0.00452743,0.0154543,0.0555815
"E08000031",2011,"female",0.00347405,0.00355508,0.00483178,0.0156286,0.0497501
"E08000031",2011,"male",0.00270667,0.00287282,0.00479367,0.020571,0.0611927
"E08000031",2012,"female",0.00486429,0.00602166,0.00866797,0.0155648,0.053852
"E08000031",2012,"male",0.00340012,0.003895,0.00582416,0.0154657,0.0421928
"E08000031",2013,"female",0.00382272,0.00457564,0.006655,0.017898,0.0483387
"E08000031",2013,"male",0.00251183,0.00324438,0.00456454,0.0130928,0.0320115
"E08000032",2002,"female",0.0026264,0.00265912,0.00399127,0.0123583,0.0279577
"E08000032",2002,"male",0.00195431,0.00191344,0.00389889,0.0174832,0.0402467
"E08000032",2003,"female",0.00294456,0.00342551,0.00437517,0.0130923,0.0342917
"E08000032",2003,"male",0.00261359,0.00253423,0.00442121,0.0184707,0.0550426
"E08000032",2004,"female",0.00251703,0.00302615,0.00382646,0.0128452,0.0404134
"E08000032",2004,"male",0.0025244,0.00254252,0.00437391,0.0219181,0.081624
"E08000032",2005,"female",0.00319666,0.00290607,0.00421783,0.0127811,0.0358655
"E08000032",2005,"male",0.0022118,0.00251735,0.00417365,0.012609,0.0375221
"E08000032",2006,"female",0.00340069,0.00377402,0.00459036,0.0153111,0.050831
"E08000032",2006,"male",0.00197355,0.00204822,0.00332296,0.0136203,0.0478125
"E08000032",2007,"female",0.00297649,0.002899,0.00466434,0.0182071,0.0580715
"E08000032",2007,"male",0.00212532,0.00285085,0.00410143,0.0126803,0.0449354
"E08000032",2008,"female",0.00374853,0.00356822,0.00533382,0.017683,0.0579476
"E08000032",2008,"male",0.00217214,0.00273161,0.00321541,0.0118194,0.0305994
"E08000032",2009,"female",0.00296228,0.00349743,0.00449388,0.0141644,0.0126896
"E08000032",2009,"male",0.00225905,0.00281532,0.00336244,0.00869345,0.022627
"E08000032",2010,"female",0.00297331,0.00306404,0.00453691,0.011933,0.0403583
"E08000032",2010,"male",0.00193145,0.00229781,0.00398288,0.0177718,0.0619802
"E08000032",2011,"female",0.00358911,0.00334813,0.00539212,0.0168842,0.0563537
"E08000032",2011,"male",0.00209364,0.00252667,0.00407934,0.014668,0.0291605
"E08000032",2012,"female",0.00247234,0.00298754,0.00510846,0.0119391,0.0320452
"E08000032",2012,"male",0.00220468,0.00255911,0.00406139,0.0155933,0.0409538
"E08000032",2013,"female",0.0029087,0.00372925,0.00488476,0.0145401,0.0422314
"E08000032",2013,"male",0.00258786,0.00251943,0.00367901,0.0100335,0.0314542
"E08000033",2002,"female",0.00327268,0.00410929,0.00539728,0.023141,0.0698665
"E08000033",2002,"male",0.00262092,0.00320885,0.00537024,0.0187591,0.0404242
"E08000033",2003,"female",0.00363374,0.0045599,0.00519041,0.0127068,0.0216093
"E08000033",2003,"male",0.00326067,0.00365394,0.00536583,0.0262703,0.0428103
"E08000033",2004,"female",0.00439103,0.00614585,0.00467702,0.0103625,0.0164991
"E08000033",2004,"male",0.00344785,0.00365374,0.00650223,0.021884,0.0579202
"E08000033",2005,"female",0.00498435,0.00554161,0.00624188,0.0231271,0.0622066
"E08000033",2005,"male",0.00430384,0.00407483,0.00765459,0.0278241,0.067619
"E08000033",2006,"female",0.00416307,0.00465846,0.00795538,0.0181825,0.056715
"E08000033",2006,"male",0.00449058,0.00410944,0.00529045,0.0205332,0.0635026
"E08000033",2007,"female",0.00475802,0.00501343,0.00715932,0.0159982,0.0470825
"E08000033",2007,"male",0.00331624,0.00431482,0.0072591,0.020167,0.0475057
"E08000033",2008,"female",0.00356859,0.00369211,0.00585807,0.0225079,0.0746828
"E08000033",2008,"male",0.00427213,0.0043696,0.00634713,0.0278521,0.0744822
"E08000033",2009,"female",0.00414609,0.00495855,0.00732267,0.0197396,0.0617473
"E08000033",2009,"male",0.00363661,0.00341991,0.00491792,0.0183174,0.0299701
"E08000033",2010,"female",0.0035699,0.00389278,0.00601742,0.0197432,0.0556123
"E08000033",2010,"male",0.00299243,0.00284124,0.0051615,0.0217512,0.0540256
"E08000033",2011,"female",0.00375131,0.00382901,0.00613358,0.0150107,0.0344183
"E08000033",2011,"male",0.00325439,0.00345404,0.0065232,0.0211175,0.0714806
"E08000033",2012,"female",0.00328824,0.00423773,0.00506505,0.0157887,0.0240387
"E08000033",2012,"male",0.00369112,0.00316318,0.00561015,0.0170074,0.0592783
"E08000033",2013,"female",0.00310705,0.00409244,0.00636021,0.0193269,0.0537367
"E08000033",2013,"male",0.00336006,0.0047898,0.0077279,0.0293323,0.0874956
"E08000034",2002,"female",0.0038206,0.00350613,0.0050452,0.0134878,0.0456944
"E08000034",2002,"male",0.00376261,0.00277897,0.0035184,0.0105135,0.0309111
"E08000034",2003,"female",0.00321282,0.00299018,0.00436426,0.00828491,0.0192884
"E08000034",2003,"male",0.00259381,0.00387568,0.00474923,0.0217708,0.0683171
"E08000034",2004,"female",0.00381904,0.00285639,0.00407329,0.014965,0.0394388
"E08000034",2004,"male",0.00192216,0.00208697,0.00350915,0.0133076,0.021606
"E08000034",2005,"female",0.00311013,0.00331516,0.00473054,0.0137061,0.044908
"E08000034",2005,"male",0.00244865,0.00242738,0.00344408,0.0140266,0.0282044
"E08000034",2006,"female",0.00298315,0.00372965,0.00532129,0.0148538,0.0345341
"E08000034",2006,"male",0.00296235,0.00277909,0.00451033,0.0169042,0.059598
"E08000034",2007,"female",0.00326288,0.00379552,0.0041508,0.0187716,0.0525654
"E08000034",2007,"male",0.00288243,0.00252916,0.00491157,0.0160415,0.0457781
"E08000034",2008,"female",0.00273504,0.00375228,0.00463517,0.0198711,0.0656756
"E08000034",2008,"male",0.00363411,0.00303183,0.00467336,0.0199681,0.0666684
"E08000034",2009,"female",0.00337616,0.00354008,0.00571212,0.0161724,0.0564636
"E08000034",2009,"male",0.00197327,0.00250214,0.0033672,0.0131793,0.047357
"E08000034",2010,"female",0.00250169,0.00324001,0.00588302,0.0188731,0.0588855
"E08000034",2010,"male",0.00274062,0.00285543,0.00309594,0.0111238,0.0183894
"E08000034",2011,"female",0.00305614,0.0037358,0.00507477,0.0143825,0.0314206
"E08000034",2011,"male",0.00312571,0.0030907,0.00387634,0.0104274,0.0316985
"E08000034",2012,"female",0.0036891,0.00408342,0.00502866,0.0182811,0.0664508
"E08000034",2012,"male",0.00344821,0.00356497,0.00440114,0.014023,0.0460326
"E08000034",2013,"female",0.0042946,0.00378699,0.00517263,0.0123851,0.0320399
"E08000034",2013,"male",0.00384909,0.00273307,0.00521973,0.0165664,0.0417775
"E08000035",2002,"female",0.00236156,0.00269149,0.00345609,0.0138077,0.0302424
"E08000035",2002,"male",0.00215152,0.00174885,0.00272007,0.0119677,0.0352263
"E08000035",2003,"female",0.0035908,0.00253173,0.00348005,0.0136363,0.0410923
"E08000035",2003,"male",0.00192873,0.00192849,0.00354537,0.0166064,0.0425819
"E08000035",2004,"female",0.00252043,0.00267161,0.00349388,0.0139193,0.0468611
"E08000035",2004,"male",0.001686,0.00166453,0.00301587,0.0138774,0.0459487
"E08000035",2005,"female",0.00321219,0.00321046,0.00423027,0.00928652,0.0284273
"E08000035",2005,"male",0.00244445,0.00253289,0.00299958,0.0149474,0.0406499
"E08000035",2006,"female",0.00258724,0.00324083,0.00350339,0.0102607,0.0344468
"E08000035",2006,"male",0.00201987,0.00208531,0.00368574,0.0154991,0.0527294
"E08000035",2007,"female",0.00244266,0.00253331,0.00394939,0.0134179,0.0419298
"E08000035",2007,"male",0.00168909,0.00234521,0.00315421,0.0114435,0.0398717
"E08000035",2008,"female",0.00227022,0.00320913,0.00436871,0.0166385,0.0523659
"E08000035",2008,"male",0.00239265,0.00199919,0.00346424,0.0108685,0.0348628
"E08000035",2009,"female",0.0023224,0.00265085,0.00337225,0.0110002,0.029336
"E08000035",2009,"male",0.00226842,0.0019559,0.00260917,0.00829543,0.0162917
"E08000035",2010,"female",0.00312364,0.00285079,0.00373783,0.0124557,0.0434487
"E08000035",2010,"male",0.00234112,0.00239278,0.00426404,0.0113444,0.0214847
"E08000035",2011,"female",0.00293669,0.0023541,0.00361733,0.0110906,0.0265228
"E08000035",2011,"male",0.00223441,0.00201281,0.00368944,0.0112574,0.0284901
"E08000035",2012,"female",0.00243873,0.00258834,0.00426686,0.0175846,0.0507861
"E08000035",2012,"male",0.0020515,0.00252434,0.00340982,0.0128325,0.0389549
"E08000035",2013,"female",0.00260693,0.00300049,0.00491168,0.0168852,0.0578897
"E08000035",2013,"male",0.00197877,0.00248121,0.00447113,0.0183515,0.0457682
"E08000036",2002,"female",0.00373344,0.00356155,0.00382622,0.0159574,0.0327266
"E08000036",2002,"male",0.00217563,0.00274109,0.00411934,0.0179045,0.0585347
"E08000036",2003,"female",0.00296491,0.00348774,0.00491971,0.0125589,0.0261308
"E08000036",2003,"male",0.00318608,0.00383484,0.0050091,0.0153122,0.0492667
"E08000036",2004,"female",0.00313829,0.00442483,0.00470003,0.0170329,0.0305701
"E08000036",2004,"male",0.00247733,0.00281102,0.00426334,0.0148054,0.0314113
"E08000036",2005,"female",0.00359916,0.00330643,0.00544655,0.024601,0.0740831
"E08000036",2005,"male",0.00226112,0.00197114,0.00339761,0.0124312,0.0392821
"E08000036",2006,"female",0.00286776,0.00375477,0.00493546,0.018304,0.0329183
"E08000036",2006,"male",0.00242522,0.00282237,0.00487676,0.0171071,0.0545253
"E08000036",2007,"female",0.0027569,0.00364415,0.0055286,0.0198467,0.0622762
"E08000036",2007,"male",0.00281743,0.00335547,0.0057409,0.0254041,0.0760539
"E08000036",2008,"female",0.00324718,0.00360225,0.00516255,0.0162278,0.0540344
"E08000036",2008,"male",0.00264562,0.00359918,0.00549838,0.0192612,0.059567
"E08000036",2009,"female",0.00300595,0.0045474,0.00652505,0.0156469,0.0497639
"E08000036",2009,"male",0.00371124,0.00469487,0.00489461,0.0179185,0.0389587
"E08000036",2010,"female",0.0040397,0.002928,0.00423563,0.0161486,0.0462783
"E08000036",2010,"male",0.00278323,0.00296924,0.00466609,0.0200363,0.0394005
"E08000036",2011,"female",0.00298048,0.00442456,0.00538807,0.0128768,0.0194421
"E08000036",2011,"male",0.00186584,0.00291122,0.00410854,0.0148813,0.0144776
"E08000036",2012,"female",0.00273364,0.00319892,0.0043524,0.0154221,0.0435746
"E08000036",2012,"male",0.00307797,0.00375328,0.00522374,0.00767627,0.012125
"E08000036",2013,"female",0.00353524,0.00366599,0.00466418,0.0146787,0.0323688
"E08000036",2013,"male",0.00315952,0.00282187,0.00530021,0.014601,0.0390066
"E08000037",2002,"female",0.00346479,0.00317359,0.00434845,0.0135476,0.0392353
"E08000037",2002,"male",0.00301415,0.00467368,0.0053217,0.0227125,0.0698002
"E08000037",2003,"female",0.00326216,0.00316029,0.00616603,0.0153589,0.0509198
"E08000037",2003,"male",0.00315251,0.00339975,0.00450709,0.0197622,0.0529009
"E08000037",2004,"female",0.00447041,0.00492799,0.00720416,0.021539,0.0424395
"E08000037",2004,"male",0.00320353,0.00295306,0.0056819,0.0220627,0.0611152
"E08000037",2005,"female",0.0040175,0.00445096,0.00618024,0.0167862,0.037269
"E08000037",2005,"male",0.0030434,0.00354048,0.00522241,0.0234821,0.0588281
"E08000037",2006,"female",0.00333257,0.00554984,0.00643652,0.0226406,0.0483872
"E08000037",2006,"male",0.00362309,0.00328403,0.00498388,0.0216364,0.0621027
"E08000037",2007,"female",0.00340468,0.00403749,0.00633475,0.0187595,0.0400569
"E08000037",2007,"male",0.00413911,0.00355245,0.00534085,0.0156605,0.052952
"E08000037",2008,"female",0.0040892,0.00465271,0.00680637,0.0264679,0.0848883
"E08000037",2008,"male",0.00284744,0.00348967,0.00608534,0.0273136,0.0881488
"E08000037",2009,"female",0.00373008,0.00446221,0.00671481,0.0127292,0.0423028
"E08000037",2009,"male",0.00399942,0.00377849,0.00689359,0.0299489,0.0939112
"E08000037",2010,"female",0.00364956,0.00484075,0.00698337,0.0249146,0.085097
"E08000037",2010,"male",0.0026233,0.0027146,0.00472396,0.0172742,0.0345039
"E08000037",2011,"female",0.00357895,0.00403444,0.00604043,0.0102164,0.0214632
"E08000037",2011,"male",0.0042898,0.00408188,0.00544473,0.0223533,0.0384857
"E08000037",2012,"female",0.00371689,0.00380311,0.00564907,0.0217225,0.0646134
"E08000037",2012,"male",0.00365946,0.00414452,0.00665051,0.0200591,0.0493164
"E08000037",2013,"female",0.00454909,0.00452292,0.00561301,0.0130124,0.0350627
"E08000037",2013,"male",0.00453753,0.003977,0.00519665,0.0192979,0.0438715
"E09000002",2002,"female",0.0037669,0.00473425,0.00584418,0.0261579,0.0570412
"E09000002",2002,"male",0.00377662,0.00462026,0.00609049,0.0224532,0.0572467
"E09000002",2003,"female",0.00342607,0.00495315,0.00633452,0.0181046,0.0531055
"E09000002",2003,"male",0.00395969,0.00534023,0.00683557,0.032539,0.0565777
"E09000002",2004,"female",0.00320208,0.00363942,0.00478306,0.0139092,0.0362788
"E09000002",2004,"male",0.00380847,0.00569788,0.00769685,0.0301996,0.0787574
"E09000002",2005,"female",0.00393418,0.00486935,0.00618853,0.0236449,0.0678174
"E09000002",2005,"male",0.00391773,0.00486741,0.00955117,0.0483203,0.16608
