"la","year","sex","c_35","c_50","c_65","c_80","c_85"
"E07000148",2008,"male",0.0838172,0.0987822,0.094802,0.11961,0.218418
"E07000148",2009,"female",0.0905719,0.0952174,0.111619,0.146808,0.141564
"E07000148",2009,"male",0.0798408,0.0849174,0.10999,0.150206,0.154537
"E07000148",2010,"female",0.0845867,0.10529,0.123232,0.142207,0.161059
"E07000148",2010,"male",0.0840654,0.0894741,0.109163,0.177154,0.164368
"E07000148",2011,"female",0.0876496,0.0990424,0.108066,0.135709,0.240551
"E07000148",2011,"male",0.0823345,0.0948425,0.106441,0.122649,0.226578
"E07000148",2012,"female",0.0851411,0.0982044,0.0996577,0.129921,0.119278
"E07000148",2012,"male",0.086002,0.0903503,0.110246,0.131943,0.147022
"E07000148",2013,"female",0.0834249,0.0911946,0.123952,0.15894,0.259267
"E07000148",2013,"male",0.0912994,0.109231,0.10445,0.113845,0.106068
"E07000149",2002,"female",0.0924797,0.1117,0.142402,0.133902,0.216856
"E07000149",2002,"male",0.106984,0.115366,0.125516,0.139752,0.161095
"E07000149",2003,"female",0.0963289,0.105857,0.10979,0.100211,0.150907
"E07000149",2003,"male",0.107312,0.117827,0.133494,0.129228,0.167872
"E07000149",2004,"female",0.0923607,0.105908,0.149476,0.150531,0.180584
"E07000149",2004,"male",0.0987121,0.121802,0.128697,0.137201,0.183993
"E07000149",2005,"female",0.0996393,0.113801,0.115555,0.154889,0.111121
"E07000149",2005,"male",0.0957483,0.105835,0.12409,0.155721,0.237415
"E07000149",2006,"female",0.0950304,0.10466,0.123446,0.162928,0.11955
"E07000149",2006,"male",0.100524,0.118096,0.139272,0.125922,0.160398
"E07000149",2007,"female",0.0937374,0.108735,0.11782,0.15999,0.12199
"E07000149",2007,"male",0.092603,0.10681,0.126579,0.15384,0.187891
"E07000149",2008,"female",0.0960894,0.100261,0.132024,0.156358,0.135371
"E07000149",2008,"male",0.0934457,0.10362,0.127237,0.126899,0.0876036
"E07000149",2009,"female",0.0975159,0.116607,0.12665,0.185391,0.279752
"E07000149",2009,"male",0.102621,0.106358,0.122537,0.138713,0.13414
"E07000149",2010,"female",0.0938581,0.100151,0.127487,0.166888,0.14588
"E07000149",2010,"male",0.0944969,0.1083,0.123186,0.162156,0.262497
"E07000149",2011,"female",0.0933732,0.116029,0.141235,0.181535,0.15269
"E07000149",2011,"male",0.0926944,0.11013,0.117846,0.13935,0.163961
"E07000149",2012,"female",0.0984213,0.124347,0.138473,0.195676,0.18473
"E07000149",2012,"male",0.0853429,0.105322,0.118264,0.122373,0.169868
"E07000149",2013,"female",0.0865036,0.117141,0.13408,0.189319,0.238873
"E07000149",2013,"male",0.089747,0.115675,0.140505,0.159561,0.216082
"E07000150",2002,"female",0.0904044,0.105976,0.114952,0.144286,0.182057
"E07000150",2002,"male",0.0914614,0.0995112,0.0893467,0.120505,0.187706
"E07000150",2003,"female",0.0848309,0.104811,0.0848066,0.123398,0.0148244
"E07000150",2003,"male",0.0923954,0.0910781,0.110266,0.127158,0.0478217
"E07000150",2004,"female",0.0915432,0.104458,0.0981913,0.0728633,0.135742
"E07000150",2004,"male",0.0826428,0.079622,0.0789481,0.0942422,0.00609797
"E07000150",2005,"female",0.0886819,0.101043,0.0932381,0.184806,0.331013
"E07000150",2005,"male",0.0886019,0.085458,0.0846905,0.108647,0.171534
"E07000150",2006,"female",0.0963019,0.105648,0.116874,0.15001,0.0746892
"E07000150",2006,"male",0.0875432,0.087838,0.0879925,0.0943595,0.116222
"E07000150",2007,"female",0.0913581,0.102377,0.115048,0.149551,0.119823
"E07000150",2007,"male",0.0856777,0.100188,0.10841,0.132078,0.166565
"E07000150",2008,"female",0.086565,0.103702,0.108172,0.120732,0.0981131
"E07000150",2008,"male",0.0853397,0.0993768,0.105963,0.135187,0.247265
"E07000150",2009,"female",0.0949227,0.102388,0.123695,0.148804,0.144276
"E07000150",2009,"male",0.0843484,0.0917228,0.0961524,0.0985987,0.133652
"E07000150",2010,"female",0.0916208,0.105869,0.115041,0.100738,0.0990572
"E07000150",2010,"male",0.0868514,0.105663,0.112438,0.108002,0.312995
"E07000150",2011,"female",0.0905817,0.10826,0.103268,0.141875,0.171323
"E07000150",2011,"male",0.0902904,0.0951084,0.104594,0.113209,0.17192
"E07000150",2012,"female",0.0853284,0.0989375,0.0876034,0.117921,0.298975
"E07000150",2012,"male",0.0903503,0.0984458,0.0990569,0.0405379,0.120678
"E07000150",2013,"female",0.085775,0.0899526,0.0951496,0.149562,0.164697
"E07000150",2013,"male",0.0846,0.099301,0.117317,0.118504,0.0577833
"E07000151",2002,"female",0.0957311,0.106954,0.111311,0.157725,0.232167
"E07000151",2002,"male",0.0962328,0.111655,0.104325,0.146877,0.135556
"E07000151",2003,"female",0.0964665,0.110758,0.12637,0.126786,0.110803
"E07000151",2003,"male",0.10318,0.119544,0.12709,0.100185,0.220411
"E07000151",2004,"female",0.0967673,0.114769,0.115342,0.116725,0.179466
"E07000151",2004,"male",0.104864,0.124008,0.122573,0.130318,0.109289
"E07000151",2005,"female",0.0835006,0.106755,0.128066,0.141029,0.173231
"E07000151",2005,"male",0.101844,0.11568,0.127752,0.161253,0.184762
"E07000151",2006,"female",0.10057,0.117485,0.119253,0.139054,0.233845
"E07000151",2006,"male",0.103821,0.111663,0.129055,0.121097,0.0587674
"E07000151",2007,"female",0.0947651,0.105909,0.14084,0.15007,0.238452
"E07000151",2007,"male",0.0931549,0.110621,0.120031,0.0870089,0.154977
"E07000151",2008,"female",0.0966481,0.10612,0.102349,0.148834,0.219132
"E07000151",2008,"male",0.106733,0.125747,0.136217,0.125215,0.149082
"E07000151",2009,"female",0.0919452,0.116079,0.127511,0.119313,0.341566
"E07000151",2009,"male",0.102601,0.114158,0.129639,0.177782,0.190255
"E07000151",2010,"female",0.0963695,0.106274,0.118069,0.160655,0.133527
"E07000151",2010,"male",0.0981439,0.0997323,0.121145,0.0905673,0.233418
"E07000151",2011,"female",0.0897783,0.107968,0.130389,0.19226,0.215313
"E07000151",2011,"male",0.0981964,0.107446,0.121383,0.138038,0.0611763
"E07000151",2012,"female",0.087597,0.113838,0.130484,0.223272,0.245196
"E07000151",2012,"male",0.0980774,0.11177,0.130468,0.149259,0.235322
"E07000151",2013,"female",0.0892296,0.109517,0.137975,0.110496,0.203474
"E07000151",2013,"male",0.0922911,0.113299,0.13724,0.178916,0.110601
"E07000152",2002,"female",0.0971495,0.121326,0.122433,0.0802269,0.164471
"E07000152",2002,"male",0.097618,0.108307,0.12324,0.176505,0.232559
"E07000152",2003,"female",0.0939361,0.108137,0.129671,0.128521,0.241478
"E07000152",2003,"male",0.104614,0.118114,0.124938,0.134086,0.251648
"E07000152",2004,"female",0.0998322,0.10897,0.132655,0.130628,0.199323
"E07000152",2004,"male",0.0985588,0.124146,0.123949,0.121961,0.0973596
"E07000152",2005,"female",0.0975364,0.110871,0.143864,0.0831695,0.0209841
"E07000152",2005,"male",0.100037,0.115402,0.10922,0.11637,0.123021
"E07000152",2006,"female",0.101025,0.112676,0.127154,0.143857,0.174776
"E07000152",2006,"male",0.0990113,0.122873,0.122509,0.147352,0.198422
"E07000152",2007,"female",0.0907671,0.0994757,0.107302,0.168771,0.138738
"E07000152",2007,"male",0.0997558,0.115614,0.117581,0.109053,0.182801
"E07000152",2008,"female",0.092962,0.115902,0.13088,0.135859,0.25723
"E07000152",2008,"male",0.102381,0.112175,0.112683,0.118398,0.178723
"E07000152",2009,"female",0.0972419,0.114678,0.129722,0.152509,0.272804
"E07000152",2009,"male",0.100291,0.111718,0.125955,0.152428,0.256044
"E07000152",2010,"female",0.0936307,0.103368,0.108244,0.145475,0.210615
"E07000152",2010,"male",0.1006,0.117652,0.135177,0.148111,0.141712
"E07000152",2011,"female",0.0914854,0.110191,0.135384,0.140584,0.145963
"E07000152",2011,"male",0.0969067,0.110821,0.119479,0.160691,0.312601
"E07000152",2012,"female",0.0961881,0.116921,0.116971,0.219209,0.131885
"E07000152",2012,"male",0.0913429,0.10205,0.114311,0.131092,0.0761658
"E07000152",2013,"female",0.0913729,0.119019,0.13951,0.125675,0.113029
"E07000152",2013,"male",0.0908687,0.0923748,0.110081,0.141416,0.126667
"E07000153",2002,"female",0.0911511,0.108673,0.115531,0.1252,0.148647
"E07000153",2002,"male",0.0983908,0.100049,0.0999897,0.11518,0.15748
"E07000153",2003,"female",0.0986972,0.113928,0.112068,0.154059,0.24441
"E07000153",2003,"male",0.103915,0.112536,0.146478,0.153937,0.220544
"E07000153",2004,"female",0.0979282,0.114516,0.12802,0.136439,0.247507
"E07000153",2004,"male",0.103193,0.112063,0.11622,0.125068,0.0691357
"E07000153",2005,"female",0.0904998,0.107724,0.12366,0.12222,0.149632
"E07000153",2005,"male",0.101,0.111115,0.140405,0.167419,0.189693
"E07000153",2006,"female",0.0873754,0.107874,0.128245,0.131461,0.240893
"E07000153",2006,"male",0.104453,0.119841,0.129507,0.154216,0.238709
"E07000153",2007,"female",0.0916226,0.10496,0.115233,0.180301,0.183592
"E07000153",2007,"male",0.0937211,0.0957781,0.0952077,0.0816084,0.152076
"E07000153",2008,"female",0.0886763,0.102126,0.121935,0.151708,0.0998612
"E07000153",2008,"male",0.10326,0.116839,0.129941,0.184581,0.242522
"E07000153",2009,"female",0.092776,0.108609,0.131303,0.0979464,0.183212
"E07000153",2009,"male",0.0993212,0.116753,0.116272,0.094706,0.104326
"E07000153",2010,"female",0.0867901,0.0957106,0.109134,0.10652,0.134076
"E07000153",2010,"male",0.0875738,0.0992055,0.118948,0.163227,0.112148
"E07000153",2011,"female",0.0913507,0.105675,0.117586,0.145564,0.200916
"E07000153",2011,"male",0.0955857,0.106013,0.111727,0.103903,0.116971
"E07000153",2012,"female",0.0905864,0.10924,0.11696,0.144527,0.247754
"E07000153",2012,"male",0.0903986,0.108155,0.107882,0.112935,0.24594
"E07000153",2013,"female",0.0920686,0.116233,0.140651,0.181924,0.196745
"E07000153",2013,"male",0.103425,0.119035,0.114004,0.108595,0.125279
"E07000154",2002,"female",0.100954,0.105523,0.127854,0.130801,0.226108
"E07000154",2002,"male",0.0953717,0.103855,0.110102,0.125271,0.168444
"E07000154",2003,"female",0.0983497,0.112189,0.124982,0.1524,0.091425
"E07000154",2003,"male",0.0982764,0.11207,0.102599,0.116865,0.190453
"E07000154",2004,"female",0.105415,0.109459,0.12407,0.13618,0.208986
"E07000154",2004,"male",0.103351,0.106928,0.105974,0.154954,0.135781
"E07000154",2005,"female",0.102173,0.1014,0.110331,0.12992,0.173441
"E07000154",2005,"male",0.0937524,0.109002,0.104856,0.100897,0.18703
"E07000154",2006,"female",0.0984039,0.0968027,0.117174,0.152266,0.177577
"E07000154",2006,"male",0.0925637,0.0948292,0.114161,0.114007,0.18613
"E07000154",2007,"female",0.103451,0.104098,0.11391,0.151434,0.184828
"E07000154",2007,"male",0.0952122,0.0994069,0.115583,0.107359,0.175516
"E07000154",2008,"female",0.100084,0.100068,0.107583,0.146782,0.176857
"E07000154",2008,"male",0.0951472,0.10175,0.114433,0.13782,0.12526
"E07000154",2009,"female",0.0976921,0.100891,0.11869,0.152336,0.142135
"E07000154",2009,"male",0.0894455,0.0978775,0.100156,0.100376,0.155853
"E07000154",2010,"female",0.0976828,0.11319,0.117525,0.14019,0.135052
"E07000154",2010,"male",0.0889897,0.0905298,0.0959303,0.118539,0.167403
"E07000154",2011,"female",0.095812,0.10031,0.10666,0.137174,0.26374
"E07000154",2011,"male",0.0911351,0.0999836,0.101553,0.117499,0.194732
"E07000154",2012,"female",0.0919001,0.103815,0.125796,0.136475,0.162333
"E07000154",2012,"male",0.0993373,0.0978944,0.105373,0.14685,0.20754
"E07000154",2013,"female",0.0944393,0.110299,0.123253,0.146473,0.185245
"E07000154",2013,"male",0.101811,0.0995496,0.115825,0.157217,0.174807
"E07000155",2002,"female",0.100743,0.120684,0.132283,0.169439,0.0896583
"E07000155",2002,"male",0.105002,0.117087,0.116537,0.073349,0.131767
"E07000155",2003,"female",0.0990509,0.112932,0.138301,0.155544,0.159317
"E07000155",2003,"male",0.103354,0.121785,0.123423,0.128298,0.0896981
"E07000155",2004,"female",0.0989302,0.1055,0.118997,0.220226,0.221747
"E07000155",2004,"male",0.0988849,0.0986362,0.112501,0.119239,0.351207
"E07000155",2005,"female",0.085947,0.110074,0.130711,0.189049,0.242649
"E07000155",2005,"male",0.102462,0.113823,0.128935,0.14578,0.167764
"E07000155",2006,"female",0.0941933,0.104735,0.132702,0.108141,0.272117
"E07000155",2006,"male",0.0991782,0.108128,0.125836,0.147331,0.185432
"E07000155",2007,"female",0.102896,0.115371,0.122957,0.122478,0.0622183
"E07000155",2007,"male",0.110892,0.114167,0.130749,0.0953294,-0.0309977
"E07000155",2008,"female",0.0923488,0.0999344,0.114523,0.129997,0.213076
"E07000155",2008,"male",0.107123,0.120284,0.119583,0.139255,0.0946565
"E07000155",2009,"female",0.0887619,0.11301,0.141326,0.141653,0.235019
"E07000155",2009,"male",0.101776,0.116649,0.122154,0.156052,0.127207
"E07000155",2010,"female",0.0880138,0.0965927,0.120516,0.137455,0.242496
"E07000155",2010,"male",0.0969508,0.108535,0.141171,0.180746,0.231379
"E07000155",2011,"female",0.0915129,0.113208,0.13451,0.181957,0.208877
"E07000155",2011,"male",0.0955793,0.115046,0.12787,0.195814,0.156527
"E07000155",2012,"female",0.088801,0.11314,0.114505,0.219469,0.236817
"E07000155",2012,"male",0.0976128,0.112158,0.102334,0.140638,0.105225
"E07000155",2013,"female",0.0925278,0.110245,0.116139,0.135053,0.252794
"E07000155",2013,"male",0.0987493,0.11498,0.113377,0.112861,0.244712
"E07000156",2002,"female",0.0907737,0.107575,0.115477,0.0948417,0.1485
"E07000156",2002,"male",0.0955777,0.112033,0.113234,0.144961,0.101637
"E07000156",2003,"female",0.0916867,0.103726,0.128707,0.170898,0.203242
"E07000156",2003,"male",0.0928596,0.0991949,0.105059,0.117975,0.139363
"E07000156",2004,"female",0.0871836,0.100473,0.132518,0.138078,0.163768
"E07000156",2004,"male",0.0964103,0.106467,0.107057,0.08979,0.162997
"E07000156",2005,"female",0.0899523,0.116537,0.131446,0.135183,0.162421
"E07000156",2005,"male",0.100496,0.105947,0.10773,0.164003,0.283695
"E07000156",2006,"female",0.0940486,0.0929457,0.109275,0.159817,0.147897
"E07000156",2006,"male",0.0916392,0.104486,0.110733,0.129704,0.203268
"E07000156",2007,"female",0.0930461,0.105036,0.0983209,0.137947,0.160807
"E07000156",2007,"male",0.0933898,0.10508,0.101911,0.133944,0.168372
"E07000156",2008,"female",0.0853782,0.0951493,0.114095,0.216171,0.186534
"E07000156",2008,"male",0.105596,0.118689,0.126156,0.153503,0.138216
"E07000156",2009,"female",0.0956228,0.106198,0.112032,0.172175,0.223617
"E07000156",2009,"male",0.092887,0.0976401,0.120805,0.161162,0.151298
"E07000156",2010,"female",0.0924615,0.0956242,0.134796,0.127723,0.264011
"E07000156",2010,"male",0.0935108,0.101894,0.109791,0.13626,0.0632673
"E07000156",2011,"female",0.0910675,0.121065,0.106459,0.143425,0.157439
"E07000156",2011,"male",0.0848371,0.101616,0.115132,0.120674,0.115884
"E07000156",2012,"female",0.0834085,0.0986016,0.122915,0.0771359,0.259514
"E07000156",2012,"male",0.0892397,0.102738,0.120378,0.143269,0.223202
"E07000156",2013,"female",0.084564,0.0961327,0.116601,0.135444,0.120895
"E07000156",2013,"male",0.0830002,0.0928064,0.116327,0.120282,0.19657
"E07000163",2002,"female",0.0899394,0.109999,0.142513,0.165874,0.223522
"E07000163",2002,"male",0.0931523,0.116222,0.107754,0.0922347,0.0651267
"E07000163",2003,"female",0.0811398,0.101414,0.12215,0.142509,0.174153
"E07000163",2003,"male",0.0931972,0.101044,0.134493,0.11773,0.0399902
"E07000163",2004,"female",0.0900249,0.12308,0.149753,0.13771,0.194285
"E07000163",2004,"male",0.0986035,0.11029,0.100681,0.157243,0.105224
"E07000163",2005,"female",0.0881841,0.110498,0.122744,0.190755,0.300756
"E07000163",2005,"male",0.0905872,0.106704,0.129574,0.152085,0.0758346
"E07000163",2006,"female",0.0867718,0.105296,0.127723,0.156105,0.292496
"E07000163",2006,"male",0.0855864,0.105672,0.123062,0.121975,0.224385
"E07000163",2007,"female",0.0877728,0.106166,0.129927,0.165268,0.310132
"E07000163",2007,"male",0.0918329,0.112697,0.120405,0.144583,0.134859
"E07000163",2008,"female",0.0867392,0.113849,0.119128,0.132869,0.221546
"E07000163",2008,"male",0.096582,0.115796,0.115961,0.121862,0.241948
"E07000163",2009,"female",0.0858899,0.0978518,0.124239,0.15261,0.225528
"E07000163",2009,"male",0.0935578,0.116893,0.121917,0.138863,0.116148
"E07000163",2010,"female",0.0914083,0.119438,0.143872,0.167532,0.0996974
"E07000163",2010,"male",0.0841962,0.115063,0.121375,0.175422,0.0481806
"E07000163",2011,"female",0.0839486,0.103894,0.130129,0.132537,0.11974
"E07000163",2011,"male",0.0932149,0.116224,0.117982,0.145368,0.160775
"E07000163",2012,"female",0.0785453,0.103696,0.147817,0.201969,0.137623
"E07000163",2012,"male",0.0837089,0.113721,0.115389,0.15441,0.166629
"E07000163",2013,"female",0.088565,0.110325,0.130973,0.164014,0.158765
"E07000163",2013,"male",0.082337,0.117041,0.135446,0.135697,0.11914
"E07000164",2002,"female",0.0981891,0.101333,0.126857,0.165431,0.191952
"E07000164",2002,"male",0.104307,0.11314,0.120312,0.152036,0.178038
"E07000164",2003,"female",0.0989902,0.123589,0.133631,0.130134,0.232822
"E07000164",2003,"male",0.0964764,0.120736,0.114881,0.102518,0.0251589
"E07000164",2004,"female",0.09682,0.114768,0.128087,0.189995,0.247026
"E07000164",2004,"male",0.10039,0.118315,0.132265,0.18859,0.119414
"E07000164",2005,"female",0.0925515,0.114378,0.142558,0.130981,0.1337
"E07000164",2005,"male",0.101539,0.11136,0.114672,0.108275,0.21174
"E07000164",2006,"female",0.0916604,0.116199,0.121159,0.153804,0.233171
"E07000164",2006,"male",0.103312,0.114597,0.115666,0.104659,0.136394
"E07000164",2007,"female",0.0935971,0.112573,0.119227,0.202334,0.160129
"E07000164",2007,"male",0.0920349,0.102182,0.132416,0.137145,0.0693175
"E07000164",2008,"female",0.0956942,0.116496,0.136012,0.126775,0.15308
"E07000164",2008,"male",0.093758,0.120538,0.120443,0.151726,0.156573
"E07000164",2009,"female",0.0837953,0.105524,0.126059,0.160397,0.134341
"E07000164",2009,"male",0.0989094,0.114641,0.136546,0.148253,0.147158
"E07000164",2010,"female",0.0908737,0.112331,0.111915,0.137047,0.132107
"E07000164",2010,"male",0.0833353,0.1061,0.120958,0.12378,0.17578
"E07000164",2011,"female",0.0879523,0.105766,0.111242,0.202786,0.174359
"E07000164",2011,"male",0.0988558,0.115069,0.121031,0.143494,0.193494
"E07000164",2012,"female",0.0909525,0.114556,0.13658,0.185337,0.162579
"E07000164",2012,"male",0.0937753,0.11655,0.110398,0.148143,0.198114
"E07000164",2013,"female",0.0950913,0.122077,0.131397,0.208606,0.250571
"E07000164",2013,"male",0.0926491,0.106365,0.117962,0.166651,0.187279
"E07000165",2002,"female",0.103444,0.115644,0.130952,0.127754,0.154696
"E07000165",2002,"male",0.102589,0.111747,0.116638,0.121224,0.144307
"E07000165",2003,"female",0.0998232,0.125765,0.122015,0.154484,0.220928
"E07000165",2003,"male",0.101563,0.113795,0.11287,0.112419,0.102024
"E07000165",2004,"female",0.10333,0.115639,0.131722,0.142665,0.137927
"E07000165",2004,"male",0.100389,0.107864,0.107622,0.111605,0.154213
"E07000165",2005,"female",0.104697,0.114102,0.126238,0.157904,0.243258
"E07000165",2005,"male",0.101725,0.115318,0.124776,0.147578,0.146992
"E07000165",2006,"female",0.0987641,0.10265,0.122626,0.149741,0.156472
"E07000165",2006,"male",0.0958016,0.102635,0.119702,0.139173,0.280519
"E07000165",2007,"female",0.0897176,0.105818,0.1217,0.170286,0.22505
"E07000165",2007,"male",0.105528,0.109768,0.115602,0.163108,0.149027
"E07000165",2008,"female",0.105471,0.104981,0.138627,0.166479,0.224162
"E07000165",2008,"male",0.09993,0.102844,0.117737,0.127064,0.141852
"E07000165",2009,"female",0.098948,0.112695,0.124341,0.140401,0.174343
"E07000165",2009,"male",0.0964657,0.108982,0.117657,0.0938228,0.200463
"E07000165",2010,"female",0.0948542,0.0994415,0.123795,0.152724,0.155344
"E07000165",2010,"male",0.0946167,0.104391,0.119301,0.132755,0.0957626
"E07000165",2011,"female",0.0946754,0.0990791,0.140564,0.12572,0.219688
"E07000165",2011,"male",0.0982925,0.101777,0.124826,0.143434,0.181484
"E07000165",2012,"female",0.093359,0.104321,0.127865,0.156442,0.22245
"E07000165",2012,"male",0.0943029,0.122473,0.129221,0.166201,0.162903
"E07000165",2013,"female",0.10333,0.111149,0.14487,0.166106,0.195773
"E07000165",2013,"male",0.103368,0.115389,0.142247,0.166629,0.186367
"E07000166",2002,"female",0.0849379,0.101255,0.113417,0.168414,0.167012
"E07000166",2002,"male",0.0973645,0.11475,0.143171,0.190235,0.28754
"E07000166",2003,"female",0.0847384,0.113275,0.130819,0.11902,0.134151
"E07000166",2003,"male",0.0871582,0.110275,0.104807,0.124051,0.198219
"E07000166",2004,"female",0.0904882,0.116874,0.149827,0.0833189,0.105575
"E07000166",2004,"male",0.097998,0.116581,0.114778,0.127738,0.139859
"E07000166",2005,"female",0.0851428,0.106458,0.125514,0.170697,0.212399
"E07000166",2005,"male",0.0941704,0.110192,0.119947,0.14444,0.283564
"E07000166",2006,"female",0.086791,0.0974357,0.117835,0.15908,0.259508
"E07000166",2006,"male",0.0827861,0.0911923,0.117316,0.176786,0.305842
"E07000166",2007,"female",0.08452,0.10477,0.131181,0.176034,0.0871074
"E07000166",2007,"male",0.0892983,0.102306,0.117312,0.130961,0.177267
"E07000166",2008,"female",0.0854176,0.0960329,0.13258,0.107977,0.221101
"E07000166",2008,"male",0.0831017,0.106482,0.124425,0.0879889,0.0273949
"E07000166",2009,"female",0.0801244,0.0907082,0.141534,0.144805,0.279377
"E07000166",2009,"male",0.0943299,0.10919,0.120345,0.120783,0.0904078
"E07000166",2010,"female",0.0741298,0.0933529,0.120502,0.189429,0.188169
"E07000166",2010,"male",0.0897468,0.110448,0.116564,0.0969213,0.246425
"E07000166",2011,"female",0.0873536,0.112261,0.153756,0.166258,0.211702
"E07000166",2011,"male",0.0922002,0.115789,0.117418,0.131831,0.116275
"E07000166",2012,"female",0.0824661,0.108273,0.148667,0.209086,0.20355
"E07000166",2012,"male",0.0862183,0.113637,0.122673,0.142788,0.0828834
"E07000166",2013,"female",0.0784152,0.0984654,0.141211,0.190384,0.339261
"E07000166",2013,"male",0.0866698,0.122312,0.147539,0.191912,0.094404
"E07000167",2002,"female",0.0890216,0.1166,0.123552,0.119044,0.0928977
"E07000167",2002,"male",0.0962277,0.110783,0.133605,0.110368,0.0367671
"E07000167",2003,"female",0.0895559,0.10851,0.144397,0.170675,0.281091
"E07000167",2003,"male",0.0890731,0.104636,0.117027,0.115,0.285486
"E07000167",2004,"female",0.0842198,0.113119,0.110475,0.136678,0.361194
"E07000167",2004,"male",0.0957841,0.113836,0.116051,0.149789,0.118813
"E07000167",2005,"female",0.0799189,0.0949591,0.127897,0.148107,0.138719
"E07000167",2005,"male",0.0933195,0.105187,0.11673,0.104605,0.116845
"E07000167",2006,"female",0.0847645,0.102313,0.11304,0.082591,0.175023
"E07000167",2006,"male",0.0893225,0.121211,0.11638,0.125739,0.129993
"E07000167",2007,"female",0.0777821,0.0897753,0.108669,0.1319,0.0896028
"E07000167",2007,"male",0.0931315,0.105889,0.132805,0.127011,0.141373
"E07000167",2008,"female",0.082911,0.106075,0.139738,0.172954,0.215466
"E07000167",2008,"male",0.0938375,0.11768,0.124843,0.118064,0.18278
"E07000167",2009,"female",0.0792345,0.105361,0.14138,0.178799,0.139508
"E07000167",2009,"male",0.088647,0.114825,0.127107,0.127835,0.0989832
"E07000167",2010,"female",0.0817272,0.108708,0.125376,0.11403,0.149807
"E07000167",2010,"male",0.0867653,0.116938,0.116167,0.130486,0.261186
"E07000167",2011,"female",0.0878782,0.113596,0.141491,0.1389,0.183375
"E07000167",2011,"male",0.0890229,0.114258,0.125939,0.148393,0.189529
"E07000167",2012,"female",0.0806843,0.106296,0.132199,0.212331,0.13705
"E07000167",2012,"male",0.082571,0.111343,0.140851,0.13272,0.174635
"E07000167",2013,"female",0.0818478,0.0986539,0.1234,0.148156,0.214946
"E07000167",2013,"male",0.08929,0.106898,0.151564,0.18946,0.256504
"E07000168",2002,"female",0.0929388,0.111212,0.108418,0.126254,0.224397
"E07000168",2002,"male",0.0847243,0.105952,0.104677,0.0678254,0.0839391
"E07000168",2003,"female",0.0891527,0.100009,0.120768,0.0996218,0.133594
"E07000168",2003,"male",0.0956482,0.0953519,0.108492,0.0914532,0.0740475
"E07000168",2004,"female",0.0965688,0.107933,0.109902,0.166613,0.124156
"E07000168",2004,"male",0.089142,0.107757,0.120561,0.108473,0.184724
"E07000168",2005,"female",0.0959126,0.111785,0.128139,0.15405,0.128472
"E07000168",2005,"male",0.090105,0.0940827,0.108139,0.164059,0.165516
"E07000168",2006,"female",0.0893495,0.0938203,0.117664,0.12587,0.194345
"E07000168",2006,"male",0.0883889,0.0947212,0.118776,0.109936,0.137951
"E07000168",2007,"female",0.0912755,0.0990257,0.1466,0.137927,0.250296
"E07000168",2007,"male",0.0936765,0.101736,0.112419,0.0760371,0.0614653
"E07000168",2008,"female",0.0818419,0.0990499,0.148042,0.130918,0.279736
"E07000168",2008,"male",0.0959999,0.0944498,0.106578,0.119132,0.208675
"E07000168",2009,"female",0.0906787,0.104127,0.117895,0.165404,0.230526
"E07000168",2009,"male",0.0961336,0.102057,0.120793,0.145149,0.216685
"E07000168",2010,"female",0.0887709,0.103387,0.126005,0.155874,0.205238
"E07000168",2010,"male",0.0865616,0.100914,0.110846,0.135985,0.12296
"E07000168",2011,"female",0.0891253,0.10334,0.128891,0.168009,0.180636
"E07000168",2011,"male",0.0804628,0.093911,0.107025,0.197211,0.211504
"E07000168",2012,"female",0.0905021,0.110358,0.134043,0.173893,0.231387
"E07000168",2012,"male",0.0824781,0.101307,0.113277,0.151047,0.129598
"E07000168",2013,"female",0.0863146,0.104898,0.14001,0.207983,0.214335
"E07000168",2013,"male",0.0854238,0.101302,0.124231,0.122615,0.198309
"E07000169",2002,"female",0.092895,0.106702,0.134945,0.103125,0.151526
"E07000169",2002,"male",0.106388,0.120285,0.120454,0.120569,0.138053
"E07000169",2003,"female",0.0921727,0.117375,0.12946,0.0989546,0.169398
"E07000169",2003,"male",0.104579,0.125414,0.123309,0.135985,0.132186
"E07000169",2004,"female",0.0945023,0.115846,0.120111,0.0952143,0.126159
"E07000169",2004,"male",0.102137,0.118885,0.109534,0.089356,0.121095
"E07000169",2005,"female",0.0871958,0.101319,0.145926,0.113313,0.242346
"E07000169",2005,"male",0.100661,0.107999,0.110637,0.097316,0.0571267
"E07000169",2006,"female",0.099971,0.109337,0.13778,0.114183,0.181447
"E07000169",2006,"male",0.10001,0.108239,0.106298,0.119354,0.101212
"E07000169",2007,"female",0.0978919,0.106775,0.142081,0.136515,0.185738
"E07000169",2007,"male",0.101954,0.112768,0.134928,0.183298,0.242024
"E07000169",2008,"female",0.0974627,0.115832,0.140851,0.137074,0.182246
"E07000169",2008,"male",0.102329,0.115503,0.12054,0.153632,0.23199
"E07000169",2009,"female",0.0962656,0.11442,0.129314,0.131305,0.155641
"E07000169",2009,"male",0.098687,0.115525,0.123864,0.119505,0.0902869
"E07000169",2010,"female",0.0944722,0.116593,0.142156,0.172395,0.170138
"E07000169",2010,"male",0.0890246,0.112884,0.110662,0.112613,0.152122
"E07000169",2011,"female",0.0910053,0.104455,0.121909,0.167314,0.302717
