"la","year","sex","c_35","c_50","c_65","c_80","c_85"
"E06000047",2010,"male",0.0948973,0.107168,0.118494,0.121894,0.128704
"E06000047",2011,"female",0.101074,0.113535,0.122604,0.122856,0.135839
"E06000047",2011,"male",0.0963605,0.10565,0.113585,0.114759,0.116967
"E06000047",2012,"female",0.101285,0.1069,0.120906,0.152199,0.150644
"E06000047",2012,"male",0.101107,0.105058,0.113914,0.131731,0.109167
"E06000047",2013,"female",0.103289,0.104458,0.120025,0.150266,0.153101
"E06000047",2013,"male",0.0933397,0.107007,0.117677,0.128918,0.118557
"E06000049",2002,"female",0.103549,0.10945,0.119847,0.131227,0.185959
"E06000049",2002,"male",0.106452,0.110077,0.117058,0.136236,0.136728
"E06000049",2003,"female",0.114105,0.111845,0.125431,0.143027,0.193393
"E06000049",2003,"male",0.0990145,0.102061,0.112103,0.109529,0.162698
"E06000049",2004,"female",0.0996894,0.113569,0.125337,0.13663,0.208456
"E06000049",2004,"male",0.104384,0.116011,0.121902,0.11416,0.140497
"E06000049",2005,"female",0.10276,0.106924,0.120462,0.144296,0.16423
"E06000049",2005,"male",0.100149,0.109381,0.106193,0.106217,0.159651
"E06000049",2006,"female",0.101085,0.114666,0.13557,0.14805,0.187707
"E06000049",2006,"male",0.0988718,0.106853,0.113876,0.121079,0.149532
"E06000049",2007,"female",0.0994916,0.107826,0.125244,0.138534,0.168569
"E06000049",2007,"male",0.0996665,0.108678,0.114311,0.141148,0.146632
"E06000049",2008,"female",0.104649,0.109697,0.1242,0.159282,0.268925
"E06000049",2008,"male",0.0997111,0.107478,0.109547,0.138944,0.166755
"E06000049",2009,"female",0.0999285,0.102402,0.131082,0.159,0.170458
"E06000049",2009,"male",0.0964733,0.10347,0.111436,0.0966914,0.159244
"E06000049",2010,"female",0.0964785,0.109627,0.122945,0.130516,0.144105
"E06000049",2010,"male",0.0994541,0.107325,0.122021,0.118435,0.191411
"E06000049",2011,"female",0.0989934,0.11681,0.125206,0.147652,0.173941
"E06000049",2011,"male",0.0951706,0.108178,0.117278,0.150286,0.121817
"E06000049",2012,"female",0.105119,0.110645,0.126202,0.129306,0.166425
"E06000049",2012,"male",0.0985457,0.102598,0.126206,0.129,0.165717
"E06000049",2013,"female",0.103324,0.106873,0.131524,0.162798,0.190638
"E06000049",2013,"male",0.105791,0.109046,0.126126,0.156672,0.210429
"E06000050",2002,"female",0.0980464,0.106167,0.113497,0.1206,0.223873
"E06000050",2002,"male",0.103678,0.109113,0.110632,0.123232,0.148804
"E06000050",2003,"female",0.101327,0.103753,0.112114,0.140769,0.174571
"E06000050",2003,"male",0.100715,0.110393,0.108766,0.114373,0.174449
"E06000050",2004,"female",0.102509,0.109749,0.122737,0.143493,0.186123
"E06000050",2004,"male",0.0978185,0.109726,0.112394,0.123178,0.121935
"E06000050",2005,"female",0.11052,0.10736,0.121184,0.132802,0.171561
"E06000050",2005,"male",0.0959623,0.102636,0.108338,0.133598,0.178262
"E06000050",2006,"female",0.103558,0.104385,0.12147,0.139841,0.238699
"E06000050",2006,"male",0.100716,0.107128,0.110898,0.11824,0.177274
"E06000050",2007,"female",0.107122,0.115716,0.125054,0.148347,0.174816
"E06000050",2007,"male",0.101436,0.106833,0.104272,0.13497,0.157082
"E06000050",2008,"female",0.0994135,0.106198,0.129234,0.142477,0.168129
"E06000050",2008,"male",0.0996624,0.110992,0.112712,0.10044,0.0987246
"E06000050",2009,"female",0.0985931,0.105089,0.125027,0.144584,0.188388
"E06000050",2009,"male",0.0985973,0.103352,0.120694,0.12728,0.156551
"E06000050",2010,"female",0.100304,0.109596,0.116705,0.149928,0.230243
"E06000050",2010,"male",0.0975231,0.104455,0.12129,0.137589,0.117015
"E06000050",2011,"female",0.0992671,0.105431,0.116327,0.153372,0.184206
"E06000050",2011,"male",0.0988044,0.109753,0.112933,0.133206,0.15662
"E06000050",2012,"female",0.100321,0.107908,0.129321,0.145136,0.17703
"E06000050",2012,"male",0.101298,0.104074,0.121863,0.152102,0.14993
"E06000050",2013,"female",0.114871,0.11358,0.128911,0.14359,0.20241
"E06000050",2013,"male",0.0960124,0.107222,0.116271,0.128084,0.104806
"E06000051",2002,"female",0.104132,0.112671,0.12661,0.157359,0.207041
"E06000051",2002,"male",0.105157,0.110456,0.114516,0.113743,0.192301
"E06000051",2003,"female",0.107953,0.109026,0.120076,0.162799,0.210868
"E06000051",2003,"male",0.106651,0.113379,0.123846,0.10559,0.155671
"E06000051",2004,"female",0.0999385,0.116592,0.129358,0.135938,0.178014
"E06000051",2004,"male",0.100254,0.110131,0.117509,0.135958,0.188185
"E06000051",2005,"female",0.100995,0.119854,0.129218,0.145016,0.171737
"E06000051",2005,"male",0.100214,0.106106,0.124996,0.146124,0.133616
"E06000051",2006,"female",0.102845,0.10637,0.12306,0.154776,0.193
"E06000051",2006,"male",0.100601,0.105264,0.119123,0.106311,0.07569
"E06000051",2007,"female",0.100009,0.112178,0.122681,0.122144,0.173414
"E06000051",2007,"male",0.100649,0.106152,0.109554,0.126614,0.122292
"E06000051",2008,"female",0.103436,0.111607,0.12598,0.154906,0.152049
"E06000051",2008,"male",0.0997721,0.103631,0.11519,0.119496,0.162368
"E06000051",2009,"female",0.0899395,0.110672,0.128055,0.153315,0.228006
"E06000051",2009,"male",0.0994498,0.105162,0.117548,0.148657,0.248274
"E06000051",2010,"female",0.0983373,0.112474,0.125669,0.146938,0.184781
"E06000051",2010,"male",0.093128,0.111666,0.123311,0.131998,0.14563
"E06000051",2011,"female",0.0982103,0.110011,0.128674,0.137484,0.159489
"E06000051",2011,"male",0.098783,0.106798,0.118432,0.134141,0.171125
"E06000051",2012,"female",0.10029,0.110726,0.12473,0.131708,0.164863
"E06000051",2012,"male",0.101115,0.108874,0.118979,0.159809,0.165131
"E06000051",2013,"female",0.0987881,0.110514,0.136268,0.150948,0.180483
"E06000051",2013,"male",0.0974942,0.111881,0.131735,0.143628,0.143203
"E06000052",2002,"female",0.0947976,0.108044,0.124556,0.151228,0.180722
"E06000052",2002,"male",0.0986657,0.111158,0.119451,0.116625,0.127213
"E06000052",2003,"female",0.100597,0.112931,0.120038,0.134278,0.163016
"E06000052",2003,"male",0.102332,0.109013,0.111097,0.108106,0.147711
"E06000052",2004,"female",0.105648,0.110527,0.129992,0.145837,0.191981
"E06000052",2004,"male",0.0981019,0.106839,0.109852,0.122247,0.157314
"E06000052",2005,"female",0.0977054,0.109094,0.121648,0.144576,0.20228
"E06000052",2005,"male",0.100637,0.112428,0.123968,0.127573,0.152916
"E06000052",2006,"female",0.102907,0.11515,0.127785,0.142963,0.162377
"E06000052",2006,"male",0.10143,0.106412,0.120069,0.123875,0.146631
"E06000052",2007,"female",0.106788,0.111392,0.128449,0.146708,0.179658
"E06000052",2007,"male",0.095799,0.105554,0.113032,0.135715,0.136876
"E06000052",2008,"female",0.105208,0.106125,0.12847,0.144623,0.176908
"E06000052",2008,"male",0.0955794,0.107966,0.114367,0.12945,0.147427
"E06000052",2009,"female",0.103067,0.106758,0.126474,0.14883,0.192377
"E06000052",2009,"male",0.097477,0.11398,0.123285,0.120458,0.121668
"E06000052",2010,"female",0.106543,0.115312,0.131845,0.162676,0.170992
"E06000052",2010,"male",0.0987107,0.107979,0.119395,0.14486,0.200159
"E06000052",2011,"female",0.107118,0.10442,0.123112,0.153803,0.181754
"E06000052",2011,"male",0.0993488,0.110334,0.117555,0.133365,0.185689
"E06000052",2012,"female",0.105406,0.113533,0.127021,0.157973,0.198721
"E06000052",2012,"male",0.0954556,0.105596,0.119327,0.129404,0.153529
"E06000052",2013,"female",0.111797,0.111543,0.132101,0.167067,0.183722
"E06000052",2013,"male",0.0988946,0.110238,0.124495,0.136477,0.164458
"E06000054",2002,"female",0.108298,0.112587,0.135748,0.151668,0.204344
"E06000054",2002,"male",0.111289,0.113711,0.118358,0.138235,0.132408
"E06000054",2003,"female",0.10542,0.11157,0.131798,0.139075,0.161653
"E06000054",2003,"male",0.110506,0.114216,0.114445,0.134616,0.173848
"E06000054",2004,"female",0.104002,0.112476,0.12716,0.165177,0.223081
"E06000054",2004,"male",0.105116,0.118536,0.124343,0.139888,0.169713
"E06000054",2005,"female",0.105051,0.114887,0.136411,0.148431,0.160263
"E06000054",2005,"male",0.101918,0.111876,0.12067,0.109192,0.118609
"E06000054",2006,"female",0.105518,0.109998,0.127554,0.130505,0.173199
"E06000054",2006,"male",0.106567,0.112891,0.117821,0.120343,0.16864
"E06000054",2007,"female",0.103017,0.108068,0.129638,0.143382,0.207011
"E06000054",2007,"male",0.104914,0.110877,0.123284,0.130507,0.186627
"E06000054",2008,"female",0.107134,0.107766,0.125497,0.135044,0.19184
"E06000054",2008,"male",0.108422,0.109596,0.124156,0.132598,0.134064
"E06000054",2009,"female",0.105094,0.110288,0.131111,0.164646,0.222243
"E06000054",2009,"male",0.107694,0.117283,0.126848,0.139123,0.143788
"E06000054",2010,"female",0.10466,0.108055,0.126546,0.148066,0.19812
"E06000054",2010,"male",0.105139,0.110272,0.122066,0.137987,0.12105
"E06000054",2011,"female",0.0937069,0.104264,0.133608,0.141871,0.221639
"E06000054",2011,"male",0.100157,0.109393,0.1141,0.134871,0.172438
"E06000054",2012,"female",0.104825,0.106757,0.123082,0.167503,0.182809
"E06000054",2012,"male",0.10042,0.113053,0.113857,0.128294,0.165368
"E06000054",2013,"female",0.106733,0.111148,0.131706,0.168848,0.209432
"E06000054",2013,"male",0.102693,0.107502,0.126334,0.157191,0.201128
"E06000055",2002,"female",0.0964535,0.11933,0.124812,0.139984,0.168624
"E06000055",2002,"male",0.098409,0.103896,0.112482,0.119747,0.0610985
"E06000055",2003,"female",0.0947029,0.108823,0.128652,0.133156,0.164853
"E06000055",2003,"male",0.101563,0.111582,0.11638,0.138809,0.191726
"E06000055",2004,"female",0.0903605,0.117066,0.13285,0.16921,0.228238
"E06000055",2004,"male",0.0988975,0.107524,0.11314,0.150102,0.204567
"E06000055",2005,"female",0.0919863,0.111771,0.133377,0.174951,0.257955
"E06000055",2005,"male",0.102178,0.108917,0.111632,0.114654,0.0820679
"E06000055",2006,"female",0.106466,0.101062,0.112528,0.168569,0.225336
"E06000055",2006,"male",0.095408,0.109239,0.114809,0.113493,0.106292
"E06000055",2007,"female",0.102763,0.122036,0.116645,0.0861463,0.0955551
"E06000055",2007,"male",0.0935649,0.102073,0.117759,0.118215,0.0893847
"E06000055",2008,"female",0.0982152,0.104843,0.128954,0.148581,0.226343
"E06000055",2008,"male",0.0912266,0.0966829,0.105831,0.129622,0.150435
"E06000055",2009,"female",0.100316,0.113631,0.121068,0.171875,0.101819
"E06000055",2009,"male",0.0898454,0.104653,0.118834,0.128154,0.153493
"E06000055",2010,"female",0.0978677,0.111497,0.121421,0.160239,0.222578
"E06000055",2010,"male",0.087008,0.0989833,0.109154,0.153286,0.19338
"E06000055",2011,"female",0.0968537,0.0947522,0.112691,0.158532,0.203463
"E06000055",2011,"male",0.0810385,0.096697,0.122888,0.159036,0.17722
"E06000055",2012,"female",0.0904555,0.0983376,0.129905,0.150866,0.222323
"E06000055",2012,"male",0.0896084,0.107845,0.12879,0.142448,0.229824
"E06000055",2013,"female",0.0899037,0.101709,0.116479,0.164248,0.248582
"E06000055",2013,"male",0.0943199,0.103403,0.109219,0.146845,0.161221
"E06000056",2002,"female",0.105984,0.113961,0.113323,0.136841,0.123272
"E06000056",2002,"male",0.103211,0.114366,0.108897,0.087237,0.115228
"E06000056",2003,"female",0.109306,0.11991,0.119608,0.123601,0.157493
"E06000056",2003,"male",0.102936,0.108675,0.110701,0.114201,0.130575
"E06000056",2004,"female",0.108725,0.110063,0.123208,0.120828,0.205777
"E06000056",2004,"male",0.109817,0.114729,0.108336,0.140659,0.152028
"E06000056",2005,"female",0.108789,0.112412,0.117646,0.154257,0.215153
"E06000056",2005,"male",0.107355,0.114126,0.124651,0.151168,0.156589
"E06000056",2006,"female",0.105454,0.123541,0.123927,0.163013,0.210377
"E06000056",2006,"male",0.0976262,0.108784,0.115888,0.117542,0.164064
"E06000056",2007,"female",0.100642,0.106739,0.113329,0.139376,0.232925
"E06000056",2007,"male",0.104411,0.109879,0.122179,0.125593,0.115002
"E06000056",2008,"female",0.0964774,0.10646,0.119285,0.134733,0.159294
"E06000056",2008,"male",0.102679,0.114827,0.126694,0.120705,0.0716191
"E06000056",2009,"female",0.101756,0.112613,0.129312,0.152224,0.211812
"E06000056",2009,"male",0.104417,0.107725,0.117448,0.117867,0.140788
"E06000056",2010,"female",0.100213,0.10588,0.117169,0.122788,0.161321
"E06000056",2010,"male",0.0940267,0.101549,0.109511,0.126746,0.164836
"E06000056",2011,"female",0.106317,0.105267,0.127879,0.139678,0.164904
"E06000056",2011,"male",0.102,0.108353,0.120083,0.129861,0.133504
"E06000056",2012,"female",0.102846,0.12754,0.130799,0.169728,0.255153
"E06000056",2012,"male",0.098147,0.115758,0.131712,0.161419,0.206765
"E06000056",2013,"female",0.100469,0.10653,0.127678,0.157957,0.216868
"E06000056",2013,"male",0.106115,0.107671,0.113964,0.114776,0.162624
"E06000057",2002,"female",0.104132,0.109009,0.118594,0.135624,0.145452
"E06000057",2002,"male",0.102742,0.107174,0.106468,0.106677,0.136719
"E06000057",2003,"female",0.104908,0.112609,0.119985,0.137946,0.212528
"E06000057",2003,"male",0.105084,0.112963,0.114806,0.09793,0.137957
"E06000057",2004,"female",0.0977751,0.108864,0.117624,0.127969,0.169938
"E06000057",2004,"male",0.099654,0.104728,0.10786,0.105387,0.135312
"E06000057",2005,"female",0.108629,0.11358,0.125271,0.147018,0.144734
"E06000057",2005,"male",0.106349,0.108003,0.111009,0.106479,0.198884
"E06000057",2006,"female",0.110855,0.111136,0.12313,0.139732,0.174842
"E06000057",2006,"male",0.0950758,0.105783,0.112261,0.115568,0.166574
"E06000057",2007,"female",0.100822,0.104185,0.121593,0.147998,0.236427
"E06000057",2007,"male",0.0992681,0.107956,0.117768,0.124618,0.146287
"E06000057",2008,"female",0.10163,0.115396,0.133757,0.130514,0.161486
"E06000057",2008,"male",0.106552,0.106038,0.117692,0.109663,0.0841044
"E06000057",2009,"female",0.104489,0.117253,0.12541,0.132038,0.201467
"E06000057",2009,"male",0.102537,0.116138,0.117988,0.126627,0.155145
"E06000057",2010,"female",0.102095,0.116119,0.12982,0.14747,0.134396
"E06000057",2010,"male",0.0907018,0.102046,0.113082,0.14582,0.206941
"E06000057",2011,"female",0.104887,0.110019,0.125124,0.142934,0.149625
"E06000057",2011,"male",0.0970897,0.108846,0.118151,0.145057,0.126523
"E06000057",2012,"female",0.100308,0.111823,0.128014,0.162439,0.201345
"E06000057",2012,"male",0.100057,0.111732,0.125043,0.122362,0.178907
"E06000057",2013,"female",0.0987703,0.110505,0.129563,0.118193,0.167256
"E06000057",2013,"male",0.0965322,0.113204,0.11936,0.139108,0.162977
"E07000004",2002,"female",0.107497,0.107247,0.141128,0.157993,0.281507
"E07000004",2002,"male",0.110584,0.124611,0.119195,0.146935,0.156643
"E07000004",2003,"female",0.0973184,0.112996,0.122955,0.159997,0.211434
"E07000004",2003,"male",0.101857,0.114392,0.122863,0.117721,0.252234
"E07000004",2004,"female",0.0989209,0.112797,0.131218,0.176878,0.123043
"E07000004",2004,"male",0.0978145,0.117466,0.127481,0.116203,0.20852
"E07000004",2005,"female",0.10501,0.111473,0.112009,0.140066,0.184592
"E07000004",2005,"male",0.101942,0.109916,0.125928,0.138327,0.0361641
"E07000004",2006,"female",0.106106,0.118915,0.138848,0.137005,0.174922
"E07000004",2006,"male",0.103857,0.114563,0.128759,0.139522,0.181198
"E07000004",2007,"female",0.103502,0.117912,0.123014,0.170332,0.239675
"E07000004",2007,"male",0.107771,0.106624,0.136973,0.166043,0.134047
"E07000004",2008,"female",0.0950801,0.104886,0.123948,0.14823,0.194792
"E07000004",2008,"male",0.0993504,0.103863,0.133929,0.126162,0.0705582
"E07000004",2009,"female",0.101752,0.107389,0.133633,0.15839,0.185573
"E07000004",2009,"male",0.107763,0.110811,0.126001,0.145967,0.148688
"E07000004",2010,"female",0.0977912,0.112203,0.133946,0.156243,0.0988627
"E07000004",2010,"male",0.106823,0.110845,0.116827,0.146929,0.240045
"E07000004",2011,"female",0.0933226,0.121066,0.132118,0.209354,0.226985
"E07000004",2011,"male",0.109386,0.111821,0.114709,0.172276,0.175481
"E07000004",2012,"female",0.0954598,0.110092,0.124323,0.138834,0.19984
"E07000004",2012,"male",0.108278,0.113662,0.131937,0.114781,0.126898
"E07000004",2013,"female",0.0960314,0.106991,0.143349,0.1638,0.198977
"E07000004",2013,"male",0.10188,0.104575,0.129673,0.180753,0.207697
"E07000005",2002,"female",0.0875412,0.107704,0.130576,0.177857,0.21694
"E07000005",2002,"male",0.0975883,0.115293,0.121046,0.118789,0.0951167
"E07000005",2003,"female",0.088988,0.109738,0.13429,0.143196,0.132652
"E07000005",2003,"male",0.105389,0.115287,0.124692,0.135738,0.151224
"E07000005",2004,"female",0.0928567,0.104045,0.116019,0.144586,0.239163
"E07000005",2004,"male",0.093592,0.118785,0.139649,0.112551,0.133563
"E07000005",2005,"female",0.0952639,0.107653,0.121185,0.130312,0.0148214
"E07000005",2005,"male",0.0974733,0.103739,0.140325,0.162585,0.199409
"E07000005",2006,"female",0.0898135,0.109496,0.1443,0.207132,0.28222
"E07000005",2006,"male",0.0988491,0.107608,0.119117,0.149426,0.0961472
"E07000005",2007,"female",0.0922508,0.0994414,0.121574,0.205004,0.159472
"E07000005",2007,"male",0.0961796,0.116684,0.103029,0.102651,0.1393
"E07000005",2008,"female",0.0934357,0.107048,0.139579,0.0829738,0.100208
"E07000005",2008,"male",0.0941778,0.0968986,0.117936,0.102199,0.139328
"E07000005",2009,"female",0.0865314,0.0977411,0.138797,0.179449,0.321414
"E07000005",2009,"male",0.100484,0.113061,0.116476,0.153255,0.18147
"E07000005",2010,"female",0.0930726,0.10365,0.125346,0.124442,0.244792
"E07000005",2010,"male",0.0836714,0.106512,0.117905,0.155709,0.144934
"E07000005",2011,"female",0.0854957,0.0950513,0.12367,0.221634,0.353934
"E07000005",2011,"male",0.0892265,0.106941,0.0975534,0.189534,0.239128
"E07000005",2012,"female",0.08889,0.112819,0.131334,0.171515,0.277837
"E07000005",2012,"male",0.0931113,0.107071,0.113334,0.145744,0.170264
"E07000005",2013,"female",0.090295,0.109063,0.117657,0.163998,0.145128
"E07000005",2013,"male",0.0835342,0.116331,0.114265,0.130232,0.232456
"E07000006",2002,"female",0.087466,0.113113,0.129106,0.178661,0.126919
"E07000006",2002,"male",0.102153,0.113256,0.111232,0.0841854,-0.0693564
"E07000006",2003,"female",0.0901319,0.111374,0.120527,0.111305,0.171183
"E07000006",2003,"male",0.102886,0.121821,0.123945,0.181099,0.221928
"E07000006",2004,"female",0.0868053,0.121729,0.156296,0.141503,0.241305
"E07000006",2004,"male",0.102868,0.109431,0.118175,0.120989,0.252647
"E07000006",2005,"female",0.0901547,0.108759,0.124278,0.153763,0.149537
"E07000006",2005,"male",0.098224,0.11355,0.114071,0.124988,0.129672
"E07000006",2006,"female",0.086907,0.108725,0.130741,0.159747,0.241045
"E07000006",2006,"male",0.0968638,0.108196,0.136788,0.156668,0.282474
"E07000006",2007,"female",0.0934909,0.104598,0.119315,0.175545,0.104233
"E07000006",2007,"male",0.0971126,0.102763,0.106084,0.1533,0.0558327
"E07000006",2008,"female",0.0875911,0.122694,0.152454,0.121831,0.193453
"E07000006",2008,"male",0.0899271,0.100251,0.0989697,0.119736,0.221537
"E07000006",2009,"female",0.0852542,0.0999907,0.124123,0.184299,0.176915
"E07000006",2009,"male",0.0894649,0.113437,0.143915,0.155528,0.13006
"E07000006",2010,"female",0.0902602,0.103612,0.124532,0.124063,0.20065
"E07000006",2010,"male",0.0863721,0.10384,0.137995,0.114886,0.134479
"E07000006",2011,"female",0.0835921,0.103349,0.104814,0.177178,0.210458
"E07000006",2011,"male",0.0909436,0.11348,0.127587,0.173699,0.278727
"E07000006",2012,"female",0.0817371,0.103374,0.135688,0.172021,0.186181
"E07000006",2012,"male",0.0952972,0.113522,0.131611,0.118192,0.193949
"E07000006",2013,"female",0.0907783,0.114257,0.118612,0.147695,0.29471
"E07000006",2013,"male",0.0886052,0.109237,0.137697,0.162134,0.19893
"E07000007",2002,"female",0.101938,0.107836,0.12155,0.11786,0.104634
"E07000007",2002,"male",0.10293,0.11119,0.106978,0.12854,0.113327
"E07000007",2003,"female",0.0968695,0.111486,0.127911,0.148879,0.153154
"E07000007",2003,"male",0.101743,0.109939,0.118741,0.140351,0.111681
"E07000007",2004,"female",0.0953128,0.107364,0.129155,0.14247,0.100294
"E07000007",2004,"male",0.105632,0.113562,0.108314,0.0899146,0.119874
"E07000007",2005,"female",0.0996049,0.103151,0.12504,0.18668,0.212456
"E07000007",2005,"male",0.111023,0.122229,0.125416,0.13282,0.159199
"E07000007",2006,"female",0.103614,0.120446,0.129526,0.11889,0.147686
"E07000007",2006,"male",0.104511,0.112952,0.124124,0.123846,0.165707
"E07000007",2007,"female",0.0962043,0.103723,0.120078,0.175984,0.226022
"E07000007",2007,"male",0.0970178,0.109172,0.125217,0.117714,0.131468
"E07000007",2008,"female",0.10092,0.0991287,0.129022,0.128119,0.130918
"E07000007",2008,"male",0.0983854,0.103596,0.112634,0.0614073,0.0827126
"E07000007",2009,"female",0.104697,0.117422,0.129909,0.168276,0.228846
"E07000007",2009,"male",0.0887622,0.106887,0.113614,0.193728,0.266043
"E07000007",2010,"female",0.0976139,0.105089,0.140767,0.154615,0.239472
"E07000007",2010,"male",0.0990372,0.106194,0.116998,0.138612,0.0700373
"E07000007",2011,"female",0.103447,0.110356,0.124385,0.149473,0.224184
"E07000007",2011,"male",0.0980156,0.104425,0.127754,0.172115,0.160311
"E07000007",2012,"female",0.0935609,0.10891,0.127306,0.180057,0.22218
"E07000007",2012,"male",0.0990225,0.109884,0.116286,0.154679,0.186967
"E07000007",2013,"female",0.0972306,0.110455,0.139119,0.192929,0.229994
"E07000007",2013,"male",0.10097,0.106992,0.118839,0.153174,0.130159
"E07000008",2002,"female",0.0832289,0.0975219,0.141892,0.138287,0.234585
"E07000008",2002,"male",0.0922353,0.101799,0.123843,0.11536,0.139511
"E07000008",2003,"female",0.0945759,0.108225,0.130402,0.160797,0.236364
"E07000008",2003,"male",0.0887341,0.0977137,0.118407,0.0930484,0.168264
"E07000008",2004,"female",0.0970945,0.112737,0.124935,0.121957,0.172041
"E07000008",2004,"male",0.0949918,0.102737,0.11683,0.150169,0.153843
"E07000008",2005,"female",0.0950095,0.111118,0.129599,0.109923,0.15873
"E07000008",2005,"male",0.0983546,0.0991368,0.122243,0.183964,0.126184
"E07000008",2006,"female",0.0950706,0.119552,0.120212,0.181234,0.167982
"E07000008",2006,"male",0.0981353,0.10748,0.0986802,0.110241,0.139385
"E07000008",2007,"female",0.0882934,0.102906,0.114341,0.0965593,0.0938476
"E07000008",2007,"male",0.0923721,0.0985237,0.110345,0.0529491,0.0318415
"E07000008",2008,"female",0.0929664,0.111417,0.136064,0.147128,0.17102
"E07000008",2008,"male",0.0909066,0.0928517,0.118853,0.166666,0.217004
"E07000008",2009,"female",0.0852971,0.109345,0.133436,0.169761,0.158484
"E07000008",2009,"male",0.0916261,0.116459,0.1058,0.133749,0.246563
"E07000008",2010,"female",0.0968742,0.103281,0.111389,0.17604,0.166899
"E07000008",2010,"male",0.094634,0.099735,0.103987,0.136473,0.14124
"E07000008",2011,"female",0.0884606,0.102968,0.104432,0.146246,0.154375
"E07000008",2011,"male",0.0969461,0.11918,0.116782,0.114623,0.188416
"E07000008",2012,"female",0.0996558,0.112251,0.130697,0.151348,0.150761
"E07000008",2012,"male",0.0947263,0.0997205,0.121973,0.130186,0.186711
"E07000008",2013,"female",0.0975789,0.112051,0.136003,0.157475,0.176319
"E07000008",2013,"male",0.0927055,0.101201,0.114822,0.161964,0.0994378
"E07000009",2002,"female",0.0938991,0.118499,0.146592,0.13165,0.121648
"E07000009",2002,"male",0.101522,0.114156,0.115054,0.161526,0.201375
"E07000009",2003,"female",0.0893826,0.108626,0.143652,0.109554,0.270456
"E07000009",2003,"male",0.0938953,0.11052,0.130323,0.127677,0.158842
"E07000009",2004,"female",0.102165,0.124727,0.151021,0.149153,0.143174
"E07000009",2004,"male",0.0954657,0.127017,0.146665,0.108889,0.0882152
"E07000009",2005,"female",0.0903427,0.0943381,0.143218,0.131917,0.144331
"E07000009",2005,"male",0.0996931,0.130031,0.15379,0.131301,0.165539
"E07000009",2006,"female",0.0879962,0.0946685,0.107874,0.141959,0.0967491
"E07000009",2006,"male",0.10374,0.119252,0.111579,0.13079,0.187344
"E07000009",2007,"female",0.0932609,0.109871,0.120322,0.192826,0.206905
"E07000009",2007,"male",0.0968977,0.105127,0.099782,0.142187,0.275119
"E07000009",2008,"female",0.0897125,0.101065,0.148404,0.181434,0.120821
"E07000009",2008,"male",0.10145,0.11799,0.126666,0.104901,0.0357216
"E07000009",2009,"female",0.0853263,0.107542,0.126227,0.153718,0.200463
"E07000009",2009,"male",0.0992523,0.122206,0.122665,0.117636,0.173234
"E07000009",2010,"female",0.097955,0.116516,0.130466,0.156643,0.193467
"E07000009",2010,"male",0.092327,0.107415,0.130549,0.0998027,0.231226
"E07000009",2011,"female",0.0904199,0.109356,0.101338,0.0878429,0.0998376
"E07000009",2011,"male",0.0950933,0.111737,0.126213,0.180884,0.225922
"E07000009",2012,"female",0.0918015,0.111956,0.147046,0.176628,0.206068
"E07000009",2012,"male",0.0959609,0.111818,0.147945,0.208218,0.300801
"E07000009",2013,"female",0.0876865,0.113094,0.135069,0.151146,0.0969408
"E07000009",2013,"male",0.0944937,0.108845,0.128466,0.174317,0.184394
"E07000010",2002,"female",0.0887934,0.0994709,0.0984429,0.134578,0.135547
"E07000010",2002,"male",0.10163,0.108726,0.114486,0.0929401,0.0817244
"E07000010",2003,"female",0.0935332,0.100546,0.128187,0.153166,0.171687
"E07000010",2003,"male",0.0905771,0.106737,0.109971,0.104822,0.10354
"E07000010",2004,"female",0.0948197,0.106668,0.13501,0.120221,0.123642
"E07000010",2004,"male",0.0970933,0.117298,0.112231,0.0720428,0.180671
"E07000010",2005,"female",0.0953429,0.102804,0.12548,0.083688,0.0887118
"E07000010",2005,"male",0.0995086,0.10734,0.127237,0.145223,0.165202
"E07000010",2006,"female",0.092877,0.110621,0.128133,0.133086,0.171218
"E07000010",2006,"male",0.103731,0.123424,0.121302,0.158305,0.115342
"E07000010",2007,"female",0.0976953,0.102148,0.126214,0.131408,0.0988532
"E07000010",2007,"male",0.0926894,0.0953686,0.116847,0.147963,0.219781
"E07000010",2008,"female",0.0885937,0.111532,0.135668,0.139318,0.134039
"E07000010",2008,"male",0.09456,0.115375,0.116212,0.107734,0.0916732
"E07000010",2009,"female",0.0943022,0.117986,0.131372,0.109044,0.149433
"E07000010",2009,"male",0.0922245,0.108507,0.116558,0.105106,0.173466
"E07000010",2010,"female",0.0844246,0.105501,0.129647,0.1608,0.185055
"E07000010",2010,"male",0.0833677,0.102627,0.128683,0.153359,0.204574
"E07000010",2011,"female",0.0905986,0.114292,0.129584,0.139191,0.199307
"E07000010",2011,"male",0.0883027,0.100729,0.100544,0.1843,0.225955
"E07000010",2012,"female",0.0917718,0.105308,0.12261,0.130249,0.0840243
"E07000010",2012,"male",0.0919105,0.105747,0.12376,0.127081,0.139179
"E07000010",2013,"female",0.0889085,0.107454,0.124871,0.13237,0.108392
"E07000010",2013,"male",0.0920351,0.108401,0.115904,0.13382,0.144621
"E07000011",2002,"female",0.097984,0.118868,0.121297,0.107557,0.205935
"E07000011",2002,"male",0.107791,0.118342,0.115699,0.136478,0.099385
"E07000011",2003,"female",0.108252,0.106568,0.120699,0.192095,0.228281
